# event_ticker=KXATPCHALLENGERMATCH-26FEB19ZARMID
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Lautaro Midon
# fav_player=Carlos Maria Zarate
# dog_player=Lautaro Midon
# kalshi_date=2026-02-19
timestamp,Carlos Maria Zarate,Lautaro Midon
2026-02-19T14:50:00Z,17.00,85.00
2026-02-19T14:51:00Z,17.00,85.00
2026-02-19T14:52:00Z,17.00,86.00
2026-02-19T15:06:00Z,17.00,86.00
2026-02-19T15:07:00Z,17.00,86.00
2026-02-19T15:08:00Z,17.00,86.00
2026-02-19T15:10:00Z,17.00,86.00
2026-02-19T15:11:00Z,17.21,84.50
2026-02-19T15:15:00Z,18.00,84.50
2026-02-19T15:17:00Z,18.00,84.50
2026-02-19T15:18:00Z,18.00,84.50
2026-02-19T15:23:00Z,18.00,85.00
2026-02-19T15:24:00Z,18.00,85.00
2026-02-19T15:26:00Z,18.00,83.00
2026-02-19T15:29:00Z,17.00,83.00
2026-02-19T15:30:00Z,17.00,83.00
2026-02-19T15:31:00Z,17.46,85.00
2026-02-19T15:32:00Z,17.46,83.00
2026-02-19T15:33:00Z,17.00,85.46
2026-02-19T15:34:00Z,17.06,85.46
2026-02-19T15:35:00Z,17.85,83.00
2026-02-19T15:36:00Z,18.00,83.00
2026-02-19T15:37:00Z,17.69,83.66
2026-02-19T15:38:00Z,19.94,81.00
2026-02-19T15:39:00Z,20.07,80.40
2026-02-19T15:40:00Z,21.76,79.00
2026-02-19T15:41:00Z,24.63,79.00
2026-02-19T15:42:00Z,20.07,79.00
2026-02-19T15:43:00Z,21.68,78.22
2026-02-19T15:44:00Z,20.29,81.94
2026-02-19T15:45:00Z,19.09,81.42
2026-02-19T15:46:00Z,19.92,81.84
2026-02-19T15:47:00Z,23.92,79.26
2026-02-19T15:48:00Z,27.65,75.94
2026-02-19T15:49:00Z,26.54,74.17
2026-02-19T15:50:00Z,26.71,75.00
2026-02-19T15:51:00Z,28.13,74.94
2026-02-19T15:52:00Z,26.36,76.26
2026-02-19T15:53:00Z,25.83,74.08
2026-02-19T15:54:00Z,23.71,78.76
2026-02-19T15:55:00Z,29.03,75.01
2026-02-19T15:56:00Z,32.09,70.86
2026-02-19T15:57:00Z,30.65,70.92
2026-02-19T15:58:00Z,31.82,70.10
2026-02-19T15:59:00Z,37.21,66.28
2026-02-19T16:00:00Z,43.50,55.94
2026-02-19T16:01:00Z,41.67,60.54
2026-02-19T16:02:00Z,37.00,64.94
2026-02-19T16:03:00Z,33.77,77.31
2026-02-19T16:04:00Z,28.45,71.84
2026-02-19T16:05:00Z,29.74,74.07
2026-02-19T16:06:00Z,25.31,74.99
2026-02-19T16:07:00Z,23.74,75.43
2026-02-19T16:08:00Z,24.63,76.12
2026-02-19T16:09:00Z,25.42,79.90
2026-02-19T16:10:00Z,30.14,78.71
2026-02-19T16:11:00Z,24.78,77.12
2026-02-19T16:12:00Z,17.25,81.49
2026-02-19T16:13:00Z,13.82,84.59
2026-02-19T16:14:00Z,12.11,88.99
2026-02-19T16:15:00Z,11.04,89.98
2026-02-19T16:16:00Z,11.80,88.61
2026-02-19T16:17:00Z,7.60,92.28
2026-02-19T16:18:00Z,6.41,93.21
2026-02-19T16:19:00Z,7.14,93.00
2026-02-19T16:20:00Z,6.42,94.31
2026-02-19T16:21:00Z,8.04,93.95
2026-02-19T16:22:00Z,7.39,94.50
2026-02-19T16:23:00Z,6.73,95.15
2026-02-19T16:24:00Z,7.67,94.94
2026-02-19T16:25:00Z,4.42,96.00
2026-02-19T16:26:00Z,4.27,95.20
2026-02-19T16:27:00Z,3.18,97.20
2026-02-19T16:28:00Z,2.66,97.68
2026-02-19T16:29:00Z,2.10,97.15
2026-02-19T16:30:00Z,2.56,96.88
2026-02-19T16:31:00Z,2.14,97.17
2026-02-19T16:32:00Z,3.38,97.17
2026-02-19T16:33:00Z,2.31,98.60
2026-02-19T16:34:00Z,2.89,97.01
2026-02-19T16:35:00Z,1.22,99.00
2026-02-19T16:36:00Z,1.26,99.00
2026-02-19T16:37:00Z,1.14,95.06
2026-02-19T16:38:00Z,2.41,99.00
2026-02-19T16:39:00Z,1.77,97.39
2026-02-19T16:40:00Z,4.18,97.00
2026-02-19T16:41:00Z,1.50,96.98
2026-02-19T16:42:00Z,2.64,97.97
2026-02-19T16:43:00Z,1.99,98.13
2026-02-19T16:44:00Z,3.41,95.15
2026-02-19T16:45:00Z,5.33,96.34
2026-02-19T16:46:00Z,5.03,95.90
2026-02-19T16:47:00Z,6.05,95.86
2026-02-19T16:48:00Z,3.76,96.63
2026-02-19T16:49:00Z,4.96,96.71
2026-02-19T16:50:00Z,6.47,95.75
2026-02-19T16:51:00Z,7.31,96.03
2026-02-19T16:52:00Z,1.97,96.55
2026-02-19T16:53:00Z,2.23,97.86
2026-02-19T16:54:00Z,1.76,96.29
2026-02-19T16:55:00Z,3.36,97.98
2026-02-19T16:56:00Z,2.83,97.16
2026-02-19T16:57:00Z,5.72,94.97
2026-02-19T16:58:00Z,6.82,92.63
2026-02-19T16:59:00Z,9.05,93.82
2026-02-19T17:00:00Z,4.27,97.48
2026-02-19T17:01:00Z,5.13,94.35
2026-02-19T17:02:00Z,5.09,95.31
2026-02-19T17:03:00Z,2.74,97.16
2026-02-19T17:04:00Z,3.23,96.10
2026-02-19T17:05:00Z,2.63,97.81
2026-02-19T17:06:00Z,2.99,97.65
2026-02-19T17:07:00Z,3.39,96.00
2026-02-19T17:08:00Z,2.93,97.42
2026-02-19T17:09:00Z,2.48,96.86
2026-02-19T17:10:00Z,3.06,97.29
2026-02-19T17:11:00Z,3.13,96.49
2026-02-19T17:12:00Z,2.31,96.02
2026-02-19T17:13:00Z,2.02,96.18
2026-02-19T17:14:00Z,2.80,93.97
2026-02-19T17:15:00Z,4.00,96.42
2026-02-19T17:16:00Z,2.28,98.06
2026-02-19T17:17:00Z,3.13,96.80
2026-02-19T17:18:00Z,3.95,97.00
2026-02-19T17:19:00Z,2.22,96.11
2026-02-19T17:20:00Z,3.60,96.39
2026-02-19T17:21:00Z,3.80,96.36
2026-02-19T17:22:00Z,4.00,96.16
2026-02-19T17:23:00Z,3.98,98.00
2026-02-19T17:24:00Z,3.79,95.76
2026-02-19T17:25:00Z,2.01,98.00
2026-02-19T17:26:00Z,1.00,96.76
2026-02-19T17:27:00Z,1.69,97.46
2026-02-19T17:28:00Z,2.26,97.60
2026-02-19T17:29:00Z,2.64,98.84
2026-02-19T17:30:00Z,1.25,98.34
2026-02-19T17:31:00Z,1.26,99.00
2026-02-19T17:32:00Z,1.00,99.00
2026-02-19T17:33:00Z,1.00,99.00
2026-02-19T17:35:00Z,1.00,99.00
2026-02-19T17:36:00Z,1.00,99.00
2026-02-19T17:37:00Z,1.00,99.00
2026-02-19T17:39:00Z,1.00,99.00
2026-02-19T17:40:00Z,1.00,99.00
2026-02-19T17:41:00Z,1.00,99.00
