# event_ticker=KXATPMATCH-25SEP27BRORUN
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Jenson Brooksby
# fav_player=Holger Rune
# dog_player=Jenson Brooksby
# kalshi_date=2025-09-27
timestamp,Holger Rune,Jenson Brooksby
2025-09-28T06:11:00Z,31.94,71.40
2025-09-28T06:12:00Z,7.91,83.84
2025-09-28T06:13:00Z,6.58,93.17
2025-09-28T06:14:00Z,20.63,86.60
2025-09-28T06:15:00Z,22.87,84.47
2025-09-28T06:16:00Z,26.23,79.33
2025-09-28T06:17:00Z,18.04,91.68
2025-09-28T06:18:00Z,8.90,98.56
2025-09-28T06:19:00Z,1.00,99.00
2025-09-28T06:20:00Z,1.00,99.00
2025-09-28T06:21:00Z,1.00,99.00
