# event_ticker=KXATPCHALLENGERMATCH-26MAR03ERHSCH
# final_score=7-6(5) 7-6(1)
# score_resolution=7-6 7-6
# match_winner=Joel Schwaerzler
# fav_player=Joel Schwaerzler
# dog_player=Mathys Erhard
# kalshi_date=2026-03-03
timestamp,Joel Schwaerzler,Mathys Erhard
2026-03-03T13:34:00Z,68.16,36.00
2026-03-03T13:35:00Z,64.85,36.10
2026-03-03T13:36:00Z,72.88,30.75
2026-03-03T13:37:00Z,69.67,32.81
2026-03-03T13:38:00Z,62.90,38.26
2026-03-03T13:39:00Z,61.75,39.39
2026-03-03T13:40:00Z,60.17,42.60
2026-03-03T13:41:00Z,62.73,42.69
2026-03-03T13:42:00Z,64.98,35.30
2026-03-03T13:43:00Z,66.75,34.44
2026-03-03T13:44:00Z,68.01,34.00
2026-03-03T13:45:00Z,69.81,31.90
2026-03-03T13:46:00Z,66.14,34.46
2026-03-03T13:47:00Z,63.29,38.33
2026-03-03T13:48:00Z,62.63,39.00
2026-03-03T13:49:00Z,64.10,35.04
2026-03-03T13:50:00Z,64.42,38.10
2026-03-03T13:51:00Z,67.38,30.22
2026-03-03T13:52:00Z,73.53,27.16
2026-03-03T13:53:00Z,70.57,31.05
2026-03-03T13:54:00Z,72.92,30.25
2026-03-03T13:55:00Z,64.66,34.72
2026-03-03T13:56:00Z,62.24,38.43
2026-03-03T13:57:00Z,62.62,36.50
2026-03-03T13:58:00Z,68.00,32.95
2026-03-03T13:59:00Z,68.11,31.19
2026-03-03T14:00:00Z,65.09,35.34
2026-03-03T14:01:00Z,63.00,37.03
2026-03-03T14:02:00Z,60.98,39.16
2026-03-03T14:03:00Z,61.59,39.91
2026-03-03T14:04:00Z,64.92,35.92
2026-03-03T14:05:00Z,64.24,34.71
2026-03-03T14:06:00Z,63.54,34.22
2026-03-03T14:07:00Z,68.86,29.83
2026-03-03T14:08:00Z,64.03,40.39
2026-03-03T14:09:00Z,62.69,35.98
2026-03-03T14:10:00Z,66.47,32.24
2026-03-03T14:11:00Z,72.92,29.68
2026-03-03T14:12:00Z,79.62,23.33
2026-03-03T14:13:00Z,80.48,18.20
2026-03-03T14:14:00Z,86.12,13.96
2026-03-03T14:15:00Z,86.13,14.27
2026-03-03T14:16:00Z,86.22,13.51
2026-03-03T14:17:00Z,84.60,15.65
2026-03-03T14:18:00Z,83.59,18.23
2026-03-03T14:19:00Z,86.91,13.07
2026-03-03T14:20:00Z,87.42,13.00
2026-03-03T14:21:00Z,88.86,10.85
2026-03-03T14:22:00Z,92.03,8.43
2026-03-03T14:23:00Z,91.37,7.24
2026-03-03T14:24:00Z,94.47,6.37
2026-03-03T14:25:00Z,95.36,4.89
2026-03-03T14:26:00Z,95.66,5.83
2026-03-03T14:27:00Z,90.87,8.98
2026-03-03T14:28:00Z,91.91,8.55
2026-03-03T14:29:00Z,88.17,11.12
2026-03-03T14:30:00Z,86.03,13.99
2026-03-03T14:31:00Z,86.09,14.36
2026-03-03T14:32:00Z,82.76,15.29
2026-03-03T14:33:00Z,84.77,13.00
2026-03-03T14:34:00Z,84.06,13.37
2026-03-03T14:35:00Z,83.99,14.95
2026-03-03T14:36:00Z,87.92,13.39
2026-03-03T14:37:00Z,85.69,14.79
2026-03-03T14:38:00Z,85.04,13.80
2026-03-03T14:39:00Z,87.00,15.00
2026-03-03T14:40:00Z,89.53,10.52
2026-03-03T14:41:00Z,91.45,8.86
2026-03-03T14:42:00Z,84.28,15.82
2026-03-03T14:43:00Z,80.69,18.38
2026-03-03T14:44:00Z,80.46,22.57
2026-03-03T14:45:00Z,84.84,18.23
2026-03-03T14:46:00Z,86.39,15.39
2026-03-03T14:47:00Z,87.00,14.89
2026-03-03T14:48:00Z,85.14,15.77
2026-03-03T14:49:00Z,86.37,15.88
2026-03-03T14:50:00Z,83.24,17.80
2026-03-03T14:51:00Z,87.40,15.01
2026-03-03T14:52:00Z,86.07,13.77
2026-03-03T14:53:00Z,86.99,14.49
2026-03-03T14:54:00Z,86.24,14.13
2026-03-03T14:55:00Z,84.40,16.34
2026-03-03T14:56:00Z,88.01,13.90
2026-03-03T14:57:00Z,88.44,12.50
2026-03-03T14:58:00Z,87.90,12.87
2026-03-03T14:59:00Z,91.60,10.16
2026-03-03T15:00:00Z,89.44,13.60
2026-03-03T15:01:00Z,85.97,15.60
2026-03-03T15:02:00Z,86.71,14.42
2026-03-03T15:03:00Z,85.78,15.14
2026-03-03T15:04:00Z,87.97,12.17
2026-03-03T15:05:00Z,88.00,13.04
2026-03-03T15:06:00Z,88.43,14.24
2026-03-03T15:07:00Z,89.93,13.30
2026-03-03T15:08:00Z,84.18,15.11
2026-03-03T15:09:00Z,84.46,16.56
2026-03-03T15:10:00Z,91.70,9.33
2026-03-03T15:11:00Z,95.20,5.55
2026-03-03T15:12:00Z,98.20,1.91
2026-03-03T15:13:00Z,98.79,1.43
2026-03-03T15:14:00Z,98.98,1.00
2026-03-03T15:15:00Z,99.00,1.00
2026-03-03T15:16:00Z,99.00,1.00
2026-03-03T15:17:00Z,99.00,1.00
