# event_ticker=KXATPCHALLENGERMATCH-26MAY20MARRIB
# final_score=5-7 6-3 6-4
# match_winner=Juan Cruz Martin Manzano
# fav_player=Juan Cruz Martin Manzano
# dog_player=Michele Ribecai
# kalshi_date=2026-05-20
timestamp,Juan Cruz Martin Manzano,Michele Ribecai
2026-05-20T08:51:00Z,43.00,46.07
2026-05-20T08:53:00Z,56.00,51.53
2026-05-20T08:54:00Z,56.00,55.00
2026-05-20T08:55:00Z,56.00,57.67
2026-05-20T08:56:00Z,56.00,59.27
2026-05-20T08:57:00Z,37.00,62.97
2026-05-20T08:58:00Z,37.00,62.72
2026-05-20T08:59:00Z,40.00,57.00
2026-05-20T09:00:00Z,40.00,60.00
2026-05-20T09:02:00Z,39.02,58.00
2026-05-20T09:03:00Z,44.00,58.00
2026-05-20T09:04:00Z,44.00,58.00
2026-05-20T09:10:00Z,44.00,62.59
2026-05-20T09:11:00Z,39.96,59.00
2026-05-20T09:12:00Z,47.73,59.00
2026-05-20T09:15:00Z,42.00,56.00
2026-05-20T09:16:00Z,42.00,59.29
2026-05-20T09:17:00Z,41.00,59.29
2026-05-20T09:18:00Z,41.00,65.55
2026-05-20T09:19:00Z,34.91,63.43
2026-05-20T09:20:00Z,31.00,66.33
2026-05-20T09:21:00Z,33.00,66.33
2026-05-20T09:22:00Z,32.01,68.57
2026-05-20T09:23:00Z,32.34,71.89
2026-05-20T09:24:00Z,21.21,71.89
2026-05-20T09:26:00Z,23.00,78.00
2026-05-20T09:28:00Z,23.00,82.00
2026-05-20T09:29:00Z,16.87,84.00
2026-05-20T09:34:00Z,16.00,84.00
2026-05-20T09:35:00Z,16.00,84.00
2026-05-20T09:36:00Z,14.92,86.44
2026-05-20T09:37:00Z,14.92,88.00
2026-05-20T09:38:00Z,12.00,88.00
2026-05-20T09:39:00Z,16.01,84.01
2026-05-20T09:40:00Z,16.67,84.01
2026-05-20T09:41:00Z,19.70,84.01
2026-05-20T09:42:00Z,20.08,82.00
2026-05-20T09:43:00Z,25.29,79.00
2026-05-20T09:44:00Z,29.73,70.00
2026-05-20T09:45:00Z,31.32,70.00
2026-05-20T09:46:00Z,34.31,70.00
2026-05-20T09:47:00Z,34.54,70.00
2026-05-20T09:48:00Z,35.05,70.00
2026-05-20T09:49:00Z,38.52,64.00
2026-05-20T09:50:00Z,41.99,59.90
2026-05-20T09:52:00Z,44.55,60.27
2026-05-20T09:53:00Z,44.55,63.00
2026-05-20T09:55:00Z,44.55,68.00
2026-05-20T09:56:00Z,33.03,66.00
2026-05-20T09:57:00Z,32.63,69.13
2026-05-20T09:58:00Z,29.00,69.13
2026-05-20T09:59:00Z,21.00,69.13
2026-05-20T10:01:00Z,21.00,81.00
2026-05-20T10:03:00Z,31.00,81.00
2026-05-20T10:04:00Z,31.00,70.50
2026-05-20T10:05:00Z,36.93,66.00
2026-05-20T10:07:00Z,36.93,66.00
2026-05-20T10:08:00Z,28.00,69.00
2026-05-20T10:09:00Z,28.00,65.00
2026-05-20T10:11:00Z,28.00,60.00
2026-05-20T10:12:00Z,40.00,57.33
2026-05-20T10:15:00Z,39.04,57.33
2026-05-20T10:16:00Z,39.04,62.33
2026-05-20T10:17:00Z,38.00,62.33
2026-05-20T10:18:00Z,37.93,65.00
2026-05-20T10:19:00Z,37.93,61.00
2026-05-20T10:20:00Z,35.73,58.40
2026-05-20T10:21:00Z,46.68,60.37
2026-05-20T10:22:00Z,47.00,60.37
2026-05-20T10:24:00Z,45.67,60.37
2026-05-20T10:26:00Z,45.67,63.15
2026-05-20T10:27:00Z,45.67,61.98
2026-05-20T10:28:00Z,44.00,57.91
2026-05-20T10:29:00Z,42.19,57.89
2026-05-20T10:30:00Z,45.17,57.92
2026-05-20T10:31:00Z,45.12,57.00
2026-05-20T10:32:00Z,44.59,57.12
2026-05-20T10:33:00Z,45.62,56.49
2026-05-20T10:34:00Z,50.35,51.86
2026-05-20T10:36:00Z,67.60,40.06
2026-05-20T10:37:00Z,72.03,29.78
2026-05-20T10:38:00Z,75.58,26.00
2026-05-20T10:39:00Z,76.42,25.76
2026-05-20T10:40:00Z,83.93,14.57
2026-05-20T10:41:00Z,84.00,18.62
2026-05-20T10:42:00Z,86.69,14.93
2026-05-20T10:43:00Z,91.06,9.65
2026-05-20T10:44:00Z,90.53,11.18
2026-05-20T10:45:00Z,89.00,14.31
2026-05-20T10:46:00Z,85.64,15.19
2026-05-20T10:47:00Z,76.12,18.94
2026-05-20T10:48:00Z,77.37,23.81
2026-05-20T10:49:00Z,69.60,25.30
2026-05-20T10:50:00Z,69.60,31.63
2026-05-20T10:51:00Z,68.99,32.77
2026-05-20T10:52:00Z,61.57,41.24
2026-05-20T10:53:00Z,53.93,50.22
2026-05-20T10:54:00Z,63.00,50.22
2026-05-20T10:55:00Z,70.86,44.97
2026-05-20T10:56:00Z,77.65,33.28
2026-05-20T10:57:00Z,80.18,22.36
2026-05-20T10:58:00Z,75.82,27.70
2026-05-20T10:59:00Z,73.01,27.98
2026-05-20T11:00:00Z,73.00,28.57
2026-05-20T11:01:00Z,80.23,20.43
2026-05-20T11:02:00Z,87.04,19.60
2026-05-20T11:03:00Z,86.19,14.38
2026-05-20T11:04:00Z,89.13,13.37
2026-05-20T11:05:00Z,91.95,10.97
2026-05-20T11:06:00Z,95.15,3.94
2026-05-20T11:07:00Z,97.57,1.71
2026-05-20T11:08:00Z,94.34,7.94
2026-05-20T11:09:00Z,87.30,11.77
2026-05-20T11:10:00Z,87.27,13.14
2026-05-20T11:11:00Z,83.75,22.27
2026-05-20T11:12:00Z,77.98,24.22
2026-05-20T11:13:00Z,79.14,35.93
2026-05-20T11:14:00Z,83.98,41.74
2026-05-20T11:15:00Z,47.67,40.37
2026-05-20T11:16:00Z,61.94,41.88
2026-05-20T11:17:00Z,73.10,31.68
2026-05-20T11:18:00Z,91.49,15.02
2026-05-20T11:19:00Z,98.38,2.32
2026-05-20T11:20:00Z,99.00,2.32
2026-05-20T11:21:00Z,99.00,2.32
