# event_ticker=KXATPCHALLENGERMATCH-26FEB11GENWIL
# final_score=2-6 6-0 7-6(1)
# score_resolution=2-6 6-0 7-6
# match_winner=Tom Gentzsch
# fav_player=Tom Gentzsch
# dog_player=Benjamin Willwerth
# kalshi_date=2026-02-11
timestamp,Tom Gentzsch,Benjamin Willwerth
2026-02-11T11:45:00Z,73.86,25.33
2026-02-11T11:46:00Z,74.61,26.94
2026-02-11T11:47:00Z,67.00,33.75
2026-02-11T11:48:00Z,67.99,34.10
2026-02-11T11:49:00Z,68.00,33.79
2026-02-11T11:50:00Z,68.83,33.79
2026-02-11T11:51:00Z,69.65,28.76
2026-02-11T11:52:00Z,69.03,30.58
2026-02-11T11:53:00Z,66.28,34.75
2026-02-11T11:54:00Z,66.04,35.89
2026-02-11T11:55:00Z,63.10,38.00
2026-02-11T11:56:00Z,58.73,44.42
2026-02-11T11:57:00Z,52.49,53.31
2026-02-11T11:58:00Z,36.49,62.96
2026-02-11T11:59:00Z,43.76,54.33
2026-02-11T12:00:00Z,29.94,72.77
2026-02-11T12:01:00Z,32.67,66.65
2026-02-11T12:02:00Z,41.85,59.96
2026-02-11T12:03:00Z,30.78,74.61
2026-02-11T12:04:00Z,13.78,87.13
2026-02-11T12:05:00Z,12.94,87.21
2026-02-11T12:06:00Z,14.66,84.96
2026-02-11T12:07:00Z,17.11,83.60
2026-02-11T12:08:00Z,22.82,75.89
2026-02-11T12:09:00Z,32.73,67.57
2026-02-11T12:10:00Z,42.69,54.75
2026-02-11T12:11:00Z,55.47,44.44
2026-02-11T12:12:00Z,56.03,48.64
2026-02-11T12:13:00Z,57.79,44.02
2026-02-11T12:14:00Z,58.61,45.31
2026-02-11T12:15:00Z,54.44,43.71
2026-02-11T12:16:00Z,65.26,33.22
2026-02-11T12:17:00Z,62.10,35.14
2026-02-11T12:18:00Z,52.29,47.89
2026-02-11T12:19:00Z,51.26,48.73
2026-02-11T12:20:00Z,51.20,49.79
2026-02-11T12:21:00Z,51.74,51.36
2026-02-11T12:22:00Z,54.58,44.64
2026-02-11T12:23:00Z,50.48,53.25
2026-02-11T12:24:00Z,55.89,47.45
2026-02-11T12:25:00Z,33.98,71.62
2026-02-11T12:26:00Z,47.75,55.19
2026-02-11T12:27:00Z,62.66,36.06
2026-02-11T12:28:00Z,75.61,26.06
2026-02-11T12:29:00Z,79.13,22.05
2026-02-11T12:30:00Z,80.31,24.22
2026-02-11T12:31:00Z,89.56,10.20
2026-02-11T12:32:00Z,95.48,5.20
2026-02-11T12:33:00Z,98.62,2.92
2026-02-11T12:34:00Z,98.62,1.41
2026-02-11T12:35:00Z,99.00,1.00
2026-02-11T12:36:00Z,99.00,1.00
2026-02-11T12:37:00Z,99.00,1.00
