# event_ticker=KXATPMATCH-25OCT22DZUMOU
# final_score=6-3 6-0
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Damir Dzumhur
# kalshi_date=2025-10-22
timestamp,Corentin Moutet,Damir Dzumhur
2025-10-22T13:38:00Z,83.36,17.72
2025-10-22T13:39:00Z,83.70,18.20
2025-10-22T13:40:00Z,86.78,15.90
2025-10-22T13:41:00Z,89.56,13.74
2025-10-22T13:42:00Z,88.41,11.94
2025-10-22T13:43:00Z,87.97,13.04
2025-10-22T13:44:00Z,87.39,14.82
2025-10-22T13:45:00Z,86.01,14.05
2025-10-22T13:46:00Z,74.37,16.13
2025-10-22T13:47:00Z,87.56,14.99
2025-10-22T13:48:00Z,88.77,17.13
2025-10-22T13:49:00Z,87.38,14.37
2025-10-22T13:50:00Z,83.64,13.74
2025-10-22T13:51:00Z,83.64,15.99
2025-10-22T13:52:00Z,86.00,17.46
2025-10-22T13:53:00Z,81.13,19.55
2025-10-22T13:54:00Z,81.01,17.80
2025-10-22T13:55:00Z,87.24,12.85
2025-10-22T13:56:00Z,92.89,9.61
2025-10-22T13:57:00Z,95.31,6.03
2025-10-22T13:58:00Z,89.29,10.01
2025-10-22T13:59:00Z,88.53,10.73
2025-10-22T14:00:00Z,93.37,9.07
2025-10-22T14:01:00Z,94.56,5.87
2025-10-22T14:02:00Z,96.54,3.28
2025-10-22T14:03:00Z,97.74,3.15
2025-10-22T14:04:00Z,96.26,3.12
2025-10-22T14:05:00Z,98.86,1.72
2025-10-22T14:06:00Z,98.96,1.07
2025-10-22T14:07:00Z,99.00,1.00
2025-10-22T14:08:00Z,99.00,1.00
2025-10-22T14:09:00Z,99.00,1.00
2025-10-22T14:10:00Z,99.00,1.00
2025-10-22T14:11:00Z,99.00,1.00
2025-10-22T14:12:00Z,99.00,1.00
2025-10-22T14:13:00Z,99.00,1.00
2025-10-22T14:15:00Z,99.00,1.00
