# event_ticker=KXATPMATCH-25JUL20MPEVUK
# final_score=6-4 3-6 6-3
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-07-20
timestamp,Aleksandar Vukic,Giovanni Mpetshi Perricard
2025-07-21T23:34:00Z,63.02,36.40
2025-07-21T23:35:00Z,69.00,33.61
2025-07-21T23:36:00Z,69.00,33.00
2025-07-21T23:37:00Z,69.00,36.61
2025-07-21T23:38:00Z,70.00,30.33
2025-07-21T23:39:00Z,70.00,32.07
2025-07-21T23:40:00Z,70.00,32.00
2025-07-21T23:41:00Z,69.80,32.16
2025-07-21T23:42:00Z,69.80,25.23
2025-07-21T23:43:00Z,71.43,32.59
2025-07-21T23:44:00Z,72.55,28.03
2025-07-21T23:45:00Z,72.55,28.59
2025-07-21T23:46:00Z,71.86,29.00
2025-07-21T23:47:00Z,69.00,37.00
2025-07-21T23:48:00Z,69.00,48.01
2025-07-21T23:49:00Z,52.97,45.11
2025-07-21T23:50:00Z,50.56,51.74
2025-07-21T23:51:00Z,50.18,52.00
2025-07-21T23:52:00Z,47.14,52.00
2025-07-21T23:53:00Z,50.00,53.02
2025-07-21T23:54:00Z,50.00,52.03
2025-07-21T23:55:00Z,48.00,54.55
2025-07-21T23:56:00Z,48.00,53.79
2025-07-21T23:57:00Z,53.32,59.73
2025-07-21T23:58:00Z,61.04,52.87
2025-07-21T23:59:00Z,64.91,47.44
2025-07-22T00:00:00Z,48.51,55.87
2025-07-22T00:01:00Z,47.46,57.08
2025-07-22T00:02:00Z,49.47,55.47
2025-07-22T00:03:00Z,53.12,53.66
2025-07-22T00:04:00Z,52.26,55.81
2025-07-22T00:05:00Z,55.00,49.31
2025-07-22T00:06:00Z,57.14,48.41
2025-07-22T00:07:00Z,57.14,58.17
2025-07-22T00:08:00Z,57.14,54.71
2025-07-22T00:09:00Z,49.00,58.76
2025-07-22T00:10:00Z,46.00,56.91
2025-07-22T00:11:00Z,47.00,56.91
2025-07-22T00:12:00Z,47.00,56.70
2025-07-22T00:13:00Z,51.00,53.02
2025-07-22T00:14:00Z,51.65,54.00
2025-07-22T00:15:00Z,48.66,55.00
2025-07-22T00:16:00Z,46.00,54.00
2025-07-22T00:17:00Z,36.66,63.78
2025-07-22T00:18:00Z,40.00,55.54
2025-07-22T00:19:00Z,50.43,55.36
2025-07-22T00:20:00Z,55.77,51.00
2025-07-22T00:21:00Z,60.27,46.51
2025-07-22T00:22:00Z,70.40,36.06
2025-07-22T00:23:00Z,87.18,27.65
2025-07-22T00:24:00Z,71.54,29.19
2025-07-22T00:25:00Z,65.80,30.59
2025-07-22T00:26:00Z,73.17,21.53
2025-07-22T00:27:00Z,84.00,26.87
2025-07-22T00:28:00Z,87.34,13.21
2025-07-22T00:29:00Z,89.26,15.08
2025-07-22T00:30:00Z,87.00,18.87
2025-07-22T00:31:00Z,87.00,16.10
2025-07-22T00:32:00Z,88.57,15.70
2025-07-22T00:33:00Z,88.72,10.61
2025-07-22T00:34:00Z,75.71,4.93
2025-07-22T00:35:00Z,92.10,6.10
2025-07-22T00:36:00Z,91.72,4.94
2025-07-22T00:37:00Z,90.83,9.81
2025-07-22T00:38:00Z,95.95,8.73
2025-07-22T00:39:00Z,97.14,5.67
2025-07-22T00:40:00Z,96.60,6.00
2025-07-22T00:41:00Z,96.00,6.00
2025-07-22T00:42:00Z,95.13,4.03
2025-07-22T00:43:00Z,94.38,6.64
2025-07-22T00:44:00Z,95.25,4.32
2025-07-22T00:45:00Z,87.61,12.78
2025-07-22T00:46:00Z,92.40,5.95
2025-07-22T00:47:00Z,98.87,5.95
2025-07-22T00:48:00Z,99.00,1.00
2025-07-22T00:49:00Z,99.00,1.00
2025-07-22T00:51:00Z,99.00,1.00
2025-07-22T00:52:00Z,99.00,1.00
2025-07-22T00:54:00Z,99.00,1.00
2025-07-22T00:56:00Z,99.00,1.00
