# event_ticker=KXATPCHALLENGERMATCH-26APR21SHIPAR
# final_score=7-6(4) 6-1
# score_resolution=7-6 6-1
# match_winner=Sho Shimabukuro
# fav_player=Sho Shimabukuro
# dog_player=Uisung Park
# kalshi_date=2026-04-21
timestamp,Sho Shimabukuro,Uisung Park
2026-04-21T05:31:00Z,85.18,16.07
2026-04-21T05:32:00Z,87.00,14.38
2026-04-21T05:33:00Z,87.00,14.00
2026-04-21T05:34:00Z,87.00,13.30
2026-04-21T05:35:00Z,88.00,12.68
2026-04-21T05:36:00Z,87.23,13.34
2026-04-21T05:37:00Z,89.23,10.77
2026-04-21T05:38:00Z,90.18,10.86
2026-04-21T05:39:00Z,88.46,12.29
2026-04-21T05:40:00Z,86.00,14.80
2026-04-21T05:41:00Z,86.00,15.00
2026-04-21T05:42:00Z,85.00,15.78
2026-04-21T05:43:00Z,86.01,14.71
2026-04-21T05:44:00Z,86.13,14.14
2026-04-21T05:45:00Z,83.43,17.11
2026-04-21T05:46:00Z,82.00,18.64
2026-04-21T05:47:00Z,81.89,18.96
2026-04-21T05:48:00Z,79.49,23.29
2026-04-21T05:49:00Z,72.75,31.07
2026-04-21T05:50:00Z,65.00,38.71
2026-04-21T05:51:00Z,64.02,38.47
2026-04-21T05:52:00Z,68.58,35.48
2026-04-21T05:53:00Z,69.33,31.65
2026-04-21T05:54:00Z,64.52,34.14
2026-04-21T05:55:00Z,66.43,36.19
2026-04-21T05:56:00Z,65.16,38.23
2026-04-21T05:57:00Z,67.27,35.19
2026-04-21T05:58:00Z,77.50,24.44
2026-04-21T05:59:00Z,78.93,22.51
2026-04-21T06:00:00Z,80.72,18.72
2026-04-21T06:01:00Z,81.56,18.40
2026-04-21T06:02:00Z,81.08,19.16
2026-04-21T06:03:00Z,86.64,16.27
2026-04-21T06:04:00Z,89.80,10.38
2026-04-21T06:05:00Z,85.46,14.90
2026-04-21T06:06:00Z,81.16,19.49
2026-04-21T06:07:00Z,78.59,22.54
2026-04-21T06:08:00Z,79.82,21.30
2026-04-21T06:09:00Z,82.87,18.02
2026-04-21T06:10:00Z,82.45,18.70
2026-04-21T06:11:00Z,85.83,15.99
2026-04-21T06:12:00Z,79.02,21.37
2026-04-21T06:13:00Z,79.00,22.00
2026-04-21T06:14:00Z,80.55,18.80
2026-04-21T06:15:00Z,78.33,21.70
2026-04-21T06:16:00Z,79.67,21.36
2026-04-21T06:17:00Z,80.95,21.25
2026-04-21T06:18:00Z,83.05,16.52
2026-04-21T06:19:00Z,86.41,13.49
2026-04-21T06:20:00Z,91.15,9.33
2026-04-21T06:21:00Z,89.14,9.61
2026-04-21T06:22:00Z,91.42,8.05
2026-04-21T06:23:00Z,92.38,7.91
2026-04-21T06:24:00Z,92.27,7.97
2026-04-21T06:25:00Z,93.35,6.68
2026-04-21T06:26:00Z,93.02,6.24
2026-04-21T06:27:00Z,94.34,6.70
2026-04-21T06:28:00Z,95.99,4.41
2026-04-21T06:29:00Z,96.00,4.50
2026-04-21T06:30:00Z,96.09,4.29
2026-04-21T06:31:00Z,98.00,2.47
2026-04-21T06:32:00Z,98.05,1.38
2026-04-21T06:33:00Z,97.85,3.32
2026-04-21T06:34:00Z,95.84,4.23
2026-04-21T06:35:00Z,98.22,2.06
2026-04-21T06:36:00Z,98.06,1.53
2026-04-21T06:37:00Z,98.33,1.99
2026-04-21T06:38:00Z,99.00,1.34
2026-04-21T06:39:00Z,99.00,1.06
2026-04-21T06:40:00Z,99.00,1.00
2026-04-21T06:41:00Z,99.00,1.00
2026-04-21T06:42:00Z,99.00,1.00
2026-04-21T06:43:00Z,99.00,1.00
2026-04-21T06:44:00Z,99.00,1.00
2026-04-21T06:45:00Z,99.00,1.00
2026-04-21T06:46:00Z,99.00,1.00
2026-04-21T06:47:00Z,99.00,1.00
2026-04-21T06:48:00Z,99.00,1.00
2026-04-21T06:49:00Z,99.00,1.00
2026-04-21T06:51:00Z,99.00,1.00
2026-04-21T06:52:00Z,99.00,1.00
