# event_ticker=KXATPCHALLENGERMATCH-26MAR18BOSESC
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Pedro Boscardin Dias
# fav_player=Hernando Jose Escurra Isnardi
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-03-18
timestamp,Hernando Jose Escurra Isnardi,Pedro Boscardin Dias
2026-03-18T21:23:00Z,7.09,91.00
2026-03-18T21:24:00Z,9.45,91.00
2026-03-18T21:25:00Z,9.00,91.00
2026-03-18T21:26:00Z,9.00,91.00
2026-03-18T21:27:00Z,9.00,91.00
2026-03-18T21:28:00Z,9.39,91.00
2026-03-18T21:29:00Z,9.54,91.00
2026-03-18T21:30:00Z,9.00,91.00
2026-03-18T21:31:00Z,9.71,91.00
2026-03-18T21:32:00Z,9.00,90.67
2026-03-18T21:34:00Z,9.85,91.00
2026-03-18T21:35:00Z,9.22,91.00
2026-03-18T21:38:00Z,10.00,91.00
2026-03-18T21:39:00Z,9.00,92.00
2026-03-18T21:40:00Z,9.87,92.00
2026-03-18T21:41:00Z,10.00,92.00
2026-03-18T21:42:00Z,9.00,92.00
2026-03-18T21:45:00Z,10.36,92.00
2026-03-18T21:46:00Z,10.00,92.00
2026-03-18T21:47:00Z,9.00,92.62
2026-03-18T21:48:00Z,8.00,93.05
2026-03-18T21:49:00Z,9.67,93.00
2026-03-18T21:50:00Z,10.14,92.00
2026-03-18T21:51:00Z,12.68,89.42
2026-03-18T21:52:00Z,10.92,90.07
2026-03-18T21:53:00Z,12.00,90.07
2026-03-18T21:54:00Z,10.05,90.07
2026-03-18T21:55:00Z,8.87,91.12
2026-03-18T21:56:00Z,10.62,89.49
2026-03-18T21:57:00Z,12.20,88.00
2026-03-18T21:58:00Z,11.92,88.00
2026-03-18T21:59:00Z,12.00,88.00
2026-03-18T22:00:00Z,15.18,85.93
2026-03-18T22:01:00Z,14.09,86.68
2026-03-18T22:02:00Z,10.12,88.96
2026-03-18T22:03:00Z,11.83,88.96
2026-03-18T22:04:00Z,11.31,89.00
2026-03-18T22:05:00Z,13.87,86.15
2026-03-18T22:06:00Z,14.19,85.96
2026-03-18T22:07:00Z,18.64,84.83
2026-03-18T22:08:00Z,15.09,87.52
2026-03-18T22:09:00Z,15.24,85.02
2026-03-18T22:10:00Z,14.60,87.00
2026-03-18T22:11:00Z,15.61,85.36
2026-03-18T22:12:00Z,11.45,87.78
2026-03-18T22:13:00Z,11.05,87.74
2026-03-18T22:14:00Z,15.59,84.79
2026-03-18T22:15:00Z,19.58,82.05
2026-03-18T22:16:00Z,20.09,81.30
2026-03-18T22:17:00Z,16.39,83.69
2026-03-18T22:18:00Z,14.34,86.85
2026-03-18T22:19:00Z,15.72,84.58
2026-03-18T22:20:00Z,15.42,84.58
2026-03-18T22:21:00Z,18.82,82.07
2026-03-18T22:22:00Z,21.70,78.99
2026-03-18T22:23:00Z,20.06,81.81
2026-03-18T22:24:00Z,22.13,80.49
2026-03-18T22:25:00Z,20.15,81.48
2026-03-18T22:26:00Z,23.65,78.97
2026-03-18T22:27:00Z,21.48,79.63
2026-03-18T22:28:00Z,20.67,80.13
2026-03-18T22:29:00Z,25.72,75.80
2026-03-18T22:30:00Z,25.99,73.30
2026-03-18T22:31:00Z,24.75,77.17
2026-03-18T22:32:00Z,27.18,74.89
2026-03-18T22:33:00Z,23.69,78.49
2026-03-18T22:34:00Z,22.87,78.27
2026-03-18T22:35:00Z,20.95,79.64
2026-03-18T22:36:00Z,18.94,81.38
2026-03-18T22:37:00Z,15.10,84.89
2026-03-18T22:38:00Z,10.43,90.26
2026-03-18T22:39:00Z,8.84,91.93
2026-03-18T22:40:00Z,9.82,90.98
2026-03-18T22:41:00Z,9.35,91.89
2026-03-18T22:42:00Z,9.01,91.05
2026-03-18T22:43:00Z,10.03,90.45
2026-03-18T22:44:00Z,13.33,87.41
2026-03-18T22:45:00Z,9.45,90.19
2026-03-18T22:46:00Z,9.81,91.76
2026-03-18T22:47:00Z,8.99,91.99
2026-03-18T22:48:00Z,8.66,92.00
2026-03-18T22:49:00Z,8.12,92.36
2026-03-18T22:50:00Z,7.61,93.19
2026-03-18T22:51:00Z,6.04,93.41
2026-03-18T22:52:00Z,4.17,95.87
2026-03-18T22:53:00Z,4.42,96.24
2026-03-18T22:54:00Z,3.88,96.22
2026-03-18T22:55:00Z,3.78,96.98
2026-03-18T22:56:00Z,3.22,96.88
2026-03-18T22:57:00Z,3.99,96.87
2026-03-18T22:58:00Z,4.44,96.06
2026-03-18T22:59:00Z,4.99,94.54
2026-03-18T23:00:00Z,5.34,94.97
2026-03-18T23:01:00Z,3.79,95.84
2026-03-18T23:02:00Z,3.70,97.00
2026-03-18T23:03:00Z,4.66,96.48
2026-03-18T23:04:00Z,3.56,96.98
2026-03-18T23:05:00Z,2.58,97.87
2026-03-18T23:06:00Z,1.16,99.00
2026-03-18T23:07:00Z,1.74,99.00
2026-03-18T23:08:00Z,1.04,98.25
2026-03-18T23:09:00Z,1.83,98.00
2026-03-18T23:10:00Z,1.02,99.00
2026-03-18T23:11:00Z,1.00,99.00
2026-03-18T23:12:00Z,1.30,99.00
2026-03-18T23:13:00Z,1.01,99.00
2026-03-18T23:14:00Z,1.00,99.00
2026-03-18T23:15:00Z,1.00,99.00
2026-03-18T23:16:00Z,1.00,99.00
2026-03-18T23:17:00Z,1.00,99.00
2026-03-18T23:18:00Z,1.27,98.91
2026-03-18T23:19:00Z,1.43,99.00
2026-03-18T23:20:00Z,1.00,99.00
2026-03-18T23:21:00Z,1.00,99.00
2026-03-18T23:22:00Z,1.00,99.00
2026-03-18T23:23:00Z,1.00,99.00
2026-03-18T23:26:00Z,1.00,99.00
