# event_ticker=KXATPCHALLENGERMATCH-26APR20KOPZHA
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sandro Kopp
# fav_player=Damir Zhalgasbay
# dog_player=Sandro Kopp
# kalshi_date=2026-04-20
timestamp,Sandro Kopp,Damir Zhalgasbay
2026-04-20T09:58:00Z,87.00,15.58
2026-04-20T09:59:00Z,83.00,19.67
2026-04-20T10:00:00Z,88.86,9.25
2026-04-20T10:01:00Z,93.00,8.91
2026-04-20T10:02:00Z,93.00,8.76
2026-04-20T10:04:00Z,93.00,8.74
2026-04-20T10:05:00Z,86.82,11.98
2026-04-20T10:06:00Z,92.12,11.40
2026-04-20T10:07:00Z,92.68,8.78
2026-04-20T10:08:00Z,93.00,8.00
2026-04-20T10:09:00Z,93.71,9.74
2026-04-20T10:10:00Z,93.02,10.63
2026-04-20T10:11:00Z,90.00,8.85
2026-04-20T10:12:00Z,92.00,8.05
2026-04-20T10:13:00Z,91.00,8.05
2026-04-20T10:15:00Z,91.00,11.95
2026-04-20T10:16:00Z,91.86,6.59
2026-04-20T10:17:00Z,93.78,8.44
2026-04-20T10:18:00Z,94.52,6.04
2026-04-20T10:19:00Z,95.45,3.78
2026-04-20T10:20:00Z,96.93,4.00
2026-04-20T10:21:00Z,98.00,2.31
2026-04-20T10:22:00Z,98.00,2.17
2026-04-20T10:23:00Z,98.00,2.11
2026-04-20T10:24:00Z,98.00,3.00
2026-04-20T10:25:00Z,98.00,2.06
2026-04-20T10:26:00Z,98.00,2.51
2026-04-20T10:27:00Z,99.00,2.00
2026-04-20T10:28:00Z,99.00,1.25
2026-04-20T10:29:00Z,99.00,1.97
2026-04-20T10:30:00Z,99.00,2.89
2026-04-20T10:31:00Z,98.00,4.29
2026-04-20T10:32:00Z,98.00,2.26
2026-04-20T10:33:00Z,99.00,2.00
2026-04-20T10:34:00Z,99.00,2.00
2026-04-20T10:35:00Z,99.00,1.66
2026-04-20T10:36:00Z,99.00,1.50
2026-04-20T10:37:00Z,99.00,1.29
2026-04-20T10:38:00Z,99.00,1.29
2026-04-20T10:39:00Z,99.00,1.29
