# event_ticker=KXATPCHALLENGERMATCH-26MAY04MORBAS
# final_score=3-6 6-4 6-1
# match_winner=Nishesh Basavareddy
# fav_player=Nishesh Basavareddy
# dog_player=Alejandro Moro Canas
# kalshi_date=2026-05-04
timestamp,Alejandro Moro Canas,Nishesh Basavareddy
2026-05-04T11:31:00Z,37.00,62.00
2026-05-04T11:42:00Z,37.00,62.00
2026-05-04T12:02:00Z,37.00,62.00
2026-05-04T12:10:00Z,37.00,62.00
2026-05-04T12:13:00Z,37.00,62.00
2026-05-04T12:32:00Z,37.00,61.00
2026-05-04T12:40:00Z,37.00,61.00
2026-05-04T12:42:00Z,39.00,61.00
2026-05-04T12:46:00Z,39.00,62.00
2026-05-04T12:52:00Z,39.00,62.00
2026-05-04T12:57:00Z,39.00,62.00
2026-05-04T13:00:00Z,39.00,63.00
2026-05-04T13:06:00Z,39.00,63.92
2026-05-04T13:07:00Z,39.00,63.63
2026-05-04T13:08:00Z,40.00,63.63
2026-05-04T13:10:00Z,38.00,62.99
2026-05-04T13:11:00Z,38.00,63.23
2026-05-04T13:12:00Z,38.00,63.00
2026-05-04T13:13:00Z,38.00,63.00
2026-05-04T13:14:00Z,38.00,63.00
2026-05-04T13:15:00Z,40.79,63.00
2026-05-04T13:16:00Z,40.79,62.00
2026-05-04T13:17:00Z,37.99,65.35
2026-05-04T13:18:00Z,36.21,63.15
2026-05-04T13:19:00Z,47.11,57.05
2026-05-04T13:20:00Z,44.00,57.00
2026-05-04T13:21:00Z,44.00,57.00
2026-05-04T13:22:00Z,45.00,54.90
2026-05-04T13:23:00Z,45.00,58.42
2026-05-04T13:24:00Z,53.78,51.27
2026-05-04T13:25:00Z,53.78,47.87
2026-05-04T13:26:00Z,57.11,45.00
2026-05-04T13:27:00Z,54.00,50.05
2026-05-04T13:28:00Z,59.77,40.78
2026-05-04T13:29:00Z,63.00,39.00
2026-05-04T13:30:00Z,62.00,38.98
2026-05-04T13:31:00Z,65.00,34.26
2026-05-04T13:32:00Z,68.02,34.23
2026-05-04T13:33:00Z,69.81,28.75
2026-05-04T13:34:00Z,71.06,27.97
2026-05-04T13:35:00Z,78.76,27.46
2026-05-04T13:36:00Z,68.00,31.52
2026-05-04T13:37:00Z,67.55,32.28
2026-05-04T13:38:00Z,65.00,35.00
2026-05-04T13:39:00Z,65.00,35.53
2026-05-04T13:40:00Z,61.00,38.03
2026-05-04T13:41:00Z,61.00,39.55
2026-05-04T13:42:00Z,62.28,36.76
2026-05-04T13:43:00Z,64.58,34.00
2026-05-04T13:44:00Z,66.15,34.00
2026-05-04T13:45:00Z,67.00,33.00
2026-05-04T13:46:00Z,67.40,31.15
2026-05-04T13:47:00Z,70.00,31.20
2026-05-04T13:48:00Z,66.00,33.72
2026-05-04T13:49:00Z,65.00,36.50
2026-05-04T13:50:00Z,65.84,34.00
2026-05-04T13:51:00Z,63.56,39.21
2026-05-04T13:52:00Z,68.40,34.99
2026-05-04T13:53:00Z,69.29,30.92
2026-05-04T13:54:00Z,69.69,31.00
2026-05-04T13:55:00Z,70.00,31.00
2026-05-04T13:56:00Z,70.00,31.06
2026-05-04T13:57:00Z,70.00,33.34
2026-05-04T13:58:00Z,71.81,29.52
2026-05-04T13:59:00Z,76.62,25.73
2026-05-04T14:00:00Z,73.43,28.32
2026-05-04T14:01:00Z,74.16,31.55
2026-05-04T14:02:00Z,69.02,34.10
2026-05-04T14:03:00Z,63.69,35.32
2026-05-04T14:04:00Z,61.65,38.92
2026-05-04T14:05:00Z,55.98,46.61
2026-05-04T14:06:00Z,57.00,46.63
2026-05-04T14:07:00Z,51.21,49.72
2026-05-04T14:08:00Z,57.44,47.24
2026-05-04T14:09:00Z,55.60,47.19
2026-05-04T14:10:00Z,56.67,46.01
2026-05-04T14:11:00Z,60.94,46.15
2026-05-04T14:12:00Z,54.00,48.60
2026-05-04T14:13:00Z,50.00,51.43
2026-05-04T14:14:00Z,50.81,51.89
2026-05-04T14:15:00Z,50.07,50.97
2026-05-04T14:16:00Z,51.40,48.06
2026-05-04T14:17:00Z,53.03,48.69
2026-05-04T14:18:00Z,52.55,47.13
2026-05-04T14:19:00Z,52.00,49.05
2026-05-04T14:20:00Z,56.75,47.13
2026-05-04T14:21:00Z,59.95,46.69
2026-05-04T14:22:00Z,67.10,35.67
2026-05-04T14:23:00Z,69.00,33.00
2026-05-04T14:24:00Z,68.97,32.91
2026-05-04T14:25:00Z,72.06,28.45
2026-05-04T14:26:00Z,74.79,26.00
2026-05-04T14:27:00Z,78.70,22.95
2026-05-04T14:28:00Z,76.34,27.11
2026-05-04T14:29:00Z,72.00,28.63
2026-05-04T14:30:00Z,70.00,31.38
2026-05-04T14:31:00Z,70.00,32.00
2026-05-04T14:32:00Z,71.47,30.05
2026-05-04T14:33:00Z,69.97,30.03
2026-05-04T14:34:00Z,71.20,27.47
2026-05-04T14:35:00Z,72.24,27.96
2026-05-04T14:36:00Z,74.96,28.72
2026-05-04T14:37:00Z,68.43,32.47
2026-05-04T14:38:00Z,68.96,31.85
2026-05-04T14:39:00Z,67.82,33.20
2026-05-04T14:40:00Z,67.13,34.72
2026-05-04T14:41:00Z,69.50,32.24
2026-05-04T14:42:00Z,70.86,30.69
2026-05-04T14:43:00Z,68.69,31.85
2026-05-04T14:44:00Z,66.08,35.83
2026-05-04T14:45:00Z,57.74,44.19
2026-05-04T14:46:00Z,63.98,39.09
2026-05-04T14:47:00Z,50.58,47.28
2026-05-04T14:48:00Z,42.38,57.32
2026-05-04T14:49:00Z,42.94,58.46
2026-05-04T14:50:00Z,43.22,59.44
2026-05-04T14:51:00Z,42.00,59.63
2026-05-04T14:52:00Z,43.50,57.56
2026-05-04T14:53:00Z,43.44,58.62
2026-05-04T14:54:00Z,37.95,62.02
2026-05-04T14:55:00Z,36.00,64.90
2026-05-04T14:56:00Z,36.20,63.87
2026-05-04T14:57:00Z,34.35,68.61
2026-05-04T14:58:00Z,22.24,78.28
2026-05-04T14:59:00Z,24.22,81.86
2026-05-04T15:00:00Z,14.90,86.06
2026-05-04T15:01:00Z,11.83,87.71
2026-05-04T15:02:00Z,10.12,89.23
2026-05-04T15:03:00Z,10.18,89.23
2026-05-04T15:04:00Z,10.35,90.35
2026-05-04T15:05:00Z,8.45,92.91
2026-05-04T15:06:00Z,5.08,94.93
2026-05-04T15:07:00Z,1.70,97.40
2026-05-04T15:08:00Z,1.17,98.00
2026-05-04T15:09:00Z,2.85,97.63
2026-05-04T15:10:00Z,4.36,96.20
2026-05-04T15:11:00Z,2.04,97.07
2026-05-04T15:12:00Z,3.39,97.17
2026-05-04T15:13:00Z,1.24,98.65
2026-05-04T15:14:00Z,1.00,99.00
2026-05-04T15:15:00Z,1.00,99.00
2026-05-04T15:16:00Z,1.00,99.00
2026-05-04T15:17:00Z,1.00,99.00
2026-05-04T15:18:00Z,1.00,99.00
2026-05-04T15:19:00Z,1.00,99.00
2026-05-04T15:20:00Z,1.00,99.00
2026-05-04T15:21:00Z,2.50,97.94
2026-05-04T15:22:00Z,1.91,98.82
2026-05-04T15:23:00Z,2.00,99.00
2026-05-04T15:24:00Z,2.00,99.00
2026-05-04T15:25:00Z,2.00,99.00
2026-05-04T15:26:00Z,1.00,99.00
2026-05-04T15:27:00Z,1.00,99.00
2026-05-04T15:28:00Z,1.00,99.00
2026-05-04T15:29:00Z,1.00,99.00
2026-05-04T15:30:00Z,1.00,99.00
2026-05-04T15:31:00Z,1.00,99.00
2026-05-04T15:32:00Z,1.00,99.00
