# event_ticker=KXATPCHALLENGERMATCH-26APR06SHEPIR
# final_score=6-1 2-6 6-1
# score_resolution=1-6 6-2 1-6
# match_winner=Zsombor Piros
# fav_player=Abdullah Shelbayh
# dog_player=Zsombor Piros
# kalshi_date=2026-04-06
timestamp,Abdullah Shelbayh,Zsombor Piros
2026-04-07T11:56:00Z,24.16,77.90
2026-04-07T11:57:00Z,24.00,77.90
2026-04-07T11:58:00Z,23.46,76.02
2026-04-07T11:59:00Z,28.00,74.85
2026-04-07T12:00:00Z,28.00,73.00
2026-04-07T12:01:00Z,29.96,70.00
2026-04-07T12:02:00Z,29.00,74.64
2026-04-07T12:03:00Z,25.03,75.78
2026-04-07T12:04:00Z,22.54,75.78
2026-04-07T12:05:00Z,27.58,73.00
2026-04-07T12:06:00Z,31.00,70.18
2026-04-07T12:07:00Z,31.00,69.00
2026-04-07T12:09:00Z,34.14,69.12
2026-04-07T12:10:00Z,35.72,63.00
2026-04-07T12:11:00Z,37.01,63.01
2026-04-07T12:12:00Z,37.00,64.00
2026-04-07T12:13:00Z,37.00,64.55
2026-04-07T12:14:00Z,38.56,64.37
2026-04-07T12:15:00Z,39.00,63.27
2026-04-07T12:16:00Z,39.00,63.00
2026-04-07T12:17:00Z,38.60,63.29
2026-04-07T12:18:00Z,43.80,58.09
2026-04-07T12:19:00Z,41.07,62.47
2026-04-07T12:20:00Z,35.04,67.61
2026-04-07T12:21:00Z,33.41,67.69
2026-04-07T12:22:00Z,40.19,71.92
2026-04-07T12:23:00Z,22.88,78.10
2026-04-07T12:24:00Z,18.78,81.43
2026-04-07T12:25:00Z,14.75,84.30
2026-04-07T12:26:00Z,22.20,82.54
2026-04-07T12:27:00Z,26.70,72.89
2026-04-07T12:28:00Z,18.97,82.59
2026-04-07T12:29:00Z,14.51,86.94
2026-04-07T12:30:00Z,9.31,90.60
2026-04-07T12:31:00Z,10.15,92.75
2026-04-07T12:32:00Z,8.26,91.23
2026-04-07T12:33:00Z,4.69,95.93
2026-04-07T12:34:00Z,4.62,95.74
2026-04-07T12:35:00Z,4.99,95.81
2026-04-07T12:36:00Z,4.61,95.90
2026-04-07T12:37:00Z,5.00,95.01
2026-04-07T12:38:00Z,5.00,95.83
2026-04-07T12:39:00Z,4.96,95.99
2026-04-07T12:40:00Z,4.63,95.89
2026-04-07T12:41:00Z,4.95,95.08
2026-04-07T12:42:00Z,5.00,95.85
2026-04-07T12:43:00Z,1.69,98.86
2026-04-07T12:44:00Z,2.10,98.46
2026-04-07T12:45:00Z,2.00,98.07
2026-04-07T12:46:00Z,2.00,97.84
2026-04-07T12:47:00Z,2.00,97.53
2026-04-07T12:48:00Z,2.00,98.00
2026-04-07T12:49:00Z,1.03,98.87
2026-04-07T12:50:00Z,2.71,97.81
2026-04-07T12:51:00Z,3.73,97.57
2026-04-07T12:52:00Z,1.07,98.86
2026-04-07T12:54:00Z,1.07,99.00
2026-04-07T12:55:00Z,1.07,99.00
2026-04-07T12:56:00Z,1.07,99.00
2026-04-07T12:57:00Z,1.00,99.00
