# event_ticker=KXATPMATCH-26JAN03LEHMAC
# final_score=6-4 6-7(5) 6-2
# score_resolution=6-4 6-7 6-2
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Tomas Machac
# kalshi_date=2026-01-03
timestamp,Jiri Lehecka,Tomas Machac
2026-01-05T05:26:00Z,86.00,15.50
2026-01-05T05:27:00Z,84.41,20.54
2026-01-05T05:28:00Z,73.09,28.73
2026-01-05T05:29:00Z,73.49,28.71
2026-01-05T05:30:00Z,82.44,27.23
2026-01-05T05:31:00Z,81.12,21.47
2026-01-05T05:32:00Z,70.10,30.40
2026-01-05T05:33:00Z,66.72,36.71
2026-01-05T05:34:00Z,66.17,37.36
2026-01-05T05:35:00Z,63.35,41.23
2026-01-05T05:36:00Z,66.20,36.59
2026-01-05T05:37:00Z,66.81,31.51
2026-01-05T05:38:00Z,66.28,34.96
2026-01-05T05:39:00Z,71.55,30.18
2026-01-05T05:40:00Z,73.60,30.89
2026-01-05T05:41:00Z,72.73,31.61
2026-01-05T05:42:00Z,72.13,38.23
2026-01-05T05:43:00Z,62.81,43.31
2026-01-05T05:44:00Z,65.40,35.88
2026-01-05T05:45:00Z,77.46,29.98
2026-01-05T05:46:00Z,77.32,30.44
2026-01-05T05:47:00Z,90.22,12.20
2026-01-05T05:48:00Z,94.94,8.73
2026-01-05T05:49:00Z,92.49,9.23
2026-01-05T05:50:00Z,95.52,6.46
2026-01-05T05:51:00Z,94.73,7.18
2026-01-05T05:52:00Z,93.95,7.34
2026-01-05T05:53:00Z,94.74,5.36
2026-01-05T05:54:00Z,94.96,5.77
2026-01-05T05:55:00Z,93.08,11.94
2026-01-05T05:56:00Z,90.62,21.58
2026-01-05T05:57:00Z,90.01,9.79
2026-01-05T05:58:00Z,92.15,7.98
2026-01-05T05:59:00Z,93.81,6.51
2026-01-05T06:00:00Z,95.43,4.64
2026-01-05T06:01:00Z,94.04,9.00
2026-01-05T06:02:00Z,94.67,6.78
2026-01-05T06:03:00Z,93.91,7.34
2026-01-05T06:04:00Z,93.62,6.01
2026-01-05T06:05:00Z,93.44,10.57
2026-01-05T06:06:00Z,86.81,12.17
2026-01-05T06:07:00Z,93.79,8.75
2026-01-05T06:08:00Z,96.68,3.83
2026-01-05T06:09:00Z,97.16,3.66
2026-01-05T06:10:00Z,97.90,2.99
2026-01-05T06:11:00Z,97.60,3.23
2026-01-05T06:12:00Z,98.75,2.10
2026-01-05T06:13:00Z,98.05,1.56
2026-01-05T06:14:00Z,99.00,1.00
2026-01-05T06:15:00Z,99.00,1.00
2026-01-05T06:16:00Z,99.00,1.00
2026-01-05T06:17:00Z,99.00,1.00
2026-01-05T06:18:00Z,99.00,1.00
2026-01-05T06:19:00Z,99.00,1.00
2026-01-05T06:20:00Z,99.00,1.00
2026-01-05T06:21:00Z,99.00,1.00
2026-01-05T06:22:00Z,99.00,1.00
