# event_ticker=KXATPMATCH-26JAN15DAVVAC
# final_score=7-6(4) 6-2
# score_resolution=7-6 6-2
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Valentin Vacherot
# kalshi_date=2026-01-15
timestamp,Alejandro Davidovich Fokina,Valentin Vacherot
2026-01-15T06:34:00Z,64.00,38.00
2026-01-15T06:36:00Z,64.00,38.00
2026-01-15T06:39:00Z,63.00,38.00
2026-01-15T06:41:00Z,63.00,38.00
2026-01-15T06:43:00Z,63.00,38.00
2026-01-15T06:44:00Z,63.00,38.00
2026-01-15T06:48:00Z,64.00,38.00
2026-01-15T06:49:00Z,64.00,38.00
2026-01-15T06:51:00Z,64.00,38.00
2026-01-15T06:52:00Z,63.00,38.00
2026-01-15T06:57:00Z,63.00,38.00
2026-01-15T07:00:00Z,63.00,38.00
2026-01-15T07:06:00Z,63.00,38.00
2026-01-15T07:10:00Z,63.00,38.00
2026-01-15T07:11:00Z,63.00,38.00
2026-01-15T07:12:00Z,63.00,38.00
2026-01-15T07:14:00Z,63.00,38.00
2026-01-15T07:17:00Z,63.00,38.00
2026-01-15T07:21:00Z,63.00,38.00
2026-01-15T07:24:00Z,63.29,38.00
2026-01-15T07:26:00Z,64.00,38.00
2026-01-15T07:28:00Z,64.00,38.00
2026-01-15T07:29:00Z,62.00,38.00
2026-01-15T07:34:00Z,64.00,38.00
2026-01-15T07:35:00Z,64.00,38.00
2026-01-15T07:38:00Z,64.00,38.00
2026-01-15T07:40:00Z,64.00,38.00
2026-01-15T07:41:00Z,64.00,38.00
2026-01-15T07:43:00Z,64.00,38.00
2026-01-15T07:48:00Z,64.00,38.00
2026-01-15T07:50:00Z,64.00,38.00
2026-01-15T07:56:00Z,64.00,38.00
2026-01-15T07:57:00Z,64.00,38.00
2026-01-15T07:58:00Z,64.00,38.00
2026-01-15T10:01:00Z,61.88,44.00
2026-01-15T10:02:00Z,64.25,37.71
2026-01-15T10:03:00Z,61.67,41.53
2026-01-15T10:04:00Z,57.45,42.46
2026-01-15T10:05:00Z,58.00,43.23
2026-01-15T10:06:00Z,58.00,44.67
2026-01-15T10:07:00Z,58.46,42.47
2026-01-15T10:08:00Z,59.78,44.35
2026-01-15T10:09:00Z,62.58,38.44
2026-01-15T10:10:00Z,61.72,38.99
2026-01-15T10:11:00Z,59.73,43.11
2026-01-15T10:12:00Z,58.00,44.26
2026-01-15T10:13:00Z,58.00,45.43
2026-01-15T10:14:00Z,55.86,52.10
2026-01-15T10:15:00Z,59.87,42.49
2026-01-15T10:16:00Z,59.36,42.30
2026-01-15T10:17:00Z,58.16,43.59
2026-01-15T10:18:00Z,61.19,41.37
2026-01-15T10:19:00Z,64.82,37.16
2026-01-15T10:20:00Z,64.05,36.97
2026-01-15T10:21:00Z,63.47,42.60
2026-01-15T10:22:00Z,56.98,44.93
2026-01-15T10:23:00Z,56.00,44.28
2026-01-15T10:24:00Z,61.00,39.85
2026-01-15T10:25:00Z,61.36,40.00
2026-01-15T10:26:00Z,62.16,44.15
2026-01-15T10:27:00Z,61.43,40.00
2026-01-15T10:28:00Z,57.35,43.13
2026-01-15T10:29:00Z,56.04,44.87
2026-01-15T10:30:00Z,57.16,42.18
2026-01-15T10:31:00Z,55.47,44.67
2026-01-15T10:32:00Z,59.15,40.89
2026-01-15T10:33:00Z,56.02,41.80
2026-01-15T10:34:00Z,62.39,35.11
2026-01-15T10:35:00Z,62.09,42.28
2026-01-15T10:36:00Z,56.70,41.11
2026-01-15T10:37:00Z,61.42,42.43
2026-01-15T10:38:00Z,76.23,27.05
2026-01-15T10:39:00Z,76.73,25.59
2026-01-15T10:40:00Z,79.66,24.20
2026-01-15T10:41:00Z,84.95,17.90
2026-01-15T10:42:00Z,82.93,18.00
2026-01-15T10:43:00Z,82.00,17.84
2026-01-15T10:44:00Z,86.64,16.07
2026-01-15T10:45:00Z,82.92,19.06
2026-01-15T10:46:00Z,82.60,18.44
2026-01-15T10:47:00Z,83.08,17.36
2026-01-15T10:48:00Z,84.48,16.55
2026-01-15T10:49:00Z,82.47,19.28
2026-01-15T10:50:00Z,82.57,17.02
2026-01-15T10:51:00Z,86.61,15.96
2026-01-15T10:52:00Z,84.54,16.28
2026-01-15T10:53:00Z,88.00,13.68
2026-01-15T10:54:00Z,86.09,16.56
2026-01-15T10:55:00Z,83.96,16.12
2026-01-15T10:56:00Z,92.47,8.23
2026-01-15T10:57:00Z,94.93,5.37
2026-01-15T10:58:00Z,97.12,3.42
2026-01-15T10:59:00Z,97.00,3.61
2026-01-15T11:00:00Z,96.84,3.63
2026-01-15T11:01:00Z,98.00,2.16
2026-01-15T11:02:00Z,98.85,1.31
2026-01-15T11:03:00Z,99.00,1.24
2026-01-15T11:04:00Z,98.94,1.41
2026-01-15T11:05:00Z,98.91,1.23
2026-01-15T11:06:00Z,98.82,3.00
2026-01-15T11:07:00Z,96.96,4.00
2026-01-15T11:08:00Z,97.10,3.62
2026-01-15T11:09:00Z,95.96,3.95
2026-01-15T11:10:00Z,96.00,4.58
2026-01-15T11:11:00Z,95.40,3.90
2026-01-15T11:12:00Z,97.79,2.19
2026-01-15T11:13:00Z,98.15,1.25
2026-01-15T11:14:00Z,98.33,2.00
2026-01-15T11:15:00Z,98.84,1.38
2026-01-15T11:16:00Z,99.00,1.51
2026-01-15T11:17:00Z,99.00,1.00
2026-01-15T11:18:00Z,99.00,1.00
2026-01-15T11:19:00Z,99.00,1.00
2026-01-15T11:21:00Z,99.00,1.00
2026-01-15T11:22:00Z,99.00,1.00
2026-01-15T11:24:00Z,99.00,1.00
2026-01-15T11:25:00Z,99.00,1.00
2026-01-15T11:26:00Z,99.00,1.00
