# event_ticker=KXATPCHALLENGERMATCH-26MAY01KOLFAT
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Zdenek Kolar
# fav_player=Nerman Fatic
# dog_player=Zdenek Kolar
# kalshi_date=2026-05-01
timestamp,Zdenek Kolar,Nerman Fatic
2026-05-01T12:12:00Z,70.20,29.86
2026-05-01T12:13:00Z,75.59,29.86
2026-05-01T12:14:00Z,75.59,23.00
2026-05-01T12:15:00Z,78.00,23.00
2026-05-01T12:16:00Z,79.98,21.15
2026-05-01T12:17:00Z,81.73,20.00
2026-05-01T12:18:00Z,82.08,18.22
2026-05-01T12:19:00Z,82.35,18.00
2026-05-01T12:20:00Z,82.01,18.00
2026-05-01T12:21:00Z,82.83,18.10
2026-05-01T12:22:00Z,81.94,22.12
2026-05-01T12:23:00Z,83.00,17.07
2026-05-01T12:24:00Z,82.58,17.52
2026-05-01T12:25:00Z,82.00,16.81
2026-05-01T12:26:00Z,78.86,20.11
2026-05-01T12:27:00Z,82.05,17.91
2026-05-01T12:28:00Z,83.64,16.71
2026-05-01T12:29:00Z,85.00,16.00
2026-05-01T12:30:00Z,86.80,15.00
2026-05-01T12:31:00Z,88.78,11.69
2026-05-01T12:32:00Z,88.18,11.98
2026-05-01T12:33:00Z,91.19,7.00
2026-05-01T12:34:00Z,94.40,6.97
2026-05-01T12:35:00Z,94.54,5.99
2026-05-01T12:36:00Z,92.00,8.10
2026-05-01T12:37:00Z,93.00,7.97
2026-05-01T12:38:00Z,95.98,4.94
2026-05-01T12:39:00Z,95.96,4.02
2026-05-01T12:40:00Z,94.40,5.75
2026-05-01T12:41:00Z,94.00,6.05
2026-05-01T12:42:00Z,94.49,6.00
2026-05-01T12:43:00Z,95.00,6.00
2026-05-01T12:44:00Z,96.65,4.00
2026-05-01T12:45:00Z,96.99,3.00
2026-05-01T12:46:00Z,97.00,3.00
2026-05-01T12:47:00Z,98.81,1.01
2026-05-01T12:48:00Z,99.00,1.01
2026-05-01T12:49:00Z,99.00,1.00
2026-05-01T12:50:00Z,99.00,1.00
2026-05-01T12:51:00Z,99.00,1.00
2026-05-01T12:52:00Z,98.50,2.00
2026-05-01T12:53:00Z,98.06,2.00
2026-05-01T12:54:00Z,97.80,2.02
2026-05-01T12:55:00Z,97.09,2.81
2026-05-01T12:56:00Z,97.02,3.37
2026-05-01T12:57:00Z,98.01,2.13
2026-05-01T12:58:00Z,99.00,1.00
2026-05-01T12:59:00Z,99.00,1.00
2026-05-01T13:00:00Z,99.00,1.00
2026-05-01T13:02:00Z,99.00,1.00
