# event_ticker=KXATPCHALLENGERMATCH-26FEB27HERDRO
# final_score=4-6 6-2 6-2
# score_resolution=6-4 2-6 2-6
# match_winner=Pierre-Hugues Herbert
# fav_player=Titouan Droguet
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-02-27
timestamp,Titouan Droguet,Pierre-Hugues Herbert
2026-02-27T18:17:00Z,85.00,16.91
2026-02-27T18:18:00Z,83.98,17.00
2026-02-27T18:19:00Z,84.76,16.40
2026-02-27T18:20:00Z,85.02,14.99
2026-02-27T18:21:00Z,83.99,17.88
2026-02-27T18:22:00Z,81.70,18.04
2026-02-27T18:23:00Z,85.00,16.44
2026-02-27T18:24:00Z,83.48,17.09
2026-02-27T18:25:00Z,83.94,16.55
2026-02-27T18:26:00Z,85.87,16.69
2026-02-27T18:27:00Z,84.54,17.00
2026-02-27T18:28:00Z,83.36,18.13
2026-02-27T18:29:00Z,85.53,16.10
2026-02-27T18:30:00Z,79.95,21.29
2026-02-27T18:31:00Z,82.75,20.19
2026-02-27T18:32:00Z,85.01,15.62
2026-02-27T18:33:00Z,84.19,15.89
2026-02-27T18:34:00Z,84.77,16.36
2026-02-27T18:35:00Z,82.97,18.48
2026-02-27T18:36:00Z,83.00,17.75
2026-02-27T18:37:00Z,79.04,20.99
2026-02-27T18:38:00Z,75.05,27.38
2026-02-27T18:39:00Z,72.43,28.19
2026-02-27T18:40:00Z,72.94,32.09
2026-02-27T18:41:00Z,63.88,35.08
2026-02-27T18:42:00Z,61.66,38.32
2026-02-27T18:43:00Z,61.82,38.60
2026-02-27T18:44:00Z,62.15,38.80
2026-02-27T18:45:00Z,62.97,37.82
2026-02-27T18:46:00Z,64.14,39.36
2026-02-27T18:47:00Z,60.09,40.77
2026-02-27T18:48:00Z,58.28,42.27
2026-02-27T18:49:00Z,60.02,40.58
2026-02-27T18:50:00Z,59.86,40.36
2026-02-27T18:51:00Z,59.25,42.11
2026-02-27T18:52:00Z,57.53,43.16
2026-02-27T18:53:00Z,55.42,46.14
2026-02-27T18:54:00Z,57.88,42.06
2026-02-27T18:55:00Z,60.18,40.85
2026-02-27T18:56:00Z,60.84,40.23
2026-02-27T18:57:00Z,62.30,39.46
2026-02-27T18:58:00Z,64.29,38.39
2026-02-27T18:59:00Z,67.33,33.53
2026-02-27T19:00:00Z,61.42,39.76
2026-02-27T19:01:00Z,59.00,42.06
2026-02-27T19:02:00Z,58.70,42.86
2026-02-27T19:03:00Z,56.89,44.80
2026-02-27T19:04:00Z,57.91,43.01
2026-02-27T19:05:00Z,54.27,44.90
2026-02-27T19:06:00Z,53.66,46.32
2026-02-27T19:07:00Z,53.77,47.42
2026-02-27T19:08:00Z,54.24,47.95
2026-02-27T19:09:00Z,55.36,46.93
2026-02-27T19:10:00Z,52.12,48.79
2026-02-27T19:11:00Z,52.55,49.73
2026-02-27T19:12:00Z,51.70,49.00
2026-02-27T19:13:00Z,50.53,51.74
2026-02-27T19:14:00Z,48.87,52.83
2026-02-27T19:15:00Z,47.44,53.87
2026-02-27T19:16:00Z,46.82,54.64
2026-02-27T19:17:00Z,52.31,51.17
2026-02-27T19:18:00Z,57.05,42.18
2026-02-27T19:19:00Z,59.62,46.32
2026-02-27T19:20:00Z,55.96,41.05
2026-02-27T19:21:00Z,53.28,49.60
2026-02-27T19:22:00Z,47.16,53.01
2026-02-27T19:23:00Z,50.64,51.95
2026-02-27T19:24:00Z,43.84,55.08
2026-02-27T19:25:00Z,24.10,75.98
2026-02-27T19:26:00Z,16.25,84.66
2026-02-27T19:27:00Z,12.12,88.41
2026-02-27T19:28:00Z,12.43,88.78
2026-02-27T19:29:00Z,13.22,87.26
2026-02-27T19:30:00Z,12.80,87.46
2026-02-27T19:31:00Z,15.05,86.24
2026-02-27T19:32:00Z,11.30,89.52
2026-02-27T19:33:00Z,8.63,91.59
2026-02-27T19:34:00Z,8.74,90.79
2026-02-27T19:35:00Z,7.81,92.70
2026-02-27T19:36:00Z,9.40,90.41
2026-02-27T19:37:00Z,10.98,89.84
2026-02-27T19:38:00Z,7.95,92.49
2026-02-27T19:39:00Z,7.07,94.47
2026-02-27T19:40:00Z,5.28,95.08
2026-02-27T19:41:00Z,4.52,95.45
2026-02-27T19:42:00Z,3.09,96.30
2026-02-27T19:43:00Z,2.42,97.49
2026-02-27T19:44:00Z,1.50,98.60
2026-02-27T19:45:00Z,2.82,96.95
2026-02-27T19:46:00Z,1.09,98.99
2026-02-27T19:47:00Z,1.00,99.00
2026-02-27T19:48:00Z,1.00,99.00
2026-02-27T19:49:00Z,1.00,99.00
2026-02-27T19:50:00Z,1.00,99.00
2026-02-27T19:51:00Z,1.00,99.00
2026-02-27T19:52:00Z,1.00,99.00
2026-02-27T19:53:00Z,1.00,99.00
