# event_ticker=KXATPCHALLENGERMATCH-26APR28KUZBLA
# final_score=2-6 6-3 6-1
# match_winner=Dimitar Kuzmanov
# fav_player=Dimitar Kuzmanov
# dog_player=Dali Blanch
# kalshi_date=2026-04-28
timestamp,Dimitar Kuzmanov,Dali Blanch
2026-04-28T11:01:00Z,14.24,86.81
2026-04-28T11:02:00Z,14.98,86.11
2026-04-28T11:03:00Z,19.00,83.99
2026-04-28T11:04:00Z,21.02,80.09
2026-04-28T11:05:00Z,21.02,80.89
2026-04-28T11:06:00Z,26.75,76.72
2026-04-28T11:07:00Z,33.50,71.24
2026-04-28T11:08:00Z,43.57,61.76
2026-04-28T11:09:00Z,37.05,66.00
2026-04-28T11:10:00Z,37.55,65.76
2026-04-28T11:11:00Z,30.46,70.13
2026-04-28T11:12:00Z,24.69,74.67
2026-04-28T11:13:00Z,19.19,79.00
2026-04-28T11:14:00Z,20.60,79.16
2026-04-28T11:15:00Z,22.32,80.00
2026-04-28T11:16:00Z,26.01,75.00
2026-04-28T11:17:00Z,26.74,75.00
2026-04-28T11:18:00Z,21.08,78.48
2026-04-28T11:19:00Z,21.91,79.00
2026-04-28T11:20:00Z,24.68,79.00
2026-04-28T11:21:00Z,25.04,76.00
2026-04-28T11:22:00Z,29.00,76.00
2026-04-28T11:23:00Z,31.47,69.00
2026-04-28T11:24:00Z,31.67,68.44
2026-04-28T11:25:00Z,37.44,63.00
2026-04-28T11:26:00Z,39.00,63.23
2026-04-28T11:27:00Z,38.00,62.56
2026-04-28T11:28:00Z,40.00,62.56
2026-04-28T11:29:00Z,40.00,60.82
2026-04-28T11:30:00Z,37.33,64.08
2026-04-28T11:31:00Z,35.80,64.08
2026-04-28T11:32:00Z,35.00,66.77
2026-04-28T11:33:00Z,26.00,70.69
2026-04-28T11:34:00Z,25.09,72.00
2026-04-28T11:35:00Z,23.05,72.00
2026-04-28T11:36:00Z,28.97,73.93
2026-04-28T11:37:00Z,30.67,69.20
2026-04-28T11:38:00Z,37.27,62.29
2026-04-28T11:39:00Z,39.99,63.00
2026-04-28T11:40:00Z,38.60,63.00
2026-04-28T11:41:00Z,37.34,63.00
2026-04-28T11:42:00Z,34.45,63.00
2026-04-28T11:43:00Z,41.42,58.28
2026-04-28T11:44:00Z,39.85,58.70
2026-04-28T11:45:00Z,44.00,58.14
2026-04-28T11:46:00Z,41.52,58.89
2026-04-28T11:47:00Z,43.42,57.00
2026-04-28T11:48:00Z,45.00,56.89
2026-04-28T11:49:00Z,45.00,54.47
2026-04-28T11:50:00Z,46.35,54.90
2026-04-28T11:51:00Z,43.62,56.16
2026-04-28T11:52:00Z,43.88,58.00
2026-04-28T11:53:00Z,39.27,59.53
2026-04-28T11:54:00Z,38.85,64.41
2026-04-28T11:55:00Z,40.40,56.95
2026-04-28T11:56:00Z,46.69,56.00
2026-04-28T11:57:00Z,48.88,52.86
2026-04-28T11:58:00Z,51.06,51.91
2026-04-28T11:59:00Z,49.00,55.47
2026-04-28T12:00:00Z,46.25,57.76
2026-04-28T12:01:00Z,47.28,57.28
2026-04-28T12:02:00Z,51.17,46.97
2026-04-28T12:03:00Z,64.53,32.44
2026-04-28T12:04:00Z,71.34,28.98
2026-04-28T12:05:00Z,72.62,22.04
2026-04-28T12:06:00Z,71.51,29.00
2026-04-28T12:07:00Z,77.96,23.33
2026-04-28T12:08:00Z,75.91,25.14
2026-04-28T12:09:00Z,65.77,24.79
2026-04-28T12:10:00Z,77.91,22.47
2026-04-28T12:11:00Z,82.37,20.94
2026-04-28T12:12:00Z,92.83,5.45
2026-04-28T12:13:00Z,93.75,6.09
2026-04-28T12:14:00Z,95.83,4.90
2026-04-28T12:15:00Z,94.68,5.98
2026-04-28T12:16:00Z,96.99,3.35
2026-04-28T12:17:00Z,92.95,7.09
2026-04-28T12:18:00Z,90.85,9.14
2026-04-28T12:19:00Z,91.09,10.56
2026-04-28T12:20:00Z,94.04,8.74
2026-04-28T12:21:00Z,97.79,3.09
2026-04-28T12:22:00Z,97.98,2.36
2026-04-28T12:23:00Z,98.97,1.29
2026-04-28T12:24:00Z,98.85,2.00
2026-04-28T12:25:00Z,99.00,1.00
2026-04-28T12:26:00Z,99.00,1.00
2026-04-28T12:27:00Z,99.00,1.00
2026-04-28T12:28:00Z,99.00,1.00
2026-04-28T12:29:00Z,99.00,1.00
2026-04-28T12:30:00Z,99.00,1.00
2026-04-28T12:31:00Z,99.00,1.00
2026-04-28T12:32:00Z,99.00,1.00
2026-04-28T12:33:00Z,99.00,1.00
