# event_ticker=KXATPCHALLENGERMATCH-26JUN03DRAKIM
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Liam Draxl
# fav_player=Aidan Kim
# dog_player=Liam Draxl
# kalshi_date=2026-06-03
timestamp,Liam Draxl,Aidan Kim
2026-06-03T21:49:00Z,66.82,37.48
2026-06-03T21:50:00Z,67.98,35.69
2026-06-03T21:51:00Z,66.99,38.04
2026-06-03T21:52:00Z,67.64,32.16
2026-06-03T21:53:00Z,71.56,30.10
2026-06-03T21:54:00Z,75.93,25.04
2026-06-03T21:55:00Z,74.77,26.82
2026-06-03T21:56:00Z,79.00,22.07
2026-06-03T21:57:00Z,79.97,22.82
2026-06-03T21:58:00Z,81.68,20.00
2026-06-03T21:59:00Z,81.65,18.68
2026-06-03T22:00:00Z,81.02,20.00
2026-06-03T22:01:00Z,82.67,19.24
2026-06-03T22:02:00Z,85.92,16.44
2026-06-03T22:03:00Z,87.00,14.00
2026-06-03T22:04:00Z,87.94,13.38
2026-06-03T22:05:00Z,88.36,12.17
2026-06-03T22:06:00Z,88.91,11.84
2026-06-03T22:07:00Z,89.82,11.86
2026-06-03T22:08:00Z,88.99,12.00
2026-06-03T22:09:00Z,90.00,11.82
2026-06-03T22:10:00Z,90.38,11.85
2026-06-03T22:11:00Z,91.00,11.71
2026-06-03T22:12:00Z,90.16,11.81
2026-06-03T22:13:00Z,90.02,11.08
2026-06-03T22:14:00Z,89.98,12.00
2026-06-03T22:15:00Z,89.82,11.00
2026-06-03T22:16:00Z,89.43,12.08
2026-06-03T22:17:00Z,85.68,13.14
2026-06-03T22:18:00Z,87.23,12.12
2026-06-03T22:19:00Z,89.48,11.94
2026-06-03T22:20:00Z,91.00,10.87
2026-06-03T22:21:00Z,92.00,9.00
2026-06-03T22:22:00Z,92.02,8.95
2026-06-03T22:23:00Z,92.15,8.74
2026-06-03T22:24:00Z,93.00,8.00
2026-06-03T22:25:00Z,93.91,7.00
2026-06-03T22:26:00Z,92.57,8.31
2026-06-03T22:27:00Z,92.84,8.53
2026-06-03T22:28:00Z,91.09,8.28
2026-06-03T22:29:00Z,91.76,9.41
2026-06-03T22:30:00Z,91.26,10.26
2026-06-03T22:31:00Z,92.75,7.86
2026-06-03T22:32:00Z,93.39,7.97
2026-06-03T22:33:00Z,92.48,7.16
2026-06-03T22:34:00Z,92.27,8.33
2026-06-03T22:35:00Z,94.18,7.47
2026-06-03T22:36:00Z,93.97,7.70
2026-06-03T22:37:00Z,94.96,5.45
2026-06-03T22:38:00Z,94.08,5.82
2026-06-03T22:39:00Z,93.96,7.28
2026-06-03T22:40:00Z,93.89,7.36
2026-06-03T22:41:00Z,95.95,5.01
2026-06-03T22:42:00Z,96.74,3.06
2026-06-03T22:43:00Z,97.07,2.58
2026-06-03T22:44:00Z,98.78,2.12
2026-06-03T22:45:00Z,98.44,2.00
2026-06-03T22:46:00Z,99.00,1.92
2026-06-03T22:47:00Z,97.73,3.45
2026-06-03T22:48:00Z,97.15,3.04
2026-06-03T22:49:00Z,97.36,3.85
2026-06-03T22:50:00Z,95.57,4.01
2026-06-03T22:51:00Z,95.23,4.95
2026-06-03T22:52:00Z,97.24,3.98
2026-06-03T22:53:00Z,97.00,3.06
2026-06-03T22:54:00Z,95.93,4.48
2026-06-03T22:55:00Z,97.72,2.57
2026-06-03T22:56:00Z,98.01,2.38
2026-06-03T22:57:00Z,98.57,1.62
2026-06-03T22:58:00Z,98.60,1.00
2026-06-03T22:59:00Z,98.00,1.04
2026-06-03T23:00:00Z,98.00,2.00
2026-06-03T23:01:00Z,98.14,2.00
2026-06-03T23:02:00Z,99.00,2.63
2026-06-03T23:03:00Z,99.00,4.00
2026-06-03T23:04:00Z,97.91,3.92
2026-06-03T23:05:00Z,95.94,5.22
2026-06-03T23:06:00Z,96.65,6.19
2026-06-03T23:07:00Z,97.82,3.45
2026-06-03T23:08:00Z,98.98,2.36
2026-06-03T23:09:00Z,98.80,1.51
2026-06-03T23:10:00Z,99.00,1.03
2026-06-03T23:11:00Z,99.00,2.00
2026-06-03T23:12:00Z,98.03,2.00
2026-06-03T23:13:00Z,99.00,2.32
2026-06-03T23:14:00Z,98.77,3.39
2026-06-03T23:15:00Z,97.98,3.00
2026-06-03T23:16:00Z,99.00,1.45
2026-06-03T23:17:00Z,98.99,2.69
2026-06-03T23:18:00Z,98.99,1.38
2026-06-03T23:19:00Z,99.00,1.00
2026-06-03T23:20:00Z,99.00,1.00
2026-06-03T23:21:00Z,99.00,1.00
2026-06-03T23:22:00Z,99.00,1.00
2026-06-03T23:23:00Z,99.00,1.00
