# event_ticker=KXATPCHALLENGERMATCH-26MAR26CANMUL
# final_score=4-6 7-6(5) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Carlo Alberto Caniato
# kalshi_date=2026-03-26
timestamp,Alexandre Muller,Carlo Alberto Caniato
2026-03-26T11:12:00Z,81.75,19.43
2026-03-26T11:13:00Z,78.79,21.01
2026-03-26T11:14:00Z,87.50,16.40
2026-03-26T11:15:00Z,81.22,20.44
2026-03-26T11:16:00Z,67.07,33.37
2026-03-26T11:17:00Z,67.96,32.35
2026-03-26T11:18:00Z,76.52,22.81
2026-03-26T11:19:00Z,76.28,25.64
2026-03-26T11:20:00Z,71.10,31.96
2026-03-26T11:21:00Z,62.74,39.48
2026-03-26T11:22:00Z,61.04,37.04
2026-03-26T11:23:00Z,72.51,28.99
2026-03-26T11:24:00Z,76.91,22.63
2026-03-26T11:25:00Z,82.42,17.94
2026-03-26T11:26:00Z,81.36,19.92
2026-03-26T11:27:00Z,78.53,24.20
2026-03-26T11:28:00Z,80.43,19.11
2026-03-26T11:29:00Z,84.96,16.01
2026-03-26T11:30:00Z,87.05,12.90
2026-03-26T11:31:00Z,86.28,16.89
2026-03-26T11:32:00Z,85.42,17.94
2026-03-26T11:33:00Z,83.25,17.84
2026-03-26T11:34:00Z,85.41,19.14
2026-03-26T11:35:00Z,88.92,10.72
2026-03-26T11:36:00Z,89.97,11.10
2026-03-26T11:37:00Z,90.77,9.59
2026-03-26T11:38:00Z,91.60,8.79
2026-03-26T11:39:00Z,92.68,7.17
2026-03-26T11:40:00Z,93.91,6.64
2026-03-26T11:41:00Z,90.44,9.59
2026-03-26T11:42:00Z,87.74,13.92
2026-03-26T11:43:00Z,89.75,10.71
2026-03-26T11:44:00Z,93.12,9.20
2026-03-26T11:45:00Z,93.57,6.17
2026-03-26T11:46:00Z,94.44,5.79
2026-03-26T11:47:00Z,93.21,7.86
2026-03-26T11:48:00Z,91.06,8.77
2026-03-26T11:49:00Z,90.93,8.92
2026-03-26T11:50:00Z,95.53,7.49
2026-03-26T11:51:00Z,97.91,2.90
2026-03-26T11:52:00Z,99.00,1.51
2026-03-26T11:53:00Z,99.00,1.00
2026-03-26T11:54:00Z,99.00,1.00
2026-03-26T11:55:00Z,99.00,1.00
2026-03-26T11:56:00Z,99.00,1.00
2026-03-26T11:57:00Z,99.00,1.00
