# event_ticker=KXATPCHALLENGERMATCH-26MAY13BAUMAR
# final_score=6-3 6-1
# match_winner=Roberto Bautista Agut
# fav_player=Roberto Bautista Agut
# dog_player=Pedro Martinez
# kalshi_date=2026-05-13
timestamp,Roberto Bautista Agut,Pedro Martinez
2026-05-13T15:07:00Z,75.40,25.93
2026-05-13T15:08:00Z,75.61,24.82
2026-05-13T15:09:00Z,74.50,28.82
2026-05-13T15:10:00Z,79.67,25.57
2026-05-13T15:11:00Z,76.86,23.61
2026-05-13T15:12:00Z,85.48,24.78
2026-05-13T15:13:00Z,86.18,12.90
2026-05-13T15:14:00Z,85.13,14.61
2026-05-13T15:15:00Z,88.36,13.80
2026-05-13T15:16:00Z,89.74,11.60
2026-05-13T15:17:00Z,91.11,9.47
2026-05-13T15:18:00Z,89.65,12.11
2026-05-13T15:19:00Z,90.06,11.14
2026-05-13T15:20:00Z,90.93,9.73
2026-05-13T15:21:00Z,90.12,9.57
2026-05-13T15:22:00Z,90.46,10.32
2026-05-13T15:23:00Z,96.03,4.80
2026-05-13T15:24:00Z,97.45,2.95
2026-05-13T15:25:00Z,96.45,3.74
2026-05-13T15:26:00Z,96.70,4.77
2026-05-13T15:27:00Z,95.36,4.67
2026-05-13T15:28:00Z,95.47,5.27
2026-05-13T15:29:00Z,94.62,6.25
2026-05-13T15:30:00Z,96.93,4.45
2026-05-13T15:31:00Z,96.29,5.82
2026-05-13T15:32:00Z,95.72,5.75
2026-05-13T15:33:00Z,95.72,5.16
2026-05-13T15:34:00Z,97.85,3.19
2026-05-13T15:35:00Z,98.93,1.02
2026-05-13T15:36:00Z,98.77,1.96
2026-05-13T15:37:00Z,97.98,1.96
2026-05-13T15:38:00Z,98.00,1.84
2026-05-13T15:39:00Z,98.60,1.54
2026-05-13T15:40:00Z,98.80,1.04
2026-05-13T15:41:00Z,99.00,1.00
2026-05-13T15:42:00Z,99.00,1.00
2026-05-13T15:43:00Z,99.00,1.00
2026-05-13T15:44:00Z,99.00,1.00
2026-05-13T15:45:00Z,99.00,1.00
2026-05-13T15:46:00Z,99.00,1.00
2026-05-13T15:47:00Z,99.00,1.00
