# event_ticker=KXATPCHALLENGERMATCH-26FEB24SACBRU
# final_score=7-6(5) 6-2
# score_resolution=6-7 2-6
# match_winner=Petr Brunclik
# fav_player=Vitaliy Sachko
# dog_player=Petr Brunclik
# kalshi_date=2026-02-24
timestamp,Vitaliy Sachko,Petr Brunclik
2026-02-24T13:32:00Z,46.00,50.24
2026-02-24T13:33:00Z,47.80,50.24
2026-02-24T13:34:00Z,49.00,50.24
2026-02-24T13:35:00Z,45.00,50.24
2026-02-24T13:36:00Z,44.00,50.24
2026-02-24T13:37:00Z,50.00,50.24
2026-02-24T13:38:00Z,52.00,50.00
2026-02-24T13:39:00Z,61.84,46.50
2026-02-24T13:40:00Z,53.96,45.89
2026-02-24T13:41:00Z,51.02,48.73
2026-02-24T13:42:00Z,54.00,51.84
2026-02-24T13:43:00Z,47.31,55.82
2026-02-24T13:44:00Z,44.87,64.61
2026-02-24T13:45:00Z,30.17,68.21
2026-02-24T13:46:00Z,32.73,65.00
2026-02-24T13:47:00Z,46.60,62.82
2026-02-24T13:48:00Z,45.44,56.66
2026-02-24T13:49:00Z,47.72,55.54
2026-02-24T13:50:00Z,52.73,49.45
2026-02-24T13:51:00Z,38.99,60.34
2026-02-24T13:52:00Z,23.77,77.21
2026-02-24T13:53:00Z,23.00,77.28
2026-02-24T13:54:00Z,23.28,79.98
2026-02-24T13:55:00Z,21.33,79.82
2026-02-24T13:56:00Z,20.09,81.19
2026-02-24T13:57:00Z,24.81,75.58
2026-02-24T13:58:00Z,22.82,79.70
2026-02-24T13:59:00Z,23.89,78.89
2026-02-24T14:00:00Z,21.09,78.84
2026-02-24T14:01:00Z,18.24,85.53
2026-02-24T14:02:00Z,19.72,83.04
2026-02-24T14:03:00Z,18.09,85.77
2026-02-24T14:04:00Z,14.27,88.72
2026-02-24T14:05:00Z,9.47,92.94
2026-02-24T14:06:00Z,12.06,89.56
2026-02-24T14:07:00Z,9.26,92.95
2026-02-24T14:08:00Z,5.66,95.01
2026-02-24T14:09:00Z,5.83,94.76
2026-02-24T14:10:00Z,5.91,95.03
2026-02-24T14:11:00Z,6.18,95.00
2026-02-24T14:12:00Z,6.05,95.35
2026-02-24T14:13:00Z,3.94,95.99
2026-02-24T14:14:00Z,6.13,95.94
2026-02-24T14:15:00Z,7.57,94.01
2026-02-24T14:16:00Z,5.09,95.75
2026-02-24T14:17:00Z,4.72,96.32
2026-02-24T14:18:00Z,4.89,96.81
2026-02-24T14:19:00Z,3.64,96.96
2026-02-24T14:20:00Z,2.92,97.00
2026-02-24T14:21:00Z,4.20,96.98
2026-02-24T14:22:00Z,3.92,96.61
2026-02-24T14:23:00Z,4.05,96.14
2026-02-24T14:24:00Z,5.39,95.23
2026-02-24T14:25:00Z,4.05,96.35
2026-02-24T14:26:00Z,3.35,98.46
2026-02-24T14:27:00Z,2.20,97.61
2026-02-24T14:28:00Z,2.06,98.91
2026-02-24T14:29:00Z,1.29,98.96
2026-02-24T14:30:00Z,1.00,99.00
2026-02-24T14:31:00Z,2.00,98.99
2026-02-24T14:32:00Z,2.00,99.00
2026-02-24T14:33:00Z,2.00,99.00
2026-02-24T14:34:00Z,1.00,99.00
2026-02-24T14:36:00Z,1.00,99.00
2026-02-24T14:37:00Z,1.00,99.00
2026-02-24T14:39:00Z,1.00,99.00
2026-02-24T14:40:00Z,1.00,99.00
2026-02-24T14:41:00Z,1.00,99.00
