# event_ticker=KXATPCHALLENGERMATCH-26MAY13SVRBOY
# final_score=1-6 6-4 7-5
# match_winner=Tristan Boyer
# fav_player=Tristan Boyer
# dog_player=Dalibor Svrcina
# kalshi_date=2026-05-13
timestamp,Dalibor Svrcina,Tristan Boyer
2026-05-13T14:24:00Z,51.58,49.32
2026-05-13T14:25:00Z,57.21,47.49
2026-05-13T14:26:00Z,63.79,45.36
2026-05-13T14:27:00Z,65.00,34.93
2026-05-13T14:28:00Z,71.96,28.31
2026-05-13T14:29:00Z,75.73,24.74
2026-05-13T14:30:00Z,70.97,28.99
2026-05-13T14:31:00Z,75.33,27.09
2026-05-13T14:32:00Z,62.98,37.59
2026-05-13T14:33:00Z,54.48,49.31
2026-05-13T14:34:00Z,43.24,58.26
2026-05-13T14:35:00Z,42.94,57.83
2026-05-13T14:36:00Z,48.77,55.70
2026-05-13T14:37:00Z,58.57,43.19
2026-05-13T14:38:00Z,56.17,45.00
2026-05-13T14:39:00Z,49.36,49.79
2026-05-13T14:40:00Z,54.93,49.37
2026-05-13T14:41:00Z,53.78,44.41
2026-05-13T14:42:00Z,54.12,44.55
2026-05-13T14:43:00Z,36.51,65.01
2026-05-13T14:44:00Z,23.83,76.78
2026-05-13T14:45:00Z,25.54,75.47
2026-05-13T14:46:00Z,28.98,72.07
2026-05-13T14:47:00Z,30.71,70.67
2026-05-13T14:48:00Z,32.16,67.71
2026-05-13T14:49:00Z,32.28,68.28
2026-05-13T14:50:00Z,22.56,78.92
2026-05-13T14:51:00Z,33.62,67.85
2026-05-13T14:52:00Z,33.62,72.35
2026-05-13T14:53:00Z,45.45,56.73
2026-05-13T14:54:00Z,44.51,55.62
2026-05-13T14:55:00Z,56.50,46.46
2026-05-13T14:56:00Z,58.51,42.15
2026-05-13T14:57:00Z,70.01,29.13
2026-05-13T14:58:00Z,74.94,24.34
2026-05-13T14:59:00Z,62.78,39.11
2026-05-13T15:00:00Z,59.68,42.80
2026-05-13T15:01:00Z,46.29,53.36
2026-05-13T15:02:00Z,34.70,65.71
2026-05-13T15:03:00Z,32.88,67.23
2026-05-13T15:04:00Z,41.37,63.14
2026-05-13T15:05:00Z,39.87,62.19
2026-05-13T15:06:00Z,26.40,73.61
2026-05-13T15:07:00Z,30.28,75.04
2026-05-13T15:08:00Z,9.47,96.41
2026-05-13T15:09:00Z,1.00,99.00
2026-05-13T15:10:00Z,1.00,99.00
2026-05-13T15:11:00Z,1.00,99.00
2026-05-13T15:12:00Z,1.00,99.00
