# event_ticker=KXATPMATCH-25AUG23VANFUC
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Marton Fucsovics
# fav_player=Botic Van de Zandschulp
# dog_player=Marton Fucsovics
# kalshi_date=2025-08-23
timestamp,Botic Van de Zandschulp,Marton Fucsovics
2025-08-23T22:42:00Z,9.21,89.61
2025-08-23T22:43:00Z,11.19,88.04
2025-08-23T22:44:00Z,10.90,88.90
2025-08-23T22:45:00Z,20.59,79.45
2025-08-23T22:46:00Z,26.05,71.00
2025-08-23T22:47:00Z,24.19,71.37
2025-08-23T22:48:00Z,24.46,77.92
2025-08-23T22:49:00Z,28.73,73.34
2025-08-23T22:50:00Z,32.28,60.65
2025-08-23T22:51:00Z,29.88,67.40
2025-08-23T22:52:00Z,34.00,78.32
2025-08-23T22:53:00Z,29.10,66.00
2025-08-23T22:54:00Z,26.79,73.30
2025-08-23T22:55:00Z,27.45,75.00
2025-08-23T22:56:00Z,30.15,71.47
2025-08-23T22:57:00Z,24.39,76.91
2025-08-23T22:58:00Z,10.18,92.21
2025-08-23T22:59:00Z,2.07,98.80
2025-08-23T23:00:00Z,1.01,99.00
2025-08-23T23:01:00Z,1.24,99.00
2025-08-23T23:02:00Z,1.24,99.00
2025-08-23T23:03:00Z,1.24,99.00
2025-08-23T23:04:00Z,1.24,99.00
2025-08-23T23:06:00Z,1.00,99.00
2025-08-23T23:07:00Z,1.00,99.00
2025-08-23T23:08:00Z,1.00,99.00
2025-08-23T23:10:00Z,1.00,99.00
