# event_ticker=KXATPCHALLENGERMATCH-26MAY14JONSEK
# final_score=6-7(6) 6-3 6-1
# score_resolution=7-6 3-6 1-6
# match_winner=Philip Sekulic
# fav_player=Maximus Jones
# dog_player=Philip Sekulic
# kalshi_date=2026-05-14
timestamp,Maximus Jones,Philip Sekulic
2026-05-14T11:40:00Z,38.27,61.22
2026-05-14T11:41:00Z,39.54,60.44
2026-05-14T11:42:00Z,39.01,61.18
2026-05-14T11:43:00Z,38.51,62.00
2026-05-14T11:44:00Z,38.23,62.76
2026-05-14T11:45:00Z,39.71,61.82
2026-05-14T11:46:00Z,39.68,61.32
2026-05-14T11:47:00Z,38.10,63.11
2026-05-14T11:48:00Z,38.87,59.68
2026-05-14T11:49:00Z,30.27,65.97
2026-05-14T11:50:00Z,17.53,76.90
2026-05-14T11:51:00Z,17.52,83.03
2026-05-14T11:52:00Z,21.72,78.50
2026-05-14T11:53:00Z,16.79,84.56
2026-05-14T11:54:00Z,13.12,87.76
2026-05-14T11:55:00Z,14.63,85.42
2026-05-14T11:56:00Z,13.82,89.64
2026-05-14T11:57:00Z,7.55,94.80
2026-05-14T11:58:00Z,3.68,96.23
2026-05-14T11:59:00Z,3.00,96.20
2026-05-14T12:00:00Z,3.00,96.79
2026-05-14T12:01:00Z,2.23,97.99
2026-05-14T12:02:00Z,3.00,97.53
2026-05-14T12:03:00Z,2.85,98.00
2026-05-14T12:04:00Z,1.94,97.12
2026-05-14T12:05:00Z,2.00,97.97
2026-05-14T12:06:00Z,1.00,98.11
2026-05-14T12:07:00Z,1.66,98.45
2026-05-14T12:08:00Z,3.72,98.00
2026-05-14T12:09:00Z,2.31,97.00
2026-05-14T12:10:00Z,4.00,97.78
2026-05-14T12:11:00Z,2.43,98.06
2026-05-14T12:12:00Z,3.97,97.12
2026-05-14T12:13:00Z,3.95,95.76
2026-05-14T12:14:00Z,2.21,98.15
2026-05-14T12:15:00Z,2.13,98.57
2026-05-14T12:16:00Z,1.55,98.82
2026-05-14T12:17:00Z,1.00,98.44
2026-05-14T12:18:00Z,1.57,99.00
2026-05-14T12:19:00Z,1.57,98.91
2026-05-14T12:20:00Z,1.00,99.00
2026-05-14T12:21:00Z,1.00,99.00
2026-05-14T12:22:00Z,1.00,99.00
