# event_ticker=KXATPCHALLENGERMATCH-26MAY29OLINAR
# final_score=6-0 3-6 7-6(4)
# score_resolution=6-0 3-6 7-6
# match_winner=Genaro Alberto Olivieri
# fav_player=Genaro Alberto Olivieri
# dog_player=Luca Nardi
# kalshi_date=2026-05-29
timestamp,Genaro Alberto Olivieri,Luca Nardi
2026-05-29T12:34:00Z,42.90,59.39
2026-05-29T12:35:00Z,41.96,60.69
2026-05-29T12:36:00Z,48.72,52.24
2026-05-29T12:37:00Z,52.94,48.69
2026-05-29T12:38:00Z,55.53,45.27
2026-05-29T12:39:00Z,53.06,47.71
2026-05-29T12:40:00Z,45.41,51.50
2026-05-29T12:41:00Z,43.98,59.12
2026-05-29T12:42:00Z,44.32,59.22
2026-05-29T12:43:00Z,42.73,58.73
2026-05-29T12:44:00Z,33.75,71.27
2026-05-29T12:45:00Z,44.09,57.62
2026-05-29T12:46:00Z,44.92,56.70
2026-05-29T12:47:00Z,30.32,72.01
2026-05-29T12:48:00Z,15.37,85.98
2026-05-29T12:49:00Z,13.95,85.98
2026-05-29T12:50:00Z,13.09,87.99
2026-05-29T12:51:00Z,22.12,84.16
2026-05-29T12:52:00Z,29.12,74.66
2026-05-29T12:53:00Z,34.29,66.28
2026-05-29T12:54:00Z,29.54,72.58
2026-05-29T12:55:00Z,13.06,88.31
2026-05-29T12:56:00Z,8.10,89.48
2026-05-29T12:57:00Z,7.73,91.87
2026-05-29T12:58:00Z,19.62,83.37
2026-05-29T12:59:00Z,38.29,61.67
2026-05-29T13:00:00Z,44.81,53.83
2026-05-29T13:01:00Z,47.39,52.96
2026-05-29T13:02:00Z,57.54,45.38
2026-05-29T13:03:00Z,60.68,38.87
2026-05-29T13:04:00Z,54.53,42.11
2026-05-29T13:05:00Z,44.18,53.48
2026-05-29T13:06:00Z,39.31,61.07
2026-05-29T13:07:00Z,31.77,69.41
2026-05-29T13:08:00Z,34.61,62.11
2026-05-29T13:09:00Z,50.91,53.27
2026-05-29T13:10:00Z,46.22,56.84
2026-05-29T13:11:00Z,31.22,65.41
2026-05-29T13:12:00Z,37.94,64.21
2026-05-29T13:13:00Z,62.12,34.71
2026-05-29T13:14:00Z,92.72,12.96
2026-05-29T13:15:00Z,99.00,1.00
2026-05-29T13:16:00Z,99.00,1.00
2026-05-29T13:17:00Z,99.00,1.00
2026-05-29T13:18:00Z,99.00,1.00
2026-05-29T13:19:00Z,99.00,1.00
2026-05-29T13:20:00Z,99.00,1.00
2026-05-29T13:21:00Z,99.00,1.00
2026-05-29T13:22:00Z,99.00,1.00
