# event_ticker=KXATPMATCH-25AUG08BELDZU
# final_score=7-6(7) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Damir Dzumhur
# fav_player=Mattia Bellucci
# dog_player=Damir Dzumhur
# kalshi_date=2025-08-08
timestamp,Mattia Bellucci,Damir Dzumhur
2025-08-08T23:42:00Z,45.00,60.00
2025-08-08T23:43:00Z,40.00,62.18
2025-08-08T23:44:00Z,45.45,63.00
2025-08-08T23:45:00Z,45.45,58.00
2025-08-08T23:47:00Z,45.45,63.00
2025-08-08T23:48:00Z,40.00,64.56
2025-08-08T23:49:00Z,38.00,64.56
2025-08-08T23:51:00Z,38.00,67.00
2025-08-08T23:56:00Z,36.00,67.00
2025-08-08T23:57:00Z,36.00,67.00
2025-08-08T23:58:00Z,43.00,54.37
2025-08-09T00:00:00Z,45.85,54.57
2025-08-09T00:01:00Z,45.85,62.40
2025-08-09T00:02:00Z,45.85,60.00
2025-08-09T00:05:00Z,45.85,68.00
2025-08-09T00:08:00Z,33.51,68.00
2025-08-09T00:09:00Z,33.51,66.16
2025-08-09T00:10:00Z,31.00,66.16
2025-08-09T00:11:00Z,28.00,66.16
2025-08-09T00:12:00Z,28.00,73.16
2025-08-09T00:14:00Z,28.00,69.00
2025-08-09T00:15:00Z,35.52,69.00
2025-08-09T00:16:00Z,33.00,69.00
2025-08-09T00:17:00Z,33.00,72.87
2025-08-09T00:19:00Z,45.00,72.87
2025-08-09T00:20:00Z,45.00,62.64
2025-08-09T00:21:00Z,42.00,58.09
2025-08-09T00:22:00Z,39.90,59.01
2025-08-09T00:23:00Z,39.90,65.00
2025-08-09T00:24:00Z,39.90,58.00
2025-08-09T00:25:00Z,51.81,58.00
2025-08-09T00:26:00Z,51.81,46.57
2025-08-09T00:29:00Z,62.00,46.57
2025-08-09T00:31:00Z,61.78,40.00
2025-08-09T00:32:00Z,68.00,30.00
2025-08-09T00:33:00Z,69.00,31.00
2025-08-09T00:34:00Z,62.69,38.00
2025-08-09T00:35:00Z,54.00,46.00
2025-08-09T00:36:00Z,54.00,57.00
2025-08-09T00:38:00Z,45.29,57.78
2025-08-09T00:39:00Z,49.48,50.00
2025-08-09T00:40:00Z,58.00,50.00
2025-08-09T00:42:00Z,56.00,51.99
2025-08-09T00:43:00Z,58.96,39.72
2025-08-09T00:44:00Z,60.02,40.97
2025-08-09T00:45:00Z,57.00,37.71
2025-08-09T00:46:00Z,51.00,47.00
2025-08-09T00:47:00Z,50.66,56.05
2025-08-09T00:48:00Z,32.83,55.74
2025-08-09T00:49:00Z,31.00,55.74
2025-08-09T00:50:00Z,31.00,70.00
2025-08-09T00:51:00Z,31.00,70.00
2025-08-09T00:52:00Z,32.00,70.00
2025-08-09T00:53:00Z,32.00,70.00
2025-08-09T00:54:00Z,32.00,68.00
2025-08-09T00:58:00Z,44.00,68.00
2025-08-09T01:00:00Z,43.00,66.00
2025-08-09T01:01:00Z,43.00,57.64
2025-08-09T01:02:00Z,45.99,57.64
2025-08-09T01:03:00Z,45.99,56.37
2025-08-09T01:04:00Z,41.73,56.37
2025-08-09T01:05:00Z,29.00,69.22
2025-08-09T01:06:00Z,31.74,69.22
2025-08-09T01:07:00Z,27.00,69.22
2025-08-09T01:08:00Z,28.00,69.22
2025-08-09T01:09:00Z,26.88,69.22
2025-08-09T01:10:00Z,27.76,72.17
2025-08-09T01:11:00Z,27.00,73.88
2025-08-09T01:12:00Z,29.82,73.40
2025-08-09T01:13:00Z,34.00,73.40
2025-08-09T01:14:00Z,29.00,71.29
2025-08-09T01:16:00Z,29.00,75.00
2025-08-09T01:17:00Z,28.00,75.00
2025-08-09T01:18:00Z,32.94,75.00
2025-08-09T01:19:00Z,34.08,66.05
2025-08-09T01:20:00Z,41.17,67.04
2025-08-09T01:21:00Z,37.93,67.04
2025-08-09T01:22:00Z,48.63,60.43
2025-08-09T01:23:00Z,48.63,52.00
2025-08-09T01:24:00Z,52.08,52.00
2025-08-09T01:25:00Z,51.00,52.00
2025-08-09T01:26:00Z,47.91,54.02
2025-08-09T01:27:00Z,41.94,62.12
2025-08-09T01:28:00Z,41.94,76.00
2025-08-09T01:29:00Z,41.94,77.34
2025-08-09T01:30:00Z,24.00,80.00
2025-08-09T01:31:00Z,24.00,81.00
2025-08-09T01:32:00Z,24.00,81.01
2025-08-09T01:33:00Z,13.00,91.08
2025-08-09T01:34:00Z,5.65,90.95
2025-08-09T01:36:00Z,5.65,88.10
2025-08-09T01:37:00Z,26.00,83.12
2025-08-09T01:38:00Z,28.00,71.00
2025-08-09T01:39:00Z,25.57,77.12
2025-08-09T01:40:00Z,30.35,78.54
2025-08-09T01:41:00Z,30.64,87.40
2025-08-09T01:42:00Z,17.46,83.39
2025-08-09T01:43:00Z,21.17,76.95
2025-08-09T01:44:00Z,26.95,75.00
2025-08-09T01:45:00Z,29.00,75.00
2025-08-09T01:46:00Z,19.00,80.45
2025-08-09T01:47:00Z,31.38,77.12
2025-08-09T01:48:00Z,36.08,66.27
2025-08-09T01:49:00Z,34.67,86.58
2025-08-09T01:50:00Z,11.65,89.50
2025-08-09T01:51:00Z,5.78,94.02
2025-08-09T01:52:00Z,14.15,84.35
2025-08-09T01:53:00Z,15.56,90.92
2025-08-09T01:54:00Z,17.40,94.48
2025-08-09T01:55:00Z,9.36,97.88
2025-08-09T01:56:00Z,9.36,99.00
