# event_ticker=KXATPCHALLENGERMATCH-26FEB12BONRIE
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Leandro Riedi
# kalshi_date=2026-02-12
timestamp,Benjamin Bonzi,Leandro Riedi
2026-02-12T18:56:00Z,80.43,20.03
2026-02-12T18:57:00Z,81.51,19.01
2026-02-12T18:58:00Z,78.26,20.45
2026-02-12T18:59:00Z,74.69,27.00
2026-02-12T19:00:00Z,75.00,26.00
2026-02-12T19:01:00Z,73.97,28.87
2026-02-12T19:02:00Z,69.83,35.23
2026-02-12T19:03:00Z,68.96,31.61
2026-02-12T19:04:00Z,74.37,23.98
2026-02-12T19:05:00Z,74.49,27.58
2026-02-12T19:06:00Z,71.63,27.04
2026-02-12T19:07:00Z,71.12,29.60
2026-02-12T19:08:00Z,75.21,24.87
2026-02-12T19:09:00Z,75.49,22.85
2026-02-12T19:10:00Z,75.79,25.46
2026-02-12T19:11:00Z,73.67,26.37
2026-02-12T19:12:00Z,74.00,28.88
2026-02-12T19:13:00Z,73.04,29.94
2026-02-12T19:14:00Z,69.57,34.06
2026-02-12T19:15:00Z,69.13,32.54
2026-02-12T19:16:00Z,73.47,26.34
2026-02-12T19:17:00Z,65.21,36.75
2026-02-12T19:18:00Z,76.46,20.53
2026-02-12T19:19:00Z,75.13,26.70
2026-02-12T19:20:00Z,77.79,22.77
2026-02-12T19:21:00Z,83.52,18.37
2026-02-12T19:22:00Z,90.34,8.94
2026-02-12T19:23:00Z,79.86,15.01
2026-02-12T19:24:00Z,90.18,12.90
2026-02-12T19:25:00Z,96.84,5.28
2026-02-12T19:26:00Z,99.00,1.00
2026-02-12T19:27:00Z,99.00,1.00
2026-02-12T19:28:00Z,99.00,1.00
2026-02-12T19:29:00Z,99.00,1.00
2026-02-12T19:30:00Z,99.00,1.00
2026-02-12T19:31:00Z,99.00,1.00
2026-02-12T19:32:00Z,99.00,1.00
2026-02-12T19:33:00Z,99.00,1.00
2026-02-12T19:35:00Z,99.00,1.00
2026-02-12T19:36:00Z,99.00,1.00
