# event_ticker=KXATPCHALLENGERMATCH-26APR21GIMVIS
# final_score=7-5 6-2
# match_winner=Niels Visker
# fav_player=Niels Visker
# dog_player=Sebastian Gima
# kalshi_date=2026-04-21
timestamp,Sebastian Gima,Niels Visker
2026-04-21T22:41:00Z,46.00,56.00
2026-04-21T22:42:00Z,46.00,56.97
2026-04-21T22:43:00Z,46.00,57.00
2026-04-21T22:44:00Z,45.93,57.00
2026-04-21T22:45:00Z,46.00,56.91
2026-04-21T22:46:00Z,46.00,58.00
2026-04-21T22:47:00Z,42.51,57.02
2026-04-21T22:48:00Z,45.44,57.92
2026-04-21T22:49:00Z,45.95,57.66
2026-04-21T22:50:00Z,46.00,57.72
2026-04-21T22:51:00Z,45.09,57.85
2026-04-21T22:52:00Z,45.24,55.20
2026-04-21T22:53:00Z,42.85,59.26
2026-04-21T22:54:00Z,35.68,65.18
2026-04-21T22:55:00Z,41.28,57.70
2026-04-21T22:56:00Z,43.37,55.94
2026-04-21T22:57:00Z,42.03,58.93
2026-04-21T22:58:00Z,44.52,58.04
2026-04-21T22:59:00Z,47.67,54.91
2026-04-21T23:00:00Z,50.25,50.43
2026-04-21T23:01:00Z,46.36,56.73
2026-04-21T23:02:00Z,45.20,55.95
2026-04-21T23:03:00Z,48.11,53.77
2026-04-21T23:04:00Z,48.04,52.26
2026-04-21T23:05:00Z,48.74,52.80
2026-04-21T23:06:00Z,46.00,54.98
2026-04-21T23:07:00Z,47.87,53.99
2026-04-21T23:08:00Z,49.60,51.80
2026-04-21T23:09:00Z,49.48,50.83
2026-04-21T23:10:00Z,49.16,53.02
2026-04-21T23:11:00Z,47.71,53.31
2026-04-21T23:12:00Z,46.97,54.89
2026-04-21T23:13:00Z,46.81,54.41
2026-04-21T23:14:00Z,38.53,61.35
2026-04-21T23:15:00Z,38.62,64.46
2026-04-21T23:16:00Z,44.27,54.60
2026-04-21T23:17:00Z,50.36,51.94
2026-04-21T23:18:00Z,50.36,52.73
2026-04-21T23:19:00Z,48.22,51.63
2026-04-21T23:20:00Z,46.67,54.09
2026-04-21T23:21:00Z,46.10,54.65
2026-04-21T23:22:00Z,48.79,52.85
2026-04-21T23:23:00Z,50.21,51.17
2026-04-21T23:24:00Z,53.02,48.24
2026-04-21T23:25:00Z,54.60,47.88
2026-04-21T23:26:00Z,61.61,37.92
2026-04-21T23:27:00Z,51.64,49.07
2026-04-21T23:28:00Z,47.93,52.06
2026-04-21T23:29:00Z,48.73,54.26
2026-04-21T23:30:00Z,47.93,55.07
2026-04-21T23:31:00Z,36.94,62.77
2026-04-21T23:32:00Z,25.53,74.66
2026-04-21T23:33:00Z,24.96,75.59
2026-04-21T23:34:00Z,24.74,76.08
2026-04-21T23:35:00Z,22.69,77.60
2026-04-21T23:36:00Z,25.39,75.06
2026-04-21T23:37:00Z,25.30,77.92
2026-04-21T23:38:00Z,21.81,77.48
2026-04-21T23:39:00Z,22.76,77.68
2026-04-21T23:40:00Z,19.30,80.69
2026-04-21T23:41:00Z,12.74,82.68
2026-04-21T23:42:00Z,9.17,90.61
2026-04-21T23:43:00Z,8.86,92.60
2026-04-21T23:44:00Z,6.73,94.31
2026-04-21T23:45:00Z,7.43,93.02
2026-04-21T23:46:00Z,6.69,94.16
2026-04-21T23:47:00Z,5.85,95.28
2026-04-21T23:48:00Z,4.03,95.80
2026-04-21T23:49:00Z,3.04,96.28
2026-04-21T23:50:00Z,2.62,97.17
2026-04-21T23:51:00Z,2.93,96.78
2026-04-21T23:52:00Z,2.48,97.55
2026-04-21T23:53:00Z,3.00,97.16
2026-04-21T23:54:00Z,2.31,98.00
2026-04-21T23:55:00Z,1.20,98.83
2026-04-21T23:56:00Z,2.86,97.96
2026-04-21T23:57:00Z,2.66,97.88
2026-04-21T23:58:00Z,1.58,98.07
2026-04-21T23:59:00Z,1.00,98.92
2026-04-22T00:00:00Z,1.00,99.00
2026-04-22T00:01:00Z,1.00,99.00
2026-04-22T00:02:00Z,1.00,99.00
2026-04-22T00:03:00Z,1.00,99.00
2026-04-22T00:04:00Z,1.00,99.00
2026-04-22T00:05:00Z,1.00,99.00
2026-04-22T00:06:00Z,1.00,99.00
