# event_ticker=KXATPCHALLENGERMATCH-26MAR17LOKDOD
# final_score=2-6 6-2 7-6(0)
# score_resolution=6-2 2-6 6-7
# match_winner=Matej Dodig
# fav_player=Laurent Lokoli
# dog_player=Matej Dodig
# kalshi_date=2026-03-17
timestamp,Laurent Lokoli,Matej Dodig
2026-03-17T12:41:00Z,63.36,37.80
2026-03-17T12:42:00Z,64.46,37.50
2026-03-17T12:43:00Z,63.58,40.06
2026-03-17T12:44:00Z,48.12,47.45
2026-03-17T12:45:00Z,55.04,43.13
2026-03-17T12:46:00Z,51.94,50.58
2026-03-17T12:47:00Z,53.91,44.24
2026-03-17T12:48:00Z,40.81,61.72
2026-03-17T12:49:00Z,41.17,59.96
2026-03-17T12:50:00Z,33.60,62.43
2026-03-17T12:51:00Z,35.04,67.42
2026-03-17T12:52:00Z,28.96,72.70
2026-03-17T12:53:00Z,29.30,70.82
2026-03-17T12:54:00Z,25.61,76.34
2026-03-17T12:55:00Z,33.54,64.97
2026-03-17T12:56:00Z,39.24,61.79
2026-03-17T12:57:00Z,42.37,56.00
2026-03-17T12:58:00Z,36.93,65.40
2026-03-17T12:59:00Z,29.02,71.57
2026-03-17T13:00:00Z,30.05,70.98
2026-03-17T13:01:00Z,32.58,69.93
2026-03-17T13:02:00Z,36.99,62.12
2026-03-17T13:03:00Z,40.08,61.27
2026-03-17T13:04:00Z,40.69,59.63
2026-03-17T13:05:00Z,39.05,62.99
2026-03-17T13:06:00Z,42.91,59.04
2026-03-17T13:07:00Z,40.40,59.68
2026-03-17T13:08:00Z,38.58,62.26
2026-03-17T13:09:00Z,47.50,50.49
2026-03-17T13:10:00Z,36.83,65.12
2026-03-17T13:11:00Z,53.58,51.78
2026-03-17T13:12:00Z,77.37,22.66
2026-03-17T13:13:00Z,78.79,21.00
2026-03-17T13:14:00Z,79.02,22.83
2026-03-17T13:15:00Z,72.72,29.80
2026-03-17T13:16:00Z,63.17,40.62
2026-03-17T13:17:00Z,44.81,55.15
2026-03-17T13:18:00Z,33.59,64.50
2026-03-17T13:19:00Z,15.85,80.58
2026-03-17T13:20:00Z,9.05,89.44
2026-03-17T13:21:00Z,2.17,98.19
2026-03-17T13:22:00Z,1.00,98.38
2026-03-17T13:23:00Z,1.00,99.00
2026-03-17T13:24:00Z,1.00,99.00
2026-03-17T13:25:00Z,1.00,99.00
2026-03-17T13:26:00Z,1.00,99.00
2026-03-17T13:27:00Z,1.00,99.00
