# event_ticker=KXATPCHALLENGERMATCH-26MAR11MCDLAN
# final_score=3-6 6-2 7-5
# match_winner=Mackenzie McDonald
# fav_player=Mackenzie McDonald
# dog_player=Martin Landaluce
# kalshi_date=2026-03-11
timestamp,Mackenzie McDonald,Martin Landaluce
2026-03-11T21:09:00Z,43.00,53.01
2026-03-11T21:10:00Z,40.53,60.00
2026-03-11T21:11:00Z,39.16,61.00
2026-03-11T21:12:00Z,36.00,65.09
2026-03-11T21:13:00Z,34.00,69.55
2026-03-11T21:14:00Z,25.01,73.15
2026-03-11T21:15:00Z,23.01,75.88
2026-03-11T21:17:00Z,29.68,75.88
2026-03-11T21:18:00Z,31.00,71.00
2026-03-11T21:19:00Z,37.81,67.00
2026-03-11T21:21:00Z,37.81,61.71
2026-03-11T21:22:00Z,42.03,58.89
2026-03-11T21:23:00Z,43.94,58.89
2026-03-11T21:24:00Z,40.49,58.89
2026-03-11T21:25:00Z,37.00,66.74
2026-03-11T21:26:00Z,42.00,58.00
2026-03-11T21:27:00Z,38.66,61.89
2026-03-11T21:28:00Z,35.43,65.74
2026-03-11T21:29:00Z,31.71,70.47
2026-03-11T21:30:00Z,32.00,69.00
2026-03-11T21:31:00Z,32.00,69.00
2026-03-11T21:33:00Z,36.00,69.00
2026-03-11T21:35:00Z,42.85,69.00
2026-03-11T21:36:00Z,43.00,69.00
2026-03-11T21:37:00Z,43.00,66.00
2026-03-11T21:38:00Z,32.27,68.00
2026-03-11T21:39:00Z,31.00,70.00
2026-03-11T21:40:00Z,23.28,73.56
2026-03-11T21:41:00Z,23.00,76.00
2026-03-11T21:42:00Z,22.03,77.97
2026-03-11T21:43:00Z,20.05,82.89
2026-03-11T21:44:00Z,18.00,84.00
2026-03-11T21:45:00Z,18.66,84.00
2026-03-11T21:46:00Z,20.00,84.00
2026-03-11T21:47:00Z,19.62,82.14
2026-03-11T21:48:00Z,20.24,79.13
2026-03-11T21:49:00Z,20.00,80.33
2026-03-11T21:50:00Z,19.26,83.00
2026-03-11T21:51:00Z,17.25,83.98
2026-03-11T21:52:00Z,17.00,84.09
2026-03-11T21:53:00Z,19.95,82.86
2026-03-11T21:54:00Z,19.12,80.92
2026-03-11T21:55:00Z,18.41,82.93
2026-03-11T21:56:00Z,19.53,81.00
2026-03-11T21:57:00Z,18.00,80.41
2026-03-11T21:58:00Z,20.00,80.74
2026-03-11T21:59:00Z,19.37,79.90
2026-03-11T22:00:00Z,20.72,82.00
2026-03-11T22:01:00Z,26.64,77.57
2026-03-11T22:02:00Z,35.77,63.99
2026-03-11T22:03:00Z,36.21,64.00
2026-03-11T22:04:00Z,41.29,58.49
2026-03-11T22:05:00Z,43.76,58.00
2026-03-11T22:06:00Z,46.12,53.00
2026-03-11T22:07:00Z,50.91,49.73
2026-03-11T22:08:00Z,48.99,52.00
2026-03-11T22:09:00Z,52.03,49.81
2026-03-11T22:10:00Z,56.96,41.37
2026-03-11T22:11:00Z,61.02,40.00
2026-03-11T22:12:00Z,61.02,38.71
2026-03-11T22:13:00Z,60.85,40.00
2026-03-11T22:14:00Z,59.33,40.00
2026-03-11T22:15:00Z,59.78,41.33
2026-03-11T22:16:00Z,58.14,42.46
2026-03-11T22:17:00Z,57.60,43.00
2026-03-11T22:18:00Z,57.91,42.09
2026-03-11T22:19:00Z,59.65,43.00
2026-03-11T22:20:00Z,60.00,42.95
2026-03-11T22:21:00Z,53.95,47.04
2026-03-11T22:22:00Z,54.67,49.63
2026-03-11T22:23:00Z,51.14,50.81
2026-03-11T22:24:00Z,47.85,51.30
2026-03-11T22:25:00Z,39.33,54.59
2026-03-11T22:26:00Z,34.57,63.44
2026-03-11T22:27:00Z,35.72,66.48
2026-03-11T22:28:00Z,39.13,58.49
2026-03-11T22:29:00Z,38.20,68.61
2026-03-11T22:30:00Z,22.81,77.61
2026-03-11T22:31:00Z,21.76,80.37
2026-03-11T22:32:00Z,28.55,73.01
2026-03-11T22:33:00Z,28.45,70.53
2026-03-11T22:34:00Z,26.14,76.00
2026-03-11T22:35:00Z,17.30,83.49
2026-03-11T22:36:00Z,15.99,84.82
2026-03-11T22:37:00Z,11.63,86.15
2026-03-11T22:38:00Z,14.93,86.89
2026-03-11T22:39:00Z,18.64,82.74
2026-03-11T22:40:00Z,18.95,81.95
2026-03-11T22:41:00Z,18.13,83.24
2026-03-11T22:42:00Z,18.76,83.36
2026-03-11T22:43:00Z,25.85,76.61
2026-03-11T22:44:00Z,21.56,79.37
2026-03-11T22:45:00Z,14.16,87.05
2026-03-11T22:46:00Z,19.05,86.88
2026-03-11T22:47:00Z,36.36,63.07
2026-03-11T22:48:00Z,42.02,57.28
2026-03-11T22:49:00Z,41.99,61.46
2026-03-11T22:50:00Z,41.22,59.94
2026-03-11T22:51:00Z,39.57,65.58
2026-03-11T22:52:00Z,34.58,75.07
2026-03-11T22:53:00Z,49.11,56.24
2026-03-11T22:54:00Z,54.25,49.33
2026-03-11T22:55:00Z,50.71,47.98
2026-03-11T22:56:00Z,44.12,58.36
2026-03-11T22:57:00Z,38.39,63.66
2026-03-11T22:58:00Z,36.61,65.62
2026-03-11T22:59:00Z,31.58,69.15
2026-03-11T23:00:00Z,30.66,71.84
2026-03-11T23:01:00Z,32.43,71.73
2026-03-11T23:02:00Z,44.55,53.74
2026-03-11T23:03:00Z,38.26,62.60
2026-03-11T23:04:00Z,39.27,64.44
2026-03-11T23:05:00Z,34.62,64.47
2026-03-11T23:06:00Z,34.15,66.98
2026-03-11T23:07:00Z,37.35,70.24
2026-03-11T23:08:00Z,33.73,74.78
2026-03-11T23:09:00Z,25.85,70.01
2026-03-11T23:10:00Z,21.96,80.94
2026-03-11T23:11:00Z,38.17,60.82
2026-03-11T23:12:00Z,50.09,53.65
2026-03-11T23:13:00Z,53.60,42.74
2026-03-11T23:14:00Z,71.33,26.35
2026-03-11T23:15:00Z,73.57,25.69
2026-03-11T23:16:00Z,86.70,13.94
2026-03-11T23:17:00Z,83.39,15.75
2026-03-11T23:18:00Z,77.01,23.59
2026-03-11T23:19:00Z,66.00,36.49
2026-03-11T23:20:00Z,72.62,27.68
2026-03-11T23:21:00Z,72.70,27.76
2026-03-11T23:22:00Z,70.34,28.43
2026-03-11T23:23:00Z,67.66,30.14
2026-03-11T23:24:00Z,67.90,33.55
2026-03-11T23:25:00Z,67.19,27.43
2026-03-11T23:26:00Z,66.88,31.66
2026-03-11T23:27:00Z,64.58,36.12
2026-03-11T23:28:00Z,65.06,31.25
2026-03-11T23:29:00Z,66.16,34.74
2026-03-11T23:30:00Z,71.53,31.72
2026-03-11T23:31:00Z,68.48,30.85
2026-03-11T23:32:00Z,73.06,30.59
2026-03-11T23:33:00Z,62.30,32.36
2026-03-11T23:34:00Z,70.83,26.49
2026-03-11T23:35:00Z,78.85,19.63
2026-03-11T23:36:00Z,79.66,21.57
2026-03-11T23:37:00Z,75.03,24.12
2026-03-11T23:38:00Z,74.66,22.64
2026-03-11T23:39:00Z,74.61,22.77
2026-03-11T23:40:00Z,74.26,27.14
2026-03-11T23:41:00Z,75.11,30.03
2026-03-11T23:42:00Z,77.67,21.95
2026-03-11T23:43:00Z,73.57,24.10
2026-03-11T23:44:00Z,76.15,23.67
2026-03-11T23:45:00Z,75.54,24.05
2026-03-11T23:46:00Z,74.67,29.28
2026-03-11T23:47:00Z,74.89,25.72
2026-03-11T23:48:00Z,74.33,24.47
2026-03-11T23:49:00Z,68.82,29.92
2026-03-11T23:50:00Z,72.71,30.19
2026-03-11T23:51:00Z,88.87,17.85
2026-03-11T23:52:00Z,99.00,1.00
2026-03-11T23:53:00Z,99.00,1.00
2026-03-11T23:54:00Z,99.00,1.00
2026-03-11T23:55:00Z,99.00,1.00
2026-03-11T23:56:00Z,99.00,1.00
2026-03-11T23:57:00Z,99.00,1.00
2026-03-11T23:58:00Z,99.00,1.00
2026-03-11T23:59:00Z,99.00,1.00
2026-03-12T00:00:00Z,99.00,1.00
2026-03-12T00:01:00Z,99.00,1.00
2026-03-12T00:02:00Z,99.00,1.00
