# event_ticker=KXATPCHALLENGERMATCH-26MAY21LEOBAR
# final_score=6-2 5-7 6-3
# match_winner=Petr Bar Biryukov
# fav_player=Petr Bar Biryukov
# dog_player=Mitsuki Wei Kang Leong
# kalshi_date=2026-05-21
timestamp,Mitsuki Wei Kang Leong,Petr Bar Biryukov
2026-05-21T09:29:00Z,41.00,61.00
2026-05-21T09:31:00Z,41.99,61.00
2026-05-21T09:33:00Z,41.99,62.00
2026-05-21T09:34:00Z,41.99,62.00
2026-05-21T09:35:00Z,42.00,62.00
2026-05-21T09:36:00Z,38.00,64.00
2026-05-21T09:37:00Z,38.00,64.38
2026-05-21T09:38:00Z,38.00,65.00
2026-05-21T09:39:00Z,38.01,64.00
2026-05-21T09:41:00Z,38.77,61.00
2026-05-21T09:42:00Z,38.61,63.03
2026-05-21T09:43:00Z,38.61,65.00
2026-05-21T09:44:00Z,38.61,65.00
2026-05-21T09:45:00Z,33.97,65.00
2026-05-21T09:46:00Z,33.97,66.00
2026-05-21T09:47:00Z,37.31,67.00
2026-05-21T09:48:00Z,38.00,62.00
2026-05-21T09:49:00Z,38.00,65.00
2026-05-21T09:50:00Z,38.00,66.00
2026-05-21T09:51:00Z,38.00,68.78
2026-05-21T09:52:00Z,38.00,73.51
2026-05-21T09:53:00Z,38.00,80.00
2026-05-21T09:54:00Z,20.00,83.08
2026-05-21T09:55:00Z,15.06,85.00
2026-05-21T09:56:00Z,17.00,85.00
2026-05-21T09:57:00Z,16.50,85.00
2026-05-21T09:58:00Z,15.66,85.02
2026-05-21T09:59:00Z,13.93,85.02
2026-05-21T10:01:00Z,13.93,89.00
2026-05-21T10:03:00Z,13.00,89.00
2026-05-21T10:04:00Z,12.00,92.00
2026-05-21T10:06:00Z,8.89,92.39
2026-05-21T10:07:00Z,7.00,92.00
2026-05-21T10:08:00Z,22.64,92.00
2026-05-21T10:09:00Z,6.02,92.00
2026-05-21T10:10:00Z,8.84,92.00
2026-05-21T10:13:00Z,10.00,92.00
2026-05-21T10:15:00Z,10.00,89.00
2026-05-21T10:16:00Z,11.00,90.00
2026-05-21T10:17:00Z,9.82,91.00
2026-05-21T10:18:00Z,10.00,90.00
2026-05-21T10:19:00Z,11.00,90.05
2026-05-21T10:20:00Z,9.56,91.00
2026-05-21T10:22:00Z,9.56,93.00
2026-05-21T10:23:00Z,7.45,93.97
2026-05-21T10:24:00Z,7.45,93.26
2026-05-21T10:25:00Z,6.00,93.26
2026-05-21T10:26:00Z,9.97,91.00
2026-05-21T10:27:00Z,15.36,89.00
2026-05-21T10:28:00Z,12.00,91.73
2026-05-21T10:29:00Z,12.00,92.00
2026-05-21T10:30:00Z,8.97,92.00
2026-05-21T10:31:00Z,10.77,89.36
2026-05-21T10:32:00Z,12.00,89.36
2026-05-21T10:33:00Z,13.31,86.70
2026-05-21T10:35:00Z,10.00,91.00
2026-05-21T10:36:00Z,10.00,91.71
2026-05-21T10:37:00Z,4.11,94.65
2026-05-21T10:38:00Z,6.46,94.65
2026-05-21T10:39:00Z,10.00,88.12
2026-05-21T10:40:00Z,9.55,89.01
2026-05-21T10:41:00Z,12.36,86.89
2026-05-21T10:42:00Z,23.61,73.57
2026-05-21T10:43:00Z,31.34,69.00
2026-05-21T10:44:00Z,34.25,70.00
2026-05-21T10:45:00Z,33.44,67.00
2026-05-21T10:46:00Z,36.26,64.64
2026-05-21T10:47:00Z,36.14,62.00
2026-05-21T10:48:00Z,35.39,64.00
2026-05-21T10:49:00Z,33.41,64.97
2026-05-21T10:50:00Z,34.05,65.09
2026-05-21T10:51:00Z,37.50,66.00
2026-05-21T10:52:00Z,37.50,65.87
2026-05-21T10:54:00Z,44.28,56.56
2026-05-21T10:55:00Z,44.83,52.65
2026-05-21T10:56:00Z,40.80,62.71
2026-05-21T10:57:00Z,34.24,63.96
2026-05-21T10:58:00Z,34.24,67.22
2026-05-21T10:59:00Z,32.37,72.11
2026-05-21T11:00:00Z,35.76,66.00
2026-05-21T11:01:00Z,40.17,60.98
2026-05-21T11:02:00Z,37.00,63.88
2026-05-21T11:03:00Z,37.00,65.57
2026-05-21T11:04:00Z,34.00,66.00
2026-05-21T11:05:00Z,34.32,65.87
2026-05-21T11:06:00Z,30.33,69.00
2026-05-21T11:07:00Z,14.14,87.29
2026-05-21T11:08:00Z,12.31,88.05
2026-05-21T11:09:00Z,8.00,93.18
2026-05-21T11:10:00Z,6.70,93.40
2026-05-21T11:11:00Z,7.00,93.95
2026-05-21T11:12:00Z,8.00,92.97
2026-05-21T11:13:00Z,6.98,93.00
2026-05-21T11:14:00Z,4.00,97.00
2026-05-21T11:15:00Z,4.00,97.00
2026-05-21T11:16:00Z,4.91,97.96
2026-05-21T11:17:00Z,4.58,95.58
2026-05-21T11:18:00Z,4.00,95.15
2026-05-21T11:19:00Z,4.19,96.02
2026-05-21T11:20:00Z,3.52,95.04
2026-05-21T11:21:00Z,1.00,99.00
2026-05-21T11:22:00Z,1.00,99.00
2026-05-21T11:23:00Z,1.00,99.00
