# event_ticker=KXATPCHALLENGERMATCH-26MAR08COLBAR
# final_score=6-0 5-2 RET
# match_winner=Andrea Collarini
# fav_player=Alex Barrena
# dog_player=Andrea Collarini
# kalshi_date=2026-03-08
timestamp,Alex Barrena,Andrea Collarini
2026-03-09T17:37:00Z,28.77,76.79
2026-03-09T17:38:00Z,32.91,68.14
2026-03-09T17:39:00Z,32.77,70.53
2026-03-09T17:40:00Z,32.65,70.85
2026-03-09T17:41:00Z,27.87,72.89
2026-03-09T17:42:00Z,25.26,75.45
2026-03-09T17:43:00Z,21.71,79.48
2026-03-09T17:44:00Z,15.87,86.12
2026-03-09T17:45:00Z,14.49,87.69
2026-03-09T17:46:00Z,18.28,83.00
2026-03-09T17:47:00Z,22.59,80.33
2026-03-09T17:48:00Z,21.30,80.22
2026-03-09T17:49:00Z,19.88,84.31
2026-03-09T17:50:00Z,20.77,82.55
2026-03-09T17:51:00Z,23.44,79.73
2026-03-09T17:52:00Z,20.98,79.78
2026-03-09T17:53:00Z,22.72,80.03
2026-03-09T17:54:00Z,23.23,78.38
2026-03-09T17:55:00Z,22.91,76.80
2026-03-09T17:56:00Z,25.82,80.02
2026-03-09T17:57:00Z,23.35,83.94
2026-03-09T17:58:00Z,25.00,78.05
2026-03-09T17:59:00Z,29.57,73.09
2026-03-09T18:00:00Z,24.02,75.65
2026-03-09T18:01:00Z,26.73,72.90
2026-03-09T18:02:00Z,27.41,73.22
2026-03-09T18:03:00Z,26.68,77.28
2026-03-09T18:04:00Z,14.15,85.54
2026-03-09T18:05:00Z,12.99,87.92
2026-03-09T18:06:00Z,10.95,90.36
2026-03-09T18:07:00Z,8.23,93.54
2026-03-09T18:08:00Z,7.84,91.75
2026-03-09T18:09:00Z,8.45,93.40
2026-03-09T18:10:00Z,11.81,90.00
2026-03-09T18:11:00Z,9.86,93.15
2026-03-09T18:12:00Z,13.44,88.88
2026-03-09T18:13:00Z,15.07,85.41
2026-03-09T18:14:00Z,14.08,88.15
2026-03-09T18:15:00Z,9.34,91.63
2026-03-09T18:16:00Z,11.16,90.17
2026-03-09T18:17:00Z,12.73,87.65
2026-03-09T18:18:00Z,12.34,89.85
2026-03-09T18:19:00Z,17.49,85.03
2026-03-09T18:20:00Z,13.81,89.60
2026-03-09T18:21:00Z,11.24,89.05
2026-03-09T18:22:00Z,9.81,94.33
2026-03-09T18:23:00Z,6.12,94.32
2026-03-09T18:24:00Z,3.84,96.00
2026-03-09T18:25:00Z,1.41,98.93
2026-03-09T18:26:00Z,1.41,99.00
2026-03-09T18:27:00Z,1.00,99.00
2026-03-09T18:28:00Z,1.00,99.00
2026-03-09T18:29:00Z,1.00,99.00
2026-03-09T18:30:00Z,1.00,99.00
2026-03-09T18:31:00Z,1.00,99.00
2026-03-09T18:32:00Z,1.00,99.00
2026-03-09T18:33:00Z,1.00,99.00
