# event_ticker=KXATPMATCH-26FEB13HUMOCO
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Ugo Humbert
# fav_player=Christopher O'Connell
# dog_player=Ugo Humbert
# kalshi_date=2026-02-13
timestamp,Christopher O'Connell,Ugo Humbert
2026-02-13T11:59:00Z,22.00,81.00
2026-02-13T12:00:00Z,22.00,81.00
2026-02-13T12:02:00Z,21.00,81.00
2026-02-13T12:03:00Z,21.00,81.00
2026-02-13T12:04:00Z,21.00,81.00
2026-02-13T12:05:00Z,21.00,80.67
2026-02-13T12:07:00Z,21.00,81.00
2026-02-13T12:08:00Z,21.00,81.00
2026-02-13T12:09:00Z,22.00,80.98
2026-02-13T12:10:00Z,22.00,81.00
2026-02-13T12:11:00Z,21.93,81.00
2026-02-13T12:12:00Z,21.50,78.89
2026-02-13T12:13:00Z,20.53,82.00
2026-02-13T12:14:00Z,19.00,81.86
2026-02-13T12:15:00Z,18.95,83.00
2026-02-13T12:16:00Z,18.09,82.03
2026-02-13T12:17:00Z,18.99,82.01
2026-02-13T12:18:00Z,21.06,80.66
2026-02-13T12:19:00Z,23.46,79.90
2026-02-13T12:20:00Z,19.42,82.00
2026-02-13T12:21:00Z,18.00,83.84
2026-02-13T12:22:00Z,18.00,82.68
2026-02-13T12:23:00Z,19.22,83.00
2026-02-13T12:24:00Z,19.48,82.31
2026-02-13T12:25:00Z,17.22,84.85
2026-02-13T12:26:00Z,17.02,84.57
2026-02-13T12:27:00Z,19.47,83.09
2026-02-13T12:28:00Z,18.09,82.19
2026-02-13T12:29:00Z,18.08,83.69
2026-02-13T12:30:00Z,17.91,83.03
2026-02-13T12:31:00Z,18.00,84.00
2026-02-13T12:32:00Z,17.84,83.38
2026-02-13T12:33:00Z,18.59,83.73
2026-02-13T12:34:00Z,21.21,80.38
2026-02-13T12:35:00Z,20.98,81.00
2026-02-13T12:36:00Z,19.81,83.00
2026-02-13T12:37:00Z,18.00,84.00
2026-02-13T12:38:00Z,18.00,84.00
2026-02-13T12:39:00Z,17.48,84.00
2026-02-13T12:40:00Z,16.01,85.00
2026-02-13T12:41:00Z,19.96,83.72
2026-02-13T12:42:00Z,19.17,83.00
2026-02-13T12:43:00Z,20.98,81.60
2026-02-13T12:44:00Z,20.74,81.95
2026-02-13T12:45:00Z,20.38,80.18
2026-02-13T12:46:00Z,19.46,82.84
2026-02-13T12:47:00Z,21.24,80.40
2026-02-13T12:48:00Z,18.97,81.33
2026-02-13T12:49:00Z,19.00,82.00
2026-02-13T12:50:00Z,17.44,82.44
2026-02-13T12:51:00Z,16.72,84.08
2026-02-13T12:52:00Z,15.41,86.25
2026-02-13T12:53:00Z,10.63,90.05
2026-02-13T12:54:00Z,7.74,93.23
2026-02-13T12:55:00Z,8.11,93.60
2026-02-13T12:56:00Z,8.00,93.00
2026-02-13T12:57:00Z,7.99,92.80
2026-02-13T12:58:00Z,7.96,93.99
2026-02-13T12:59:00Z,7.72,93.26
2026-02-13T13:00:00Z,7.14,94.19
2026-02-13T13:01:00Z,7.81,94.31
2026-02-13T13:02:00Z,7.21,93.65
2026-02-13T13:03:00Z,8.08,92.10
2026-02-13T13:04:00Z,5.85,95.27
2026-02-13T13:05:00Z,4.81,97.10
2026-02-13T13:06:00Z,2.58,97.89
2026-02-13T13:07:00Z,2.82,98.97
2026-02-13T13:08:00Z,3.79,97.03
2026-02-13T13:09:00Z,4.29,96.44
2026-02-13T13:10:00Z,2.91,98.64
2026-02-13T13:11:00Z,2.19,98.00
2026-02-13T13:12:00Z,2.07,98.94
2026-02-13T13:13:00Z,2.68,97.85
2026-02-13T13:14:00Z,2.51,97.09
2026-02-13T13:15:00Z,1.23,98.94
2026-02-13T13:16:00Z,1.12,98.94
2026-02-13T13:17:00Z,1.00,99.00
2026-02-13T13:18:00Z,1.00,99.00
2026-02-13T13:19:00Z,1.00,99.00
2026-02-13T13:20:00Z,1.00,99.00
2026-02-13T13:21:00Z,1.00,99.00
2026-02-13T13:22:00Z,1.00,99.00
2026-02-13T13:23:00Z,1.00,99.00
2026-02-13T13:25:00Z,1.00,99.00
2026-02-13T13:26:00Z,1.00,99.00
2026-02-13T13:27:00Z,1.00,99.00
2026-02-13T13:29:00Z,1.00,99.00
2026-02-13T13:31:00Z,1.00,99.00
