# event_ticker=KXATPCHALLENGERMATCH-26JUN03BOSMRV
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Maxim Mrva
# fav_player=Pedro Boscardin Dias
# dog_player=Maxim Mrva
# kalshi_date=2026-06-03
timestamp,Pedro Boscardin Dias,Maxim Mrva
2026-06-03T13:01:00Z,24.86,76.98
2026-06-03T13:02:00Z,23.00,78.50
2026-06-03T13:03:00Z,22.00,79.00
2026-06-03T13:04:00Z,22.00,79.09
2026-06-03T13:05:00Z,21.98,80.77
2026-06-03T13:06:00Z,23.85,77.00
2026-06-03T13:07:00Z,22.00,79.00
2026-06-03T13:08:00Z,17.34,80.25
2026-06-03T13:09:00Z,16.25,84.00
2026-06-03T13:10:00Z,17.00,83.91
2026-06-03T13:11:00Z,17.56,83.98
2026-06-03T13:12:00Z,17.17,82.75
2026-06-03T13:13:00Z,19.67,81.00
2026-06-03T13:14:00Z,20.00,81.00
2026-06-03T13:15:00Z,21.00,79.98
2026-06-03T13:16:00Z,22.00,78.00
2026-06-03T13:17:00Z,22.55,78.66
2026-06-03T13:18:00Z,22.10,77.85
2026-06-03T13:19:00Z,23.21,78.65
2026-06-03T13:20:00Z,27.66,71.00
2026-06-03T13:21:00Z,26.97,73.21
2026-06-03T13:22:00Z,32.61,67.56
2026-06-03T13:23:00Z,35.23,64.00
2026-06-03T13:24:00Z,33.61,65.87
2026-06-03T13:25:00Z,30.34,68.01
2026-06-03T13:26:00Z,23.79,75.38
2026-06-03T13:27:00Z,19.00,82.00
2026-06-03T13:28:00Z,19.00,82.00
2026-06-03T13:29:00Z,19.00,82.00
2026-06-03T13:30:00Z,19.02,80.16
2026-06-03T13:31:00Z,23.35,78.03
2026-06-03T13:32:00Z,28.45,72.81
2026-06-03T13:33:00Z,27.43,72.26
2026-06-03T13:34:00Z,24.72,76.11
2026-06-03T13:35:00Z,27.69,75.00
2026-06-03T13:36:00Z,22.05,76.52
2026-06-03T13:37:00Z,17.00,81.00
2026-06-03T13:38:00Z,19.00,81.00
2026-06-03T13:39:00Z,21.00,81.00
2026-06-03T13:40:00Z,27.88,70.72
2026-06-03T13:41:00Z,30.25,70.72
2026-06-03T13:42:00Z,31.00,70.00
2026-06-03T13:43:00Z,33.81,70.00
2026-06-03T13:44:00Z,36.18,63.99
2026-06-03T13:45:00Z,39.76,62.69
2026-06-03T13:46:00Z,35.91,64.84
2026-06-03T13:47:00Z,34.05,66.14
2026-06-03T13:48:00Z,34.00,65.06
2026-06-03T13:49:00Z,37.81,63.30
2026-06-03T13:50:00Z,39.91,60.00
2026-06-03T13:51:00Z,39.55,61.00
2026-06-03T13:52:00Z,38.07,62.03
2026-06-03T13:53:00Z,42.07,59.10
2026-06-03T13:54:00Z,43.21,58.03
2026-06-03T13:55:00Z,42.59,57.36
2026-06-03T13:56:00Z,43.46,57.69
2026-06-03T13:57:00Z,42.29,58.19
2026-06-03T13:58:00Z,39.77,60.61
2026-06-03T13:59:00Z,39.00,63.00
2026-06-03T14:00:00Z,39.00,62.00
2026-06-03T14:01:00Z,41.17,60.42
2026-06-03T14:02:00Z,43.04,57.06
2026-06-03T14:03:00Z,39.91,61.54
2026-06-03T14:04:00Z,33.83,66.64
2026-06-03T14:05:00Z,34.41,67.11
2026-06-03T14:06:00Z,39.28,61.56
2026-06-03T14:07:00Z,32.60,67.14
2026-06-03T14:08:00Z,24.97,74.75
2026-06-03T14:09:00Z,30.95,75.88
2026-06-03T14:10:00Z,29.37,68.87
2026-06-03T14:11:00Z,27.25,74.13
2026-06-03T14:12:00Z,21.69,79.18
2026-06-03T14:13:00Z,18.00,81.70
2026-06-03T14:14:00Z,16.08,84.08
2026-06-03T14:15:00Z,12.57,90.01
2026-06-03T14:16:00Z,8.13,92.45
2026-06-03T14:17:00Z,6.70,95.86
2026-06-03T14:18:00Z,2.82,97.92
2026-06-03T14:19:00Z,2.82,99.00
2026-06-03T14:21:00Z,2.82,99.00
2026-06-03T14:22:00Z,2.82,99.00
