# event_ticker=KXATPCHALLENGERMATCH-26APR07HERPOL
# final_score=7-5 6-4
# match_winner=Alex Hernandez
# fav_player=Alex Hernandez
# dog_player=Karl Poling
# kalshi_date=2026-04-07
timestamp,Alex Hernandez,Karl Poling
2026-04-07T20:02:00Z,92.00,8.71
2026-04-07T20:03:00Z,92.99,7.15
2026-04-07T20:04:00Z,94.62,5.68
2026-04-07T20:05:00Z,96.05,3.10
2026-04-07T20:06:00Z,97.14,3.50
2026-04-07T20:07:00Z,96.01,4.28
2026-04-07T20:08:00Z,97.98,2.06
2026-04-07T20:09:00Z,99.00,2.00
2026-04-07T20:10:00Z,98.59,1.98
2026-04-07T20:11:00Z,98.17,2.00
2026-04-07T20:12:00Z,97.08,2.44
2026-04-07T20:13:00Z,97.98,1.68
2026-04-07T20:14:00Z,98.58,3.01
2026-04-07T20:15:00Z,98.75,1.55
2026-04-07T20:16:00Z,98.89,2.66
2026-04-07T20:17:00Z,98.39,2.22
2026-04-07T20:18:00Z,98.00,2.79
2026-04-07T20:19:00Z,99.00,1.00
2026-04-07T20:20:00Z,99.00,1.00
2026-04-07T20:21:00Z,99.00,1.00
2026-04-07T20:22:00Z,99.00,1.00
2026-04-07T20:23:00Z,99.00,1.00
2026-04-07T20:24:00Z,99.00,1.08
2026-04-07T20:25:00Z,98.41,1.98
2026-04-07T20:26:00Z,98.02,1.18
2026-04-07T20:27:00Z,98.17,3.06
2026-04-07T20:28:00Z,97.41,3.44
2026-04-07T20:29:00Z,96.86,4.19
2026-04-07T20:30:00Z,97.43,2.96
2026-04-07T20:31:00Z,96.00,5.02
2026-04-07T20:32:00Z,95.71,5.59
2026-04-07T20:33:00Z,94.00,6.87
2026-04-07T20:34:00Z,96.90,3.37
2026-04-07T20:35:00Z,98.73,1.04
2026-04-07T20:36:00Z,99.00,1.00
2026-04-07T20:38:00Z,99.00,1.00
