# event_ticker=KXATPCHALLENGERMATCH-26MAY11DIADEL
# final_score=6-2 7-6(6)
# score_resolution=6-2 7-6
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Facundo Diaz Acosta
# kalshi_date=2026-05-11
timestamp,Facundo Diaz Acosta,Hugo Dellien
2026-05-12T18:09:00Z,42.15,58.02
2026-05-12T18:10:00Z,35.40,66.63
2026-05-12T18:11:00Z,38.02,63.94
2026-05-12T18:12:00Z,31.73,67.82
2026-05-12T18:13:00Z,32.45,66.50
2026-05-12T18:14:00Z,36.38,63.99
2026-05-12T18:15:00Z,38.58,61.25
2026-05-12T18:16:00Z,39.80,63.76
2026-05-12T18:17:00Z,37.62,64.13
2026-05-12T18:18:00Z,34.12,66.84
2026-05-12T18:19:00Z,29.04,72.80
2026-05-12T18:20:00Z,32.13,74.61
2026-05-12T18:21:00Z,31.14,76.75
2026-05-12T18:22:00Z,35.68,66.02
2026-05-12T18:23:00Z,32.24,68.68
2026-05-12T18:24:00Z,29.47,72.34
2026-05-12T18:25:00Z,33.87,67.34
2026-05-12T18:26:00Z,26.25,74.14
2026-05-12T18:27:00Z,15.25,85.13
2026-05-12T18:28:00Z,8.48,94.48
2026-05-12T18:29:00Z,3.57,97.18
2026-05-12T18:30:00Z,1.30,98.54
2026-05-12T18:31:00Z,6.84,97.09
2026-05-12T18:32:00Z,15.90,83.03
2026-05-12T18:33:00Z,20.22,78.23
2026-05-12T18:34:00Z,9.74,91.63
2026-05-12T18:35:00Z,1.00,99.00
2026-05-12T18:36:00Z,1.00,99.00
2026-05-12T18:37:00Z,1.00,99.00
2026-05-12T18:38:00Z,1.00,99.00
2026-05-12T18:39:00Z,1.00,99.00
2026-05-12T18:40:00Z,1.00,99.00
2026-05-12T18:41:00Z,1.00,99.00
2026-05-12T18:42:00Z,1.00,99.00
