# event_ticker=KXATPMATCH-26FEB10SHIKEC
# final_score=6-7(3) 6-3 7-6(3)
# score_resolution=6-7 6-3 7-6
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Sho Shimabukuro
# kalshi_date=2026-02-10
timestamp,Miomir Kecmanovic,Sho Shimabukuro
2026-02-10T19:43:00Z,52.72,46.61
2026-02-10T19:44:00Z,56.48,42.77
2026-02-10T19:45:00Z,56.52,44.24
2026-02-10T19:46:00Z,53.73,48.07
2026-02-10T19:47:00Z,51.00,50.41
2026-02-10T19:48:00Z,50.00,50.98
2026-02-10T19:49:00Z,51.55,50.00
2026-02-10T19:50:00Z,54.70,45.94
2026-02-10T19:51:00Z,57.79,43.98
2026-02-10T19:52:00Z,54.07,47.16
2026-02-10T19:53:00Z,50.30,50.22
2026-02-10T19:54:00Z,51.00,50.59
2026-02-10T19:55:00Z,47.66,51.55
2026-02-10T19:56:00Z,51.22,49.92
2026-02-10T19:57:00Z,53.14,47.91
2026-02-10T19:58:00Z,52.65,48.55
2026-02-10T19:59:00Z,46.84,52.49
2026-02-10T20:00:00Z,46.49,53.49
2026-02-10T20:01:00Z,45.52,55.13
2026-02-10T20:02:00Z,45.91,53.15
2026-02-10T20:03:00Z,51.86,49.82
2026-02-10T20:04:00Z,49.92,51.17
2026-02-10T20:05:00Z,48.13,52.15
2026-02-10T20:06:00Z,39.75,58.85
2026-02-10T20:07:00Z,36.30,64.97
2026-02-10T20:08:00Z,41.41,60.20
2026-02-10T20:09:00Z,36.90,67.68
2026-02-10T20:10:00Z,26.82,74.18
2026-02-10T20:11:00Z,27.62,74.07
2026-02-10T20:12:00Z,27.93,74.04
2026-02-10T20:13:00Z,34.55,69.68
2026-02-10T20:14:00Z,29.73,70.30
2026-02-10T20:15:00Z,29.73,68.01
2026-02-10T20:16:00Z,30.75,69.80
2026-02-10T20:17:00Z,27.84,73.23
2026-02-10T20:18:00Z,28.93,72.75
2026-02-10T20:19:00Z,31.77,69.57
2026-02-10T20:20:00Z,32.41,68.85
2026-02-10T20:21:00Z,32.09,69.80
2026-02-10T20:22:00Z,35.58,66.28
2026-02-10T20:23:00Z,38.32,62.76
2026-02-10T20:24:00Z,39.75,57.45
2026-02-10T20:25:00Z,50.10,50.21
2026-02-10T20:26:00Z,54.04,46.09
2026-02-10T20:27:00Z,58.16,46.44
2026-02-10T20:28:00Z,55.10,38.53
2026-02-10T20:29:00Z,56.86,43.97
2026-02-10T20:30:00Z,55.44,46.18
2026-02-10T20:31:00Z,54.30,45.38
2026-02-10T20:32:00Z,55.23,45.99
2026-02-10T20:33:00Z,53.98,46.58
2026-02-10T20:34:00Z,56.64,43.04
2026-02-10T20:35:00Z,57.90,40.66
2026-02-10T20:36:00Z,59.08,41.93
2026-02-10T20:37:00Z,55.74,44.51
2026-02-10T20:38:00Z,55.83,45.19
2026-02-10T20:39:00Z,57.81,42.18
2026-02-10T20:40:00Z,58.63,41.67
2026-02-10T20:41:00Z,58.71,41.99
2026-02-10T20:42:00Z,57.13,43.44
2026-02-10T20:43:00Z,56.78,44.78
2026-02-10T20:44:00Z,56.90,44.10
2026-02-10T20:45:00Z,56.89,44.11
2026-02-10T20:46:00Z,55.55,44.62
2026-02-10T20:47:00Z,50.31,50.13
2026-02-10T20:48:00Z,52.87,48.27
2026-02-10T20:49:00Z,55.01,47.52
2026-02-10T20:50:00Z,56.97,44.68
2026-02-10T20:51:00Z,59.73,40.43
2026-02-10T20:52:00Z,56.70,43.16
2026-02-10T20:53:00Z,56.38,45.68
2026-02-10T20:54:00Z,53.65,47.10
2026-02-10T20:55:00Z,50.78,50.11
2026-02-10T20:56:00Z,50.02,52.55
2026-02-10T20:57:00Z,45.66,52.70
2026-02-10T20:58:00Z,55.28,45.28
2026-02-10T20:59:00Z,58.83,41.50
2026-02-10T21:00:00Z,55.06,42.66
2026-02-10T21:01:00Z,55.77,43.10
2026-02-10T21:02:00Z,50.18,49.78
2026-02-10T21:03:00Z,49.11,52.10
2026-02-10T21:04:00Z,46.92,54.19
2026-02-10T21:05:00Z,56.69,44.83
2026-02-10T21:06:00Z,56.27,50.77
2026-02-10T21:07:00Z,50.29,50.54
2026-02-10T21:08:00Z,49.26,51.87
2026-02-10T21:09:00Z,47.11,53.62
2026-02-10T21:10:00Z,35.02,62.70
2026-02-10T21:11:00Z,47.09,52.96
2026-02-10T21:12:00Z,51.63,48.16
2026-02-10T21:13:00Z,54.41,47.41
2026-02-10T21:14:00Z,43.81,56.03
2026-02-10T21:15:00Z,43.72,56.95
2026-02-10T21:16:00Z,43.49,59.52
2026-02-10T21:17:00Z,47.16,53.41
2026-02-10T21:18:00Z,52.05,49.46
2026-02-10T21:19:00Z,48.80,52.54
2026-02-10T21:20:00Z,42.00,57.89
2026-02-10T21:21:00Z,42.37,57.98
2026-02-10T21:22:00Z,42.90,56.53
2026-02-10T21:23:00Z,47.57,53.92
2026-02-10T21:24:00Z,54.65,42.11
2026-02-10T21:25:00Z,76.84,22.62
2026-02-10T21:26:00Z,80.88,19.24
2026-02-10T21:27:00Z,75.09,23.13
2026-02-10T21:28:00Z,86.27,11.09
2026-02-10T21:29:00Z,95.67,3.92
2026-02-10T21:30:00Z,98.22,1.97
2026-02-10T21:31:00Z,99.00,1.00
2026-02-10T21:32:00Z,99.00,1.00
2026-02-10T21:33:00Z,99.00,1.00
2026-02-10T21:34:00Z,99.00,1.00
2026-02-10T21:35:00Z,99.00,1.00
2026-02-10T21:36:00Z,99.00,1.00
2026-02-10T21:37:00Z,99.00,1.00
