# event_ticker=KXATPCHALLENGERMATCH-26MAR10PERROM
# final_score=6-3 4-6 6-3
# match_winner=Filippo Romano
# fav_player=Filippo Romano
# dog_player=Raphael Perot
# kalshi_date=2026-03-10
timestamp,Filippo Romano,Raphael Perot
2026-03-10T17:02:00Z,68.19,31.00
2026-03-10T17:03:00Z,71.87,27.70
2026-03-10T17:04:00Z,71.00,26.53
2026-03-10T17:05:00Z,72.11,24.97
2026-03-10T17:06:00Z,69.04,30.79
2026-03-10T17:07:00Z,72.17,30.79
2026-03-10T17:08:00Z,68.78,32.97
2026-03-10T17:09:00Z,59.41,34.41
2026-03-10T17:10:00Z,72.00,26.00
2026-03-10T17:11:00Z,73.00,27.99
2026-03-10T17:12:00Z,72.20,31.73
2026-03-10T17:13:00Z,66.59,35.19
2026-03-10T17:14:00Z,67.14,35.00
2026-03-10T17:15:00Z,72.17,31.84
2026-03-10T17:16:00Z,73.52,27.46
2026-03-10T17:17:00Z,74.32,27.21
2026-03-10T17:18:00Z,74.97,24.10
2026-03-10T17:19:00Z,76.17,23.34
2026-03-10T17:20:00Z,72.29,27.16
2026-03-10T17:21:00Z,75.00,28.00
2026-03-10T17:22:00Z,72.00,28.54
2026-03-10T17:23:00Z,72.07,28.89
2026-03-10T17:24:00Z,71.00,31.00
2026-03-10T17:25:00Z,71.31,29.96
2026-03-10T17:26:00Z,70.86,31.18
2026-03-10T17:27:00Z,71.62,32.38
2026-03-10T17:28:00Z,68.00,33.90
2026-03-10T17:29:00Z,64.49,37.49
2026-03-10T17:30:00Z,69.88,29.64
2026-03-10T17:31:00Z,81.76,25.09
2026-03-10T17:32:00Z,79.46,21.15
2026-03-10T17:33:00Z,75.49,22.77
2026-03-10T17:34:00Z,71.33,27.59
2026-03-10T17:35:00Z,68.79,32.05
2026-03-10T17:36:00Z,67.99,32.57
2026-03-10T17:37:00Z,67.90,34.70
2026-03-10T17:38:00Z,68.20,34.70
2026-03-10T17:39:00Z,71.10,28.61
2026-03-10T17:40:00Z,72.54,28.02
2026-03-10T17:41:00Z,78.42,21.84
2026-03-10T17:42:00Z,82.73,20.93
2026-03-10T17:43:00Z,84.35,25.24
2026-03-10T17:44:00Z,71.48,32.28
2026-03-10T17:45:00Z,68.00,32.32
2026-03-10T17:46:00Z,68.00,33.94
2026-03-10T17:47:00Z,70.46,32.18
2026-03-10T17:48:00Z,73.41,27.29
2026-03-10T17:49:00Z,72.74,28.71
2026-03-10T17:50:00Z,71.22,29.63
2026-03-10T17:51:00Z,70.10,32.10
2026-03-10T17:52:00Z,72.44,29.96
2026-03-10T17:53:00Z,69.07,32.35
2026-03-10T17:54:00Z,69.00,32.35
2026-03-10T17:55:00Z,64.44,36.51
2026-03-10T17:56:00Z,63.37,41.43
2026-03-10T17:57:00Z,59.63,39.82
2026-03-10T17:58:00Z,55.20,51.28
2026-03-10T17:59:00Z,42.91,57.39
2026-03-10T18:00:00Z,43.44,56.58
2026-03-10T18:01:00Z,47.54,58.90
2026-03-10T18:02:00Z,54.63,46.01
2026-03-10T18:03:00Z,47.88,49.50
2026-03-10T18:04:00Z,52.42,48.61
2026-03-10T18:05:00Z,48.95,52.25
2026-03-10T18:06:00Z,48.63,53.74
2026-03-10T18:07:00Z,58.02,41.30
2026-03-10T18:08:00Z,65.71,31.00
2026-03-10T18:09:00Z,70.82,29.47
2026-03-10T18:10:00Z,72.93,30.07
2026-03-10T18:11:00Z,73.71,24.33
2026-03-10T18:12:00Z,70.23,29.18
2026-03-10T18:13:00Z,62.69,38.44
2026-03-10T18:14:00Z,70.58,32.69
2026-03-10T18:15:00Z,75.71,26.15
2026-03-10T18:16:00Z,73.56,27.79
2026-03-10T18:17:00Z,77.06,23.84
2026-03-10T18:18:00Z,75.56,21.21
2026-03-10T18:19:00Z,82.87,16.22
2026-03-10T18:20:00Z,84.79,18.48
2026-03-10T18:21:00Z,82.95,16.74
2026-03-10T18:22:00Z,74.91,25.52
2026-03-10T18:23:00Z,73.81,26.94
2026-03-10T18:24:00Z,74.05,25.93
2026-03-10T18:25:00Z,74.47,25.02
2026-03-10T18:26:00Z,79.89,20.10
2026-03-10T18:27:00Z,78.98,20.73
2026-03-10T18:28:00Z,77.33,22.90
2026-03-10T18:29:00Z,80.59,21.19
2026-03-10T18:30:00Z,82.45,21.97
2026-03-10T18:31:00Z,84.14,13.80
2026-03-10T18:32:00Z,81.18,20.18
2026-03-10T18:33:00Z,78.54,22.18
2026-03-10T18:34:00Z,78.92,21.63
2026-03-10T18:35:00Z,79.76,21.68
2026-03-10T18:36:00Z,80.00,24.66
2026-03-10T18:37:00Z,81.54,21.83
2026-03-10T18:38:00Z,85.92,15.94
2026-03-10T18:39:00Z,84.58,16.81
2026-03-10T18:40:00Z,83.25,16.79
2026-03-10T18:41:00Z,84.91,14.44
2026-03-10T18:42:00Z,82.60,18.96
2026-03-10T18:43:00Z,83.17,18.50
2026-03-10T18:44:00Z,88.72,12.78
2026-03-10T18:45:00Z,88.92,12.83
2026-03-10T18:46:00Z,92.00,8.32
2026-03-10T18:47:00Z,93.70,5.18
2026-03-10T18:48:00Z,93.94,5.32
2026-03-10T18:49:00Z,97.36,1.34
2026-03-10T18:50:00Z,99.00,1.34
2026-03-10T18:51:00Z,99.00,1.00
2026-03-10T18:52:00Z,99.00,1.00
