# event_ticker=KXATPMATCH-26JAN06DJEGIR
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Marcos Giron
# fav_player=Laslo Djere
# dog_player=Marcos Giron
# kalshi_date=2026-01-06
timestamp,Laslo Djere,Marcos Giron
2026-01-06T10:38:00Z,8.29,91.33
2026-01-06T10:39:00Z,6.00,94.50
2026-01-06T10:40:00Z,5.05,94.68
2026-01-06T10:41:00Z,7.67,94.00
2026-01-06T10:42:00Z,3.49,95.59
2026-01-06T10:43:00Z,3.04,96.95
2026-01-06T10:44:00Z,3.00,97.00
2026-01-06T10:45:00Z,3.00,98.00
2026-01-06T10:46:00Z,1.42,98.80
2026-01-06T10:47:00Z,1.00,99.00
2026-01-06T10:48:00Z,1.00,99.00
2026-01-06T10:49:00Z,1.00,99.00
2026-01-06T10:51:00Z,1.00,99.00
2026-01-06T10:52:00Z,1.00,99.00
2026-01-06T10:53:00Z,1.00,99.00
2026-01-06T10:54:00Z,1.00,99.00
2026-01-06T10:58:00Z,1.00,99.00
2026-01-06T10:59:00Z,1.00,99.00
