# event_ticker=KXATPCHALLENGERMATCH-26MAR24DODLAN
# final_score=3-6 7-5 6-2
# score_resolution=6-3 5-7 2-6
# match_winner=Matej Dodig
# fav_player=Christian Langmo
# dog_player=Matej Dodig
# kalshi_date=2026-03-24
timestamp,Christian Langmo,Matej Dodig
2026-03-24T12:16:00Z,46.81,53.54
2026-03-24T12:17:00Z,44.22,56.19
2026-03-24T12:18:00Z,42.33,59.59
2026-03-24T12:19:00Z,41.55,58.26
2026-03-24T12:20:00Z,44.98,56.05
2026-03-24T12:21:00Z,46.91,52.98
2026-03-24T12:22:00Z,45.18,55.20
2026-03-24T12:23:00Z,44.66,55.40
2026-03-24T12:24:00Z,49.42,58.82
2026-03-24T12:25:00Z,39.52,60.00
2026-03-24T12:26:00Z,41.21,59.68
2026-03-24T12:27:00Z,39.26,59.09
2026-03-24T12:28:00Z,41.23,60.83
2026-03-24T12:29:00Z,46.21,54.77
2026-03-24T12:30:00Z,49.85,49.84
2026-03-24T12:31:00Z,50.07,50.19
2026-03-24T12:32:00Z,48.16,51.35
2026-03-24T12:33:00Z,44.08,55.51
2026-03-24T12:34:00Z,45.00,56.00
2026-03-24T12:35:00Z,47.33,52.85
2026-03-24T12:36:00Z,60.70,52.73
2026-03-24T12:37:00Z,52.79,51.88
2026-03-24T12:38:00Z,51.03,51.08
2026-03-24T12:39:00Z,46.21,55.09
2026-03-24T12:40:00Z,45.35,55.37
2026-03-24T12:41:00Z,45.76,56.00
2026-03-24T12:42:00Z,49.33,55.63
2026-03-24T12:43:00Z,49.10,52.99
2026-03-24T12:44:00Z,51.63,50.70
2026-03-24T12:45:00Z,53.56,49.09
2026-03-24T12:46:00Z,52.01,51.37
2026-03-24T12:47:00Z,47.71,53.65
2026-03-24T12:48:00Z,47.60,53.93
2026-03-24T12:49:00Z,49.19,54.00
2026-03-24T12:50:00Z,47.13,54.90
2026-03-24T12:51:00Z,31.06,67.93
2026-03-24T12:52:00Z,21.94,75.49
2026-03-24T12:53:00Z,22.67,77.19
2026-03-24T12:54:00Z,23.67,75.17
2026-03-24T12:55:00Z,25.22,77.54
2026-03-24T12:56:00Z,21.25,78.95
2026-03-24T12:57:00Z,19.98,81.45
2026-03-24T12:58:00Z,22.47,79.91
2026-03-24T12:59:00Z,24.12,77.96
2026-03-24T13:00:00Z,19.44,82.18
2026-03-24T13:01:00Z,22.94,81.14
2026-03-24T13:02:00Z,23.85,77.92
2026-03-24T13:03:00Z,24.07,76.87
2026-03-24T13:04:00Z,19.92,80.21
2026-03-24T13:05:00Z,23.92,77.06
2026-03-24T13:06:00Z,21.27,79.00
2026-03-24T13:07:00Z,22.42,78.68
2026-03-24T13:08:00Z,31.96,75.18
2026-03-24T13:09:00Z,28.73,73.37
2026-03-24T13:10:00Z,32.25,70.75
2026-03-24T13:11:00Z,31.52,71.60
2026-03-24T13:12:00Z,26.80,74.08
2026-03-24T13:13:00Z,25.96,75.41
2026-03-24T13:14:00Z,25.33,78.22
2026-03-24T13:15:00Z,13.88,85.40
2026-03-24T13:16:00Z,7.54,91.96
2026-03-24T13:17:00Z,4.17,95.91
2026-03-24T13:18:00Z,2.75,98.57
2026-03-24T13:19:00Z,1.32,98.99
2026-03-24T13:20:00Z,2.63,98.27
2026-03-24T13:21:00Z,4.45,95.50
2026-03-24T13:22:00Z,1.40,97.95
2026-03-24T13:23:00Z,2.00,98.78
2026-03-24T13:24:00Z,1.82,98.91
2026-03-24T13:25:00Z,1.78,98.72
2026-03-24T13:26:00Z,1.29,98.98
2026-03-24T13:27:00Z,1.00,98.30
2026-03-24T13:28:00Z,1.00,99.00
2026-03-24T13:29:00Z,1.00,99.00
2026-03-24T13:30:00Z,1.00,99.00
2026-03-24T13:31:00Z,1.00,99.00
2026-03-24T13:32:00Z,1.00,99.00
2026-03-24T13:33:00Z,1.00,99.00
