# event_ticker=KXATPCHALLENGERMATCH-26APR29POTKOV
# final_score=6-3 7-6(6)
# score_resolution=6-3 7-6
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Luca Potenza
# kalshi_date=2026-04-29
timestamp,Luca Potenza,Aleksandar Kovacevic
2026-04-29T09:41:00Z,10.00,91.98
2026-04-29T09:42:00Z,9.00,92.00
2026-04-29T09:43:00Z,8.94,92.00
2026-04-29T09:44:00Z,8.94,92.00
2026-04-29T09:45:00Z,8.94,91.49
2026-04-29T09:46:00Z,7.00,92.91
2026-04-29T09:47:00Z,5.79,92.91
2026-04-29T09:48:00Z,8.00,92.91
2026-04-29T09:49:00Z,6.91,93.00
2026-04-29T09:50:00Z,8.38,91.00
2026-04-29T09:51:00Z,10.00,90.00
2026-04-29T09:52:00Z,10.00,90.00
2026-04-29T09:53:00Z,10.00,92.00
2026-04-29T09:54:00Z,6.00,91.10
2026-04-29T09:55:00Z,10.00,89.02
2026-04-29T09:56:00Z,11.00,89.00
2026-04-29T09:58:00Z,11.00,92.00
2026-04-29T09:59:00Z,10.48,91.72
2026-04-29T10:00:00Z,11.59,90.00
2026-04-29T10:01:00Z,11.26,89.00
2026-04-29T10:02:00Z,11.00,89.89
2026-04-29T10:03:00Z,11.48,89.00
2026-04-29T10:04:00Z,11.48,90.00
2026-04-29T10:05:00Z,11.48,90.00
2026-04-29T10:07:00Z,10.00,91.00
2026-04-29T10:08:00Z,10.84,90.00
2026-04-29T10:09:00Z,8.00,90.00
2026-04-29T10:10:00Z,11.00,89.05
2026-04-29T10:11:00Z,13.00,89.00
2026-04-29T10:12:00Z,12.00,88.00
2026-04-29T10:13:00Z,11.45,88.00
2026-04-29T10:14:00Z,11.00,91.00
2026-04-29T10:15:00Z,12.00,89.15
2026-04-29T10:16:00Z,13.00,88.00
2026-04-29T10:17:00Z,11.79,89.92
2026-04-29T10:18:00Z,12.23,89.92
2026-04-29T10:19:00Z,13.00,89.00
2026-04-29T10:20:00Z,11.03,89.93
2026-04-29T10:21:00Z,9.27,91.00
2026-04-29T10:22:00Z,11.71,91.57
2026-04-29T10:23:00Z,12.73,91.57
2026-04-29T10:24:00Z,7.94,92.23
2026-04-29T10:25:00Z,3.15,98.64
2026-04-29T10:26:00Z,1.29,98.01
2026-04-29T10:27:00Z,2.01,98.04
2026-04-29T10:28:00Z,4.41,95.19
2026-04-29T10:29:00Z,6.54,95.17
2026-04-29T10:30:00Z,6.10,95.74
2026-04-29T10:31:00Z,9.64,92.00
2026-04-29T10:32:00Z,8.19,92.82
2026-04-29T10:33:00Z,12.54,88.15
2026-04-29T10:34:00Z,12.60,88.99
2026-04-29T10:35:00Z,13.96,88.00
2026-04-29T10:36:00Z,12.82,86.46
2026-04-29T10:37:00Z,12.59,88.39
2026-04-29T10:38:00Z,11.04,89.05
2026-04-29T10:39:00Z,12.90,89.20
2026-04-29T10:40:00Z,9.50,90.12
2026-04-29T10:41:00Z,4.65,94.40
2026-04-29T10:42:00Z,4.72,97.01
2026-04-29T10:43:00Z,5.30,97.30
2026-04-29T10:44:00Z,3.30,97.95
2026-04-29T10:45:00Z,5.92,95.07
2026-04-29T10:46:00Z,10.39,91.68
2026-04-29T10:47:00Z,9.88,93.24
2026-04-29T10:48:00Z,12.64,91.03
2026-04-29T10:49:00Z,3.11,97.51
2026-04-29T10:50:00Z,3.11,99.00
2026-04-29T10:51:00Z,3.11,99.00
2026-04-29T10:52:00Z,3.11,99.00
2026-04-29T10:53:00Z,3.11,99.00
