# event_ticker=KXATPCHALLENGERMATCH-26MAY12MONBAR
# final_score=1-6 7-6(3) 4-0 RET
# match_winner=Inaki Montes-De La Torre
# fav_player=Inaki Montes-de la Torre
# dog_player=Alex Barrena
# kalshi_date=2026-05-12
timestamp,Inaki Montes-de la Torre,Alex Barrena
2026-05-12T14:21:00Z,94.00,5.98
2026-05-12T14:22:00Z,94.84,7.52
2026-05-12T14:23:00Z,91.48,8.98
2026-05-12T14:24:00Z,87.46,12.38
2026-05-12T14:25:00Z,89.68,12.03
2026-05-12T14:26:00Z,91.65,7.69
2026-05-12T14:27:00Z,96.58,4.02
2026-05-12T14:28:00Z,97.04,2.96
2026-05-12T14:29:00Z,98.68,1.67
2026-05-12T14:31:00Z,99.00,1.67
