# event_ticker=KXATPCHALLENGERMATCH-26FEB24CASNES
# final_score=7-6(3) 4-6 6-4
# score_resolution=6-7 6-4 4-6
# match_winner=Petr Nesterov
# fav_player=Murphy Cassone
# dog_player=Pyotr Nesterov
# kalshi_date=2026-02-24
timestamp,Murphy Cassone,Pyotr Nesterov
2026-02-24T10:04:00Z,58.06,44.74
2026-02-24T10:05:00Z,62.98,37.58
2026-02-24T10:06:00Z,60.96,41.04
2026-02-24T10:07:00Z,61.39,42.03
2026-02-24T10:08:00Z,63.97,38.45
2026-02-24T10:09:00Z,64.65,39.90
2026-02-24T10:10:00Z,60.46,38.42
2026-02-24T10:11:00Z,63.78,36.44
2026-02-24T10:12:00Z,67.39,33.03
2026-02-24T10:13:00Z,67.40,33.56
2026-02-24T10:14:00Z,63.61,35.19
2026-02-24T10:15:00Z,62.40,40.00
2026-02-24T10:16:00Z,64.42,42.34
2026-02-24T10:17:00Z,61.03,43.62
2026-02-24T10:18:00Z,54.26,49.96
2026-02-24T10:19:00Z,44.65,58.78
2026-02-24T10:20:00Z,35.33,64.46
2026-02-24T10:21:00Z,36.00,66.98
2026-02-24T10:22:00Z,34.57,67.13
2026-02-24T10:23:00Z,44.74,66.97
2026-02-24T10:24:00Z,38.67,64.30
2026-02-24T10:25:00Z,50.28,50.08
2026-02-24T10:26:00Z,60.72,43.54
2026-02-24T10:27:00Z,62.58,37.87
2026-02-24T10:28:00Z,68.08,36.94
2026-02-24T10:29:00Z,68.14,35.13
2026-02-24T10:30:00Z,66.25,33.21
2026-02-24T10:31:00Z,64.55,34.93
2026-02-24T10:32:00Z,61.85,37.57
2026-02-24T10:33:00Z,63.21,37.60
2026-02-24T10:34:00Z,68.39,34.95
2026-02-24T10:35:00Z,70.08,29.87
2026-02-24T10:36:00Z,70.87,29.99
2026-02-24T10:37:00Z,72.00,29.97
2026-02-24T10:38:00Z,70.22,30.00
2026-02-24T10:39:00Z,72.48,31.61
2026-02-24T10:40:00Z,68.74,34.00
2026-02-24T10:41:00Z,67.70,35.33
2026-02-24T10:42:00Z,44.33,38.51
2026-02-24T10:43:00Z,59.44,42.01
2026-02-24T10:44:00Z,59.98,42.57
2026-02-24T10:45:00Z,67.82,35.90
2026-02-24T10:46:00Z,67.50,34.01
2026-02-24T10:47:00Z,66.53,35.67
2026-02-24T10:48:00Z,61.64,40.05
2026-02-24T10:49:00Z,58.16,42.66
2026-02-24T10:50:00Z,57.83,46.11
2026-02-24T10:51:00Z,63.48,38.57
2026-02-24T10:52:00Z,62.99,40.88
2026-02-24T10:53:00Z,59.89,43.70
2026-02-24T10:54:00Z,58.04,43.11
2026-02-24T10:55:00Z,58.75,43.45
2026-02-24T10:56:00Z,49.77,50.23
2026-02-24T10:57:00Z,33.35,63.19
2026-02-24T10:58:00Z,52.88,55.87
2026-02-24T10:59:00Z,56.08,49.97
2026-02-24T11:00:00Z,44.93,55.87
2026-02-24T11:01:00Z,61.41,41.25
2026-02-24T11:02:00Z,52.18,46.15
2026-02-24T11:03:00Z,50.92,50.75
2026-02-24T11:04:00Z,54.91,50.29
2026-02-24T11:05:00Z,58.40,43.66
2026-02-24T11:06:00Z,59.11,46.31
2026-02-24T11:07:00Z,52.11,51.30
2026-02-24T11:08:00Z,45.44,53.75
2026-02-24T11:09:00Z,45.38,55.34
2026-02-24T11:10:00Z,29.88,67.63
2026-02-24T11:11:00Z,5.00,95.69
2026-02-24T11:12:00Z,1.00,99.00
2026-02-24T11:13:00Z,1.00,99.00
2026-02-24T11:14:00Z,1.00,99.00
2026-02-24T11:15:00Z,1.00,99.00
2026-02-24T11:16:00Z,1.00,99.00
2026-02-24T11:17:00Z,1.00,99.00
