# event_ticker=KXATPCHALLENGERMATCH-26APR20MATSCH
# final_score=6-0 6-4
# match_winner=Tristan Schoolkate
# fav_player=Tristan Schoolkate
# dog_player=Hayato Matsuoka
# kalshi_date=2026-04-20
timestamp,Hayato Matsuoka,Tristan Schoolkate
2026-04-21T04:44:00Z,5.00,95.22
2026-04-21T04:45:00Z,6.00,94.63
2026-04-21T04:46:00Z,6.87,94.13
2026-04-21T04:47:00Z,6.97,93.40
2026-04-21T04:48:00Z,5.46,95.00
2026-04-21T04:49:00Z,4.98,94.00
2026-04-21T04:50:00Z,5.24,95.00
2026-04-21T04:51:00Z,5.79,95.00
2026-04-21T04:52:00Z,4.07,96.00
2026-04-21T04:53:00Z,4.73,95.00
2026-04-21T04:54:00Z,6.05,95.00
2026-04-21T04:55:00Z,7.02,93.06
2026-04-21T04:56:00Z,6.87,93.13
2026-04-21T04:57:00Z,4.30,94.01
2026-04-21T04:58:00Z,5.94,94.99
2026-04-21T04:59:00Z,5.61,95.00
2026-04-21T05:00:00Z,4.41,94.34
2026-04-21T05:01:00Z,2.56,96.73
2026-04-21T05:02:00Z,2.64,97.12
2026-04-21T05:03:00Z,1.10,99.00
2026-04-21T05:04:00Z,1.10,99.00
2026-04-21T05:05:00Z,1.10,99.00
2026-04-21T05:06:00Z,1.10,99.00
2026-04-21T05:07:00Z,1.10,99.00
2026-04-21T05:08:00Z,1.10,99.00
2026-04-21T05:09:00Z,1.10,99.00
2026-04-21T05:11:00Z,1.00,99.00
