# event_ticker=KXATPCHALLENGERMATCH-26JUN02MONHEM
# final_score=3-6 6-3 7-5
# score_resolution=6-3 3-6 5-7
# match_winner=Khololwam Montsi
# fav_player=Calvin Hemery
# dog_player=Khololwam Montsi
# kalshi_date=2026-06-02
timestamp,Khololwam Montsi,Calvin Hemery
2026-06-02T11:38:00Z,35.97,63.92
2026-06-02T11:39:00Z,42.00,59.79
2026-06-02T11:40:00Z,45.05,57.72
2026-06-02T11:41:00Z,41.21,65.81
2026-06-02T11:42:00Z,47.45,57.89
2026-06-02T11:43:00Z,50.58,54.29
2026-06-02T11:44:00Z,71.57,21.70
2026-06-02T11:45:00Z,78.36,21.04
2026-06-02T11:46:00Z,77.10,25.44
2026-06-02T11:47:00Z,68.36,36.70
2026-06-02T11:48:00Z,67.02,38.58
2026-06-02T11:49:00Z,57.14,51.19
2026-06-02T11:50:00Z,53.41,39.30
2026-06-02T11:51:00Z,74.37,32.41
2026-06-02T11:52:00Z,51.35,51.99
2026-06-02T11:53:00Z,54.59,53.47
2026-06-02T11:54:00Z,39.72,65.71
2026-06-02T11:55:00Z,34.36,65.99
2026-06-02T11:56:00Z,40.75,59.86
2026-06-02T11:57:00Z,37.42,69.80
2026-06-02T11:58:00Z,40.85,61.59
2026-06-02T11:59:00Z,47.45,53.11
2026-06-02T12:00:00Z,47.00,56.36
2026-06-02T12:01:00Z,41.76,55.65
2026-06-02T12:02:00Z,51.85,56.17
2026-06-02T12:03:00Z,62.70,39.64
2026-06-02T12:04:00Z,76.64,24.17
2026-06-02T12:05:00Z,82.41,19.56
2026-06-02T12:06:00Z,78.58,23.77
2026-06-02T12:07:00Z,81.93,22.43
2026-06-02T12:08:00Z,77.60,24.78
2026-06-02T12:09:00Z,91.87,10.32
2026-06-02T12:10:00Z,98.15,5.00
2026-06-02T12:12:00Z,99.00,5.00
