# event_ticker=KXATPCHALLENGERMATCH-26MAY14PIRNEU
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Zsombor Piros
# fav_player=Lukas Neumayer
# dog_player=Zsombor Piros
# kalshi_date=2026-05-14
timestamp,Zsombor Piros,Lukas Neumayer
2026-05-15T04:59:00Z,64.81,35.00
2026-05-15T05:00:00Z,65.25,34.76
2026-05-15T05:01:00Z,65.95,35.04
2026-05-15T05:02:00Z,65.98,36.00
2026-05-15T05:03:00Z,65.98,36.00
2026-05-15T05:04:00Z,65.31,35.83
2026-05-15T05:05:00Z,65.89,34.86
2026-05-15T05:06:00Z,64.21,36.00
2026-05-15T05:07:00Z,64.14,34.30
2026-05-15T05:08:00Z,64.56,34.01
2026-05-15T05:09:00Z,65.48,36.24
2026-05-15T05:10:00Z,65.97,35.31
2026-05-15T05:11:00Z,65.91,36.00
2026-05-15T05:12:00Z,65.78,35.03
2026-05-15T05:13:00Z,65.93,35.13
2026-05-15T05:14:00Z,64.15,35.75
2026-05-15T05:15:00Z,65.88,36.00
2026-05-15T05:16:00Z,65.04,35.55
2026-05-15T05:17:00Z,65.13,36.00
2026-05-15T05:18:00Z,65.59,35.53
2026-05-15T05:19:00Z,65.88,35.93
2026-05-15T05:20:00Z,65.76,35.91
2026-05-15T05:21:00Z,66.00,34.00
2026-05-15T05:22:00Z,65.73,36.00
2026-05-15T05:23:00Z,64.49,35.32
2026-05-15T05:24:00Z,65.88,35.66
2026-05-15T05:25:00Z,65.03,36.00
2026-05-15T05:26:00Z,65.29,36.00
2026-05-15T05:27:00Z,65.67,36.00
2026-05-15T05:28:00Z,65.88,35.14
2026-05-15T05:29:00Z,64.57,34.45
2026-05-15T05:30:00Z,65.13,34.45
2026-05-15T05:31:00Z,65.74,36.00
2026-05-15T05:32:00Z,64.58,35.72
2026-05-15T05:33:00Z,65.74,36.00
2026-05-15T05:34:00Z,66.00,36.00
2026-05-15T05:35:00Z,65.85,36.00
2026-05-15T05:36:00Z,66.00,35.40
2026-05-15T05:37:00Z,66.00,36.00
2026-05-15T05:38:00Z,65.98,36.00
2026-05-15T05:39:00Z,65.71,36.00
2026-05-15T05:40:00Z,65.40,35.12
2026-05-15T05:41:00Z,65.01,36.00
2026-05-15T05:42:00Z,65.96,34.33
2026-05-15T05:43:00Z,65.91,35.98
2026-05-15T05:44:00Z,65.98,35.88
2026-05-15T05:45:00Z,64.23,35.56
2026-05-15T05:46:00Z,64.50,36.00
2026-05-15T05:47:00Z,66.00,34.09
2026-05-15T05:48:00Z,65.64,34.26
2026-05-15T05:49:00Z,65.38,34.00
2026-05-15T05:50:00Z,66.00,34.10
2026-05-15T05:51:00Z,66.00,34.00
2026-05-15T05:52:00Z,66.00,36.00
2026-05-15T05:53:00Z,65.06,35.43
2026-05-15T05:54:00Z,65.19,36.00
2026-05-15T05:55:00Z,66.00,35.00
2026-05-15T05:56:00Z,64.52,34.00
2026-05-15T05:57:00Z,65.25,36.00
2026-05-15T05:58:00Z,66.00,36.00
2026-05-15T05:59:00Z,66.00,36.00
2026-05-15T06:00:00Z,66.00,34.37
2026-05-15T06:01:00Z,64.10,34.16
2026-05-15T06:02:00Z,65.92,34.26
2026-05-15T06:03:00Z,64.03,36.00
2026-05-15T06:04:00Z,65.53,34.04
2026-05-15T06:05:00Z,65.93,36.00
2026-05-15T06:06:00Z,66.21,36.00
2026-05-15T06:07:00Z,65.99,34.00
2026-05-15T06:08:00Z,65.65,36.00
2026-05-15T06:09:00Z,66.00,35.24
2026-05-15T06:10:00Z,65.00,34.12
2026-05-15T06:11:00Z,65.83,35.61
2026-05-15T06:12:00Z,64.00,36.00
2026-05-15T06:13:00Z,66.00,34.01
2026-05-15T06:14:00Z,64.00,35.71
2026-05-15T06:15:00Z,66.00,36.00
2026-05-15T06:16:00Z,66.00,34.00
2026-05-15T06:17:00Z,66.00,34.95
2026-05-15T06:18:00Z,65.91,34.00
2026-05-15T06:19:00Z,65.31,35.00
2026-05-15T06:20:00Z,65.00,34.57
2026-05-15T06:21:00Z,65.00,35.00
2026-05-15T06:22:00Z,65.35,34.26
2026-05-15T06:23:00Z,65.97,35.00
2026-05-15T06:24:00Z,65.99,34.67
2026-05-15T06:25:00Z,65.95,34.57
2026-05-15T06:26:00Z,65.90,35.00
2026-05-15T06:27:00Z,65.01,34.75
2026-05-15T06:28:00Z,65.95,35.00
2026-05-15T06:29:00Z,65.10,35.00
2026-05-15T06:30:00Z,65.00,35.00
2026-05-15T06:31:00Z,66.00,35.00
2026-05-15T06:32:00Z,66.00,34.91
2026-05-15T06:33:00Z,65.89,35.00
2026-05-15T06:34:00Z,65.38,35.00
2026-05-15T06:35:00Z,65.64,34.63
2026-05-15T06:36:00Z,65.60,34.63
2026-05-15T06:37:00Z,65.71,35.00
2026-05-15T06:38:00Z,65.00,34.00
2026-05-15T06:39:00Z,65.14,34.98
2026-05-15T06:40:00Z,65.64,34.00
2026-05-15T06:41:00Z,65.88,35.00
2026-05-15T06:42:00Z,65.00,34.85
2026-05-15T06:43:00Z,66.00,34.89
2026-05-15T06:44:00Z,65.23,34.56
2026-05-15T06:45:00Z,65.00,34.56
2026-05-15T06:46:00Z,66.00,35.00
2026-05-15T06:47:00Z,66.00,34.98
2026-05-15T06:48:00Z,65.69,34.31
2026-05-15T06:49:00Z,66.00,34.75
2026-05-15T06:50:00Z,66.00,35.00
2026-05-15T06:51:00Z,65.74,34.16
2026-05-15T06:52:00Z,66.00,34.94
2026-05-15T06:53:00Z,66.00,34.94
2026-05-15T06:54:00Z,66.00,34.87
2026-05-15T06:55:00Z,66.00,34.00
2026-05-15T06:56:00Z,65.91,34.00
2026-05-15T06:57:00Z,66.00,34.80
2026-05-15T06:58:00Z,66.00,35.00
2026-05-15T06:59:00Z,65.07,35.00
2026-05-15T07:00:00Z,65.31,34.91
2026-05-15T07:01:00Z,65.69,33.77
2026-05-15T07:02:00Z,65.69,34.99
2026-05-15T07:03:00Z,65.94,34.00
2026-05-15T07:04:00Z,66.00,35.00
2026-05-15T07:05:00Z,65.04,35.00
2026-05-15T07:06:00Z,66.00,35.00
2026-05-15T07:07:00Z,66.00,35.00
2026-05-15T07:08:00Z,65.03,34.78
2026-05-15T07:09:00Z,66.00,34.78
2026-05-15T07:10:00Z,66.00,35.00
2026-05-15T07:11:00Z,66.00,35.00
2026-05-15T07:12:00Z,65.26,34.71
2026-05-15T07:13:00Z,65.00,35.00
2026-05-15T07:14:00Z,65.96,34.42
2026-05-15T07:15:00Z,66.00,34.00
2026-05-15T07:16:00Z,66.00,35.00
2026-05-15T07:17:00Z,66.00,35.00
2026-05-15T07:18:00Z,65.02,35.00
2026-05-15T07:19:00Z,65.41,35.00
2026-05-15T07:20:00Z,65.88,35.00
2026-05-15T07:21:00Z,66.00,35.00
2026-05-15T07:22:00Z,65.09,35.00
2026-05-15T07:23:00Z,66.00,35.00
2026-05-15T07:24:00Z,66.00,34.87
2026-05-15T07:25:00Z,65.60,35.00
2026-05-15T07:26:00Z,65.60,34.06
2026-05-15T07:27:00Z,65.99,35.00
2026-05-15T07:28:00Z,65.99,35.00
2026-05-15T07:29:00Z,65.56,35.00
2026-05-15T07:30:00Z,66.00,34.23
2026-05-15T07:31:00Z,66.00,35.00
2026-05-15T07:32:00Z,65.96,35.00
2026-05-15T07:33:00Z,65.42,34.78
2026-05-15T07:34:00Z,66.00,34.78
2026-05-15T07:35:00Z,66.00,34.04
2026-05-15T07:36:00Z,66.00,35.00
2026-05-15T07:37:00Z,66.00,35.00
2026-05-15T07:38:00Z,66.00,35.00
2026-05-15T07:39:00Z,65.03,35.00
2026-05-15T07:40:00Z,65.00,35.00
2026-05-15T07:41:00Z,66.00,34.00
2026-05-15T07:42:00Z,65.93,35.00
2026-05-15T07:43:00Z,65.45,35.00
2026-05-15T07:44:00Z,65.18,35.00
2026-05-15T07:45:00Z,65.86,34.36
2026-05-15T07:46:00Z,66.00,35.00
2026-05-15T07:47:00Z,66.00,35.00
2026-05-15T07:48:00Z,65.69,34.96
2026-05-15T07:49:00Z,65.92,35.00
2026-05-15T07:50:00Z,65.00,35.00
2026-05-15T07:51:00Z,66.00,34.91
2026-05-15T07:52:00Z,65.95,34.91
2026-05-15T07:54:00Z,65.82,34.91
2026-05-15T07:55:00Z,65.00,35.00
2026-05-15T07:56:00Z,65.11,35.00
2026-05-15T07:57:00Z,65.42,35.00
2026-05-15T07:58:00Z,66.00,35.00
2026-05-15T07:59:00Z,66.00,34.04
2026-05-15T08:01:00Z,66.00,34.00
2026-05-15T08:02:00Z,66.00,35.00
2026-05-15T08:03:00Z,66.00,35.00
2026-05-15T08:04:00Z,65.33,35.00
2026-05-15T08:05:00Z,66.00,34.10
2026-05-15T08:06:00Z,65.95,34.00
2026-05-15T08:07:00Z,66.00,34.00
2026-05-15T08:08:00Z,66.00,34.00
2026-05-15T08:09:00Z,66.00,35.00
2026-05-15T08:10:00Z,65.59,34.00
2026-05-15T08:11:00Z,65.62,35.00
2026-05-15T08:12:00Z,66.00,34.22
2026-05-15T08:13:00Z,66.00,34.00
2026-05-15T08:14:00Z,65.00,34.00
2026-05-15T08:15:00Z,66.00,35.00
2026-05-15T08:16:00Z,65.97,34.98
2026-05-15T08:17:00Z,66.00,34.98
2026-05-15T08:18:00Z,66.00,34.98
2026-05-15T08:19:00Z,65.53,34.98
2026-05-15T08:20:00Z,66.00,34.98
2026-05-15T08:21:00Z,66.00,35.00
2026-05-15T08:22:00Z,65.99,35.00
2026-05-15T08:23:00Z,66.00,35.00
2026-05-15T08:24:00Z,66.00,35.00
2026-05-15T08:26:00Z,66.00,35.00
2026-05-15T08:27:00Z,66.00,34.00
2026-05-15T08:28:00Z,66.00,34.00
2026-05-15T08:29:00Z,66.00,35.00
2026-05-15T08:30:00Z,65.00,35.00
2026-05-15T08:31:00Z,65.79,35.00
2026-05-15T08:32:00Z,66.00,35.00
2026-05-15T08:33:00Z,65.48,35.00
2026-05-15T08:34:00Z,65.48,34.04
2026-05-15T08:35:00Z,66.00,35.00
2026-05-15T08:36:00Z,65.00,35.00
2026-05-15T08:38:00Z,65.82,34.96
2026-05-15T08:41:00Z,65.88,34.96
2026-05-15T08:42:00Z,66.00,35.00
2026-05-15T08:43:00Z,64.00,35.00
2026-05-15T08:44:00Z,64.12,35.00
2026-05-15T08:45:00Z,66.00,35.00
2026-05-15T08:46:00Z,66.00,31.72
2026-05-15T08:47:00Z,66.00,31.72
2026-05-15T08:48:00Z,64.85,32.00
2026-05-15T08:49:00Z,66.00,34.00
2026-05-15T08:50:00Z,65.27,32.00
2026-05-15T08:51:00Z,65.94,34.00
2026-05-15T08:52:00Z,66.00,32.00
2026-05-15T08:53:00Z,66.00,34.00
2026-05-15T08:54:00Z,66.00,34.00
2026-05-15T08:55:00Z,66.00,34.00
2026-05-15T08:56:00Z,65.72,33.00
2026-05-15T08:57:00Z,64.32,33.00
2026-05-15T08:58:00Z,66.86,33.00
2026-05-15T09:00:00Z,68.89,33.35
2026-05-15T09:01:00Z,64.91,33.35
2026-05-15T09:02:00Z,65.00,33.01
2026-05-15T09:03:00Z,68.03,30.07
2026-05-15T09:04:00Z,65.00,34.00
2026-05-15T09:05:00Z,70.26,34.00
2026-05-15T09:06:00Z,66.14,34.86
2026-05-15T09:07:00Z,66.00,34.86
2026-05-15T09:08:00Z,65.67,30.00
2026-05-15T09:09:00Z,65.00,33.00
2026-05-15T09:10:00Z,64.47,34.91
2026-05-15T09:11:00Z,67.13,32.25
2026-05-15T09:12:00Z,74.79,24.03
2026-05-15T09:13:00Z,88.37,16.38
2026-05-15T09:14:00Z,95.13,5.33
2026-05-15T09:15:00Z,87.46,9.11
2026-05-15T09:16:00Z,94.38,2.76
2026-05-15T09:17:00Z,99.00,1.00
2026-05-15T09:18:00Z,99.00,1.00
2026-05-15T09:19:00Z,99.00,1.00
2026-05-15T09:20:00Z,99.00,1.00
2026-05-15T09:21:00Z,99.00,1.00
