# event_ticker=KXATPCHALLENGERMATCH-26JUN02SAIPAV
# final_score=6-3 4-6 6-3
# score_resolution=3-6 6-4 3-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Luka Pavlovic
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-06-02
timestamp,Nikolas Sanchez Izquierdo,Luka Pavlovic
2026-06-02T08:33:00Z,58.50,46.00
2026-06-02T08:35:00Z,58.50,47.00
2026-06-02T08:36:00Z,58.50,47.00
2026-06-02T08:37:00Z,56.90,47.00
2026-06-02T08:39:00Z,56.90,45.00
2026-06-02T08:40:00Z,58.92,41.09
2026-06-02T08:41:00Z,62.00,38.05
2026-06-02T08:42:00Z,57.43,43.93
2026-06-02T08:43:00Z,56.29,44.09
2026-06-02T08:44:00Z,55.00,45.00
2026-06-02T08:46:00Z,55.00,46.00
2026-06-02T08:47:00Z,55.16,43.50
2026-06-02T08:48:00Z,58.88,42.00
2026-06-02T08:49:00Z,56.66,43.31
2026-06-02T08:50:00Z,55.08,44.42
2026-06-02T08:51:00Z,55.64,45.00
2026-06-02T08:52:00Z,57.00,44.00
2026-06-02T08:53:00Z,56.90,45.00
2026-06-02T08:54:00Z,59.32,46.40
2026-06-02T08:55:00Z,61.00,39.00
2026-06-02T08:56:00Z,62.00,39.00
2026-06-02T08:57:00Z,67.06,32.66
2026-06-02T08:58:00Z,70.89,28.75
2026-06-02T08:59:00Z,74.19,25.24
2026-06-02T09:00:00Z,74.19,26.11
2026-06-02T09:01:00Z,72.00,27.27
2026-06-02T09:02:00Z,74.52,26.00
2026-06-02T09:03:00Z,78.00,22.96
2026-06-02T09:05:00Z,78.00,23.13
2026-06-02T09:06:00Z,77.32,23.13
2026-06-02T09:07:00Z,77.32,23.00
2026-06-02T09:08:00Z,78.00,23.00
2026-06-02T09:09:00Z,78.51,23.13
2026-06-02T09:10:00Z,79.00,21.00
2026-06-02T09:11:00Z,80.00,21.00
2026-06-02T09:12:00Z,81.00,19.11
2026-06-02T09:13:00Z,82.00,18.00
2026-06-02T09:14:00Z,83.00,16.41
2026-06-02T09:15:00Z,83.00,16.00
2026-06-02T09:16:00Z,82.20,18.00
2026-06-02T09:17:00Z,83.49,15.98
2026-06-02T09:18:00Z,86.00,15.00
2026-06-02T09:20:00Z,86.00,14.00
2026-06-02T09:21:00Z,83.01,16.99
2026-06-02T09:22:00Z,85.00,15.53
2026-06-02T09:23:00Z,87.00,13.00
2026-06-02T09:24:00Z,88.00,12.70
2026-06-02T09:25:00Z,87.25,13.00
2026-06-02T09:26:00Z,86.98,14.00
2026-06-02T09:27:00Z,85.83,14.00
2026-06-02T09:28:00Z,80.01,17.00
2026-06-02T09:29:00Z,76.00,24.18
2026-06-02T09:30:00Z,74.99,23.59
2026-06-02T09:31:00Z,73.28,26.00
2026-06-02T09:32:00Z,73.00,27.63
2026-06-02T09:33:00Z,70.59,28.14
2026-06-02T09:34:00Z,68.62,30.74
2026-06-02T09:35:00Z,70.00,31.49
2026-06-02T09:36:00Z,68.11,33.75
2026-06-02T09:37:00Z,63.00,35.74
2026-06-02T09:38:00Z,61.36,35.74
2026-06-02T09:39:00Z,65.99,35.58
2026-06-02T09:40:00Z,67.08,34.28
2026-06-02T09:41:00Z,70.00,32.00
2026-06-02T09:42:00Z,71.00,31.00
2026-06-02T09:43:00Z,68.80,31.97
2026-06-02T09:44:00Z,66.76,33.34
2026-06-02T09:45:00Z,70.04,30.30
2026-06-02T09:46:00Z,71.81,28.53
2026-06-02T09:47:00Z,74.66,26.23
2026-06-02T09:48:00Z,74.66,32.74
2026-06-02T09:49:00Z,67.33,32.74
2026-06-02T09:50:00Z,68.95,32.74
2026-06-02T09:51:00Z,68.95,29.00
2026-06-02T09:52:00Z,68.95,29.00
2026-06-02T09:53:00Z,68.95,29.00
2026-06-02T09:54:00Z,66.29,31.00
2026-06-02T09:55:00Z,66.99,33.67
2026-06-02T09:57:00Z,73.80,31.50
2026-06-02T09:58:00Z,67.00,34.46
2026-06-02T09:59:00Z,65.55,35.10
2026-06-02T10:00:00Z,67.79,35.00
2026-06-02T10:01:00Z,67.79,34.19
2026-06-02T10:02:00Z,67.26,34.19
2026-06-02T10:03:00Z,67.26,33.00
2026-06-02T10:04:00Z,67.00,33.00
2026-06-02T10:05:00Z,68.85,33.00
2026-06-02T10:06:00Z,72.00,31.69
2026-06-02T10:07:00Z,66.07,38.36
2026-06-02T10:08:00Z,62.00,39.00
2026-06-02T10:09:00Z,61.00,39.00
2026-06-02T10:10:00Z,61.00,39.00
2026-06-02T10:11:00Z,61.00,40.96
2026-06-02T10:12:00Z,61.00,39.00
2026-06-02T10:13:00Z,61.00,39.00
2026-06-02T10:14:00Z,60.04,40.69
2026-06-02T10:15:00Z,63.88,36.00
2026-06-02T10:16:00Z,68.00,33.00
2026-06-02T10:17:00Z,70.00,30.59
2026-06-02T10:18:00Z,80.29,20.48
2026-06-02T10:19:00Z,78.40,19.77
2026-06-02T10:20:00Z,82.78,17.00
2026-06-02T10:21:00Z,90.00,12.00
2026-06-02T10:22:00Z,90.94,9.77
2026-06-02T10:23:00Z,90.59,10.21
2026-06-02T10:24:00Z,88.76,13.23
2026-06-02T10:25:00Z,89.62,11.96
2026-06-02T10:26:00Z,90.16,9.44
2026-06-02T10:27:00Z,90.16,9.00
2026-06-02T10:28:00Z,89.60,10.00
2026-06-02T10:29:00Z,88.04,12.75
2026-06-02T10:30:00Z,88.55,10.62
2026-06-02T10:31:00Z,89.74,10.09
2026-06-02T10:32:00Z,86.04,11.00
2026-06-02T10:33:00Z,91.04,10.00
2026-06-02T10:34:00Z,92.00,8.61
2026-06-02T10:35:00Z,92.61,8.00
2026-06-02T10:36:00Z,94.00,8.00
2026-06-02T10:37:00Z,94.00,7.29
2026-06-02T10:38:00Z,91.90,9.00
2026-06-02T10:39:00Z,90.00,10.67
2026-06-02T10:40:00Z,86.46,14.01
2026-06-02T10:41:00Z,90.01,8.71
2026-06-02T10:42:00Z,94.59,6.21
2026-06-02T10:43:00Z,95.32,4.76
2026-06-02T10:44:00Z,96.07,4.05
2026-06-02T10:45:00Z,96.00,5.00
2026-06-02T10:46:00Z,94.99,5.04
2026-06-02T10:47:00Z,96.96,4.50
2026-06-02T10:48:00Z,93.47,6.60
2026-06-02T10:49:00Z,98.59,3.82
2026-06-02T10:50:00Z,99.00,1.83
2026-06-02T10:51:00Z,99.00,1.83
2026-06-02T10:52:00Z,99.00,1.83
2026-06-02T10:53:00Z,99.00,1.83
2026-06-02T10:55:00Z,99.00,1.83
