# event_ticker=KXATPCHALLENGERMATCH-26FEB20COLBUE
# final_score=7-6(11) 6-2
# score_resolution=6-7 2-6
# match_winner=Gonzalo Bueno
# fav_player=Andrea Collarini
# dog_player=Gonzalo Bueno
# kalshi_date=2026-02-20
timestamp,Andrea Collarini,Gonzalo Bueno
2026-02-20T14:21:00Z,51.89,49.75
2026-02-20T14:22:00Z,51.11,49.46
2026-02-20T14:23:00Z,48.59,51.92
2026-02-20T14:24:00Z,46.94,56.25
2026-02-20T14:25:00Z,41.64,59.00
2026-02-20T14:26:00Z,43.25,59.01
2026-02-20T14:27:00Z,42.38,57.18
2026-02-20T14:28:00Z,40.47,66.41
2026-02-20T14:29:00Z,44.45,56.26
2026-02-20T14:30:00Z,49.45,53.71
2026-02-20T14:31:00Z,51.00,50.26
2026-02-20T14:32:00Z,51.43,50.00
2026-02-20T14:33:00Z,54.17,47.73
2026-02-20T14:34:00Z,50.23,51.11
2026-02-20T14:35:00Z,47.95,52.72
2026-02-20T14:36:00Z,49.07,52.95
2026-02-20T14:37:00Z,54.21,49.35
2026-02-20T14:38:00Z,61.53,38.59
2026-02-20T14:39:00Z,64.50,37.49
2026-02-20T14:40:00Z,59.27,41.95
2026-02-20T14:41:00Z,55.91,47.79
2026-02-20T14:42:00Z,52.21,47.49
2026-02-20T14:43:00Z,52.00,48.98
2026-02-20T14:44:00Z,53.96,49.56
2026-02-20T14:45:00Z,53.00,50.00
2026-02-20T14:46:00Z,48.29,54.73
2026-02-20T14:47:00Z,46.83,55.59
2026-02-20T14:48:00Z,45.09,52.64
2026-02-20T14:49:00Z,45.58,54.03
2026-02-20T14:50:00Z,49.11,52.05
2026-02-20T14:51:00Z,44.39,54.75
2026-02-20T14:52:00Z,54.17,46.95
2026-02-20T14:53:00Z,54.88,46.48
2026-02-20T14:54:00Z,59.64,42.76
2026-02-20T14:55:00Z,54.45,45.29
2026-02-20T14:56:00Z,62.09,45.52
2026-02-20T14:57:00Z,54.78,47.64
2026-02-20T14:58:00Z,45.25,54.46
2026-02-20T14:59:00Z,48.57,51.71
2026-02-20T15:00:00Z,54.05,47.17
2026-02-20T15:01:00Z,54.65,45.67
2026-02-20T15:02:00Z,55.97,45.93
2026-02-20T15:03:00Z,59.78,44.19
2026-02-20T15:04:00Z,55.29,44.48
2026-02-20T15:05:00Z,53.42,46.03
2026-02-20T15:06:00Z,61.90,41.18
2026-02-20T15:07:00Z,62.21,42.59
2026-02-20T15:08:00Z,53.07,46.08
2026-02-20T15:09:00Z,46.27,54.74
2026-02-20T15:10:00Z,40.75,58.22
2026-02-20T15:11:00Z,50.82,47.23
2026-02-20T15:12:00Z,47.71,56.43
2026-02-20T15:13:00Z,54.14,48.61
2026-02-20T15:14:00Z,59.92,41.27
2026-02-20T15:15:00Z,56.99,44.09
2026-02-20T15:16:00Z,62.72,39.78
2026-02-20T15:17:00Z,68.10,33.71
2026-02-20T15:18:00Z,63.22,39.08
2026-02-20T15:19:00Z,48.66,54.37
2026-02-20T15:20:00Z,47.40,54.56
2026-02-20T15:21:00Z,47.99,53.88
2026-02-20T15:22:00Z,37.33,64.64
2026-02-20T15:23:00Z,45.00,58.91
2026-02-20T15:24:00Z,49.07,50.85
2026-02-20T15:25:00Z,39.01,61.06
2026-02-20T15:26:00Z,43.30,54.36
2026-02-20T15:27:00Z,55.56,47.67
2026-02-20T15:28:00Z,42.68,61.71
2026-02-20T15:29:00Z,24.24,74.34
2026-02-20T15:30:00Z,22.75,77.15
2026-02-20T15:31:00Z,22.81,77.19
2026-02-20T15:32:00Z,23.00,77.18
2026-02-20T15:33:00Z,23.45,77.31
2026-02-20T15:34:00Z,20.60,79.51
2026-02-20T15:35:00Z,19.47,80.60
2026-02-20T15:36:00Z,18.89,81.84
2026-02-20T15:37:00Z,22.58,79.57
2026-02-20T15:38:00Z,24.13,75.86
2026-02-20T15:39:00Z,25.10,76.86
2026-02-20T15:40:00Z,24.54,76.23
2026-02-20T15:41:00Z,21.96,78.64
2026-02-20T15:42:00Z,20.94,80.84
2026-02-20T15:43:00Z,21.04,79.96
2026-02-20T15:44:00Z,18.54,83.17
2026-02-20T15:45:00Z,23.37,80.41
2026-02-20T15:46:00Z,22.57,78.78
2026-02-20T15:47:00Z,25.42,77.31
2026-02-20T15:48:00Z,20.07,83.63
2026-02-20T15:49:00Z,9.73,89.94
2026-02-20T15:50:00Z,7.39,92.25
2026-02-20T15:51:00Z,11.01,88.65
2026-02-20T15:52:00Z,8.57,93.80
2026-02-20T15:53:00Z,8.31,92.08
2026-02-20T15:54:00Z,5.35,95.58
2026-02-20T15:55:00Z,5.53,94.87
2026-02-20T15:56:00Z,6.71,93.95
2026-02-20T15:57:00Z,7.48,93.95
2026-02-20T15:58:00Z,7.40,94.57
2026-02-20T15:59:00Z,4.53,96.74
2026-02-20T16:00:00Z,2.99,97.95
2026-02-20T16:01:00Z,2.86,97.42
2026-02-20T16:02:00Z,3.77,97.43
2026-02-20T16:03:00Z,3.39,96.46
2026-02-20T16:04:00Z,2.99,97.99
2026-02-20T16:05:00Z,1.35,98.46
2026-02-20T16:06:00Z,1.09,98.67
2026-02-20T16:07:00Z,1.00,99.00
2026-02-20T16:08:00Z,1.00,99.00
2026-02-20T16:09:00Z,1.00,99.00
2026-02-20T16:10:00Z,1.00,99.00
2026-02-20T16:12:00Z,1.00,99.00
