# event_ticker=KXATPCHALLENGERMATCH-26MAY26DJESKA
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Timofey Skatov
# fav_player=Laslo Djere
# dog_player=Timofey Skatov
# kalshi_date=2026-05-26
timestamp,Laslo Djere,Timofey Skatov
2026-05-26T11:40:00Z,67.01,33.04
2026-05-26T11:41:00Z,50.11,46.23
2026-05-26T11:42:00Z,46.00,54.43
2026-05-26T11:43:00Z,46.95,54.00
2026-05-26T11:44:00Z,45.41,54.00
2026-05-26T11:45:00Z,46.00,55.00
2026-05-26T11:46:00Z,43.87,56.89
2026-05-26T11:47:00Z,46.92,55.18
2026-05-26T11:48:00Z,50.49,53.02
2026-05-26T11:49:00Z,51.87,51.51
2026-05-26T11:50:00Z,49.20,51.59
2026-05-26T11:51:00Z,49.31,51.53
2026-05-26T11:52:00Z,47.15,52.54
2026-05-26T11:53:00Z,41.06,58.86
2026-05-26T11:54:00Z,41.00,59.75
2026-05-26T11:55:00Z,36.04,68.82
2026-05-26T11:56:00Z,35.94,62.10
2026-05-26T11:57:00Z,37.25,64.75
2026-05-26T11:58:00Z,34.79,64.96
2026-05-26T11:59:00Z,29.05,68.76
2026-05-26T12:00:00Z,20.36,79.00
2026-05-26T12:01:00Z,15.01,85.80
2026-05-26T12:02:00Z,16.00,84.64
2026-05-26T12:03:00Z,14.00,85.74
2026-05-26T12:04:00Z,13.00,85.90
2026-05-26T12:05:00Z,11.55,89.99
2026-05-26T12:06:00Z,9.57,92.31
2026-05-26T12:07:00Z,10.39,92.81
2026-05-26T12:08:00Z,9.99,90.51
2026-05-26T12:09:00Z,11.75,94.48
2026-05-26T12:10:00Z,11.75,95.27
2026-05-26T12:11:00Z,5.00,93.55
2026-05-26T12:12:00Z,4.73,94.09
2026-05-26T12:13:00Z,9.70,91.13
2026-05-26T12:14:00Z,11.93,88.03
2026-05-26T12:15:00Z,11.93,88.00
2026-05-26T12:16:00Z,12.72,88.76
2026-05-26T12:17:00Z,14.42,87.72
2026-05-26T12:18:00Z,17.10,82.81
2026-05-26T12:19:00Z,16.01,83.08
2026-05-26T12:20:00Z,16.07,82.00
2026-05-26T12:21:00Z,18.82,84.19
2026-05-26T12:22:00Z,10.88,88.82
2026-05-26T12:23:00Z,13.09,84.51
2026-05-26T12:24:00Z,10.00,90.06
2026-05-26T12:25:00Z,9.74,91.00
2026-05-26T12:26:00Z,9.00,89.02
2026-05-26T12:27:00Z,7.68,93.40
2026-05-26T12:28:00Z,6.04,94.00
2026-05-26T12:29:00Z,12.04,86.04
2026-05-26T12:30:00Z,12.14,91.21
2026-05-26T12:31:00Z,12.08,86.98
2026-05-26T12:32:00Z,12.60,90.06
2026-05-26T12:33:00Z,12.48,87.27
2026-05-26T12:34:00Z,20.04,82.46
2026-05-26T12:35:00Z,15.36,83.47
2026-05-26T12:36:00Z,7.67,91.66
2026-05-26T12:37:00Z,10.91,92.43
2026-05-26T12:38:00Z,9.41,90.46
2026-05-26T12:39:00Z,21.11,77.72
2026-05-26T12:40:00Z,15.36,83.66
2026-05-26T12:41:00Z,9.06,93.42
2026-05-26T12:42:00Z,3.98,89.72
2026-05-26T12:43:00Z,3.98,99.00
2026-05-26T12:44:00Z,3.98,99.00
2026-05-26T12:46:00Z,3.98,99.00
2026-05-26T12:47:00Z,3.98,99.00
