# event_ticker=KXATPCHALLENGERMATCH-26MAY13BUDKEC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Miomir Kecmanovic
# fav_player=Nicolai Budkov Kjaer
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-05-13
timestamp,Nicolai Budkov Kjaer,Miomir Kecmanovic
2026-05-13T07:49:00Z,40.00,61.80
2026-05-13T07:50:00Z,40.00,63.00
2026-05-13T07:56:00Z,40.00,63.00
2026-05-13T08:01:00Z,40.00,63.00
2026-05-13T08:03:00Z,40.00,63.00
2026-05-13T08:05:00Z,40.00,63.00
2026-05-13T08:07:00Z,40.00,63.00
2026-05-13T08:10:00Z,40.00,63.00
2026-05-13T08:11:00Z,40.00,63.00
2026-05-13T08:17:00Z,40.00,63.00
2026-05-13T08:32:00Z,39.99,63.00
2026-05-13T08:33:00Z,39.99,63.00
2026-05-13T08:34:00Z,39.99,63.00
2026-05-13T08:35:00Z,39.29,63.00
2026-05-13T08:38:00Z,39.71,63.00
2026-05-13T08:39:00Z,39.03,62.70
2026-05-13T08:40:00Z,40.00,62.70
2026-05-13T08:41:00Z,39.00,66.66
2026-05-13T08:42:00Z,36.00,63.17
2026-05-13T08:43:00Z,35.00,66.75
2026-05-13T08:44:00Z,28.00,73.46
2026-05-13T08:45:00Z,31.57,72.18
2026-05-13T08:46:00Z,39.14,63.00
2026-05-13T08:47:00Z,36.00,65.96
2026-05-13T08:48:00Z,36.64,63.44
2026-05-13T08:49:00Z,32.83,70.13
2026-05-13T08:50:00Z,29.39,70.86
2026-05-13T08:51:00Z,25.31,74.00
2026-05-13T08:52:00Z,24.86,75.44
2026-05-13T08:53:00Z,24.00,78.41
2026-05-13T08:54:00Z,22.00,80.00
2026-05-13T08:55:00Z,20.59,81.96
2026-05-13T08:56:00Z,17.32,81.79
2026-05-13T08:57:00Z,16.04,85.10
2026-05-13T08:58:00Z,14.23,86.00
2026-05-13T08:59:00Z,13.51,85.27
2026-05-13T09:00:00Z,17.00,83.81
2026-05-13T09:01:00Z,18.20,81.11
2026-05-13T09:02:00Z,17.80,83.14
2026-05-13T09:03:00Z,19.00,81.52
2026-05-13T09:04:00Z,21.00,80.90
2026-05-13T09:05:00Z,22.91,77.33
2026-05-13T09:06:00Z,25.00,74.54
2026-05-13T09:07:00Z,25.00,75.00
2026-05-13T09:08:00Z,27.91,73.11
2026-05-13T09:09:00Z,28.61,71.82
2026-05-13T09:10:00Z,29.43,70.96
2026-05-13T09:11:00Z,22.73,75.71
2026-05-13T09:12:00Z,21.23,80.00
2026-05-13T09:13:00Z,21.00,78.15
2026-05-13T09:14:00Z,21.00,79.14
2026-05-13T09:15:00Z,21.00,79.00
2026-05-13T09:16:00Z,22.00,79.00
2026-05-13T09:17:00Z,22.00,79.00
2026-05-13T09:18:00Z,22.00,79.00
2026-05-13T09:19:00Z,22.00,78.00
2026-05-13T09:20:00Z,22.56,77.00
2026-05-13T09:22:00Z,19.07,82.30
2026-05-13T09:23:00Z,18.00,82.03
2026-05-13T09:24:00Z,18.00,82.03
2026-05-13T09:25:00Z,18.00,82.01
2026-05-13T09:26:00Z,17.16,83.00
2026-05-13T09:27:00Z,20.67,82.00
2026-05-13T09:28:00Z,22.99,78.99
2026-05-13T09:29:00Z,22.99,77.95
2026-05-13T09:31:00Z,18.00,77.95
2026-05-13T09:32:00Z,22.32,80.45
2026-05-13T09:33:00Z,22.00,79.00
2026-05-13T09:34:00Z,22.00,77.11
2026-05-13T09:35:00Z,22.00,78.63
2026-05-13T09:36:00Z,20.00,81.79
2026-05-13T09:37:00Z,19.00,80.95
2026-05-13T09:38:00Z,19.00,79.18
2026-05-13T09:39:00Z,18.00,80.74
2026-05-13T09:40:00Z,13.03,87.14
2026-05-13T09:41:00Z,12.47,89.84
2026-05-13T09:42:00Z,8.36,93.00
2026-05-13T09:43:00Z,6.25,94.46
2026-05-13T09:44:00Z,4.88,95.00
2026-05-13T09:45:00Z,4.88,95.04
2026-05-13T09:46:00Z,5.00,94.89
2026-05-13T09:47:00Z,6.00,95.00
2026-05-13T09:48:00Z,6.00,95.02
2026-05-13T09:49:00Z,7.67,93.57
2026-05-13T09:50:00Z,5.93,94.02
2026-05-13T09:51:00Z,5.91,94.27
2026-05-13T09:52:00Z,2.47,96.00
2026-05-13T09:53:00Z,3.00,96.91
2026-05-13T09:54:00Z,4.00,97.00
2026-05-13T09:55:00Z,1.11,98.53
2026-05-13T09:56:00Z,2.95,98.00
2026-05-13T09:57:00Z,2.80,97.00
2026-05-13T09:58:00Z,4.00,97.00
2026-05-13T09:59:00Z,4.00,96.40
2026-05-13T10:00:00Z,4.58,97.31
2026-05-13T10:01:00Z,4.58,99.00
2026-05-13T10:05:00Z,4.58,99.00
2026-05-13T10:06:00Z,4.58,99.00
