# event_ticker=KXATPCHALLENGERMATCH-26JUN04REHMOE
# final_score=6-3 6-4
# match_winner=Marvin Moeller
# fav_player=Marvin Moeller
# dog_player=Max Hans Rehberg
# kalshi_date=2026-06-04
timestamp,Max Hans Rehberg,Marvin Moeller
2026-06-04T14:51:00Z,32.20,68.62
2026-06-04T14:52:00Z,30.91,68.92
2026-06-04T14:53:00Z,32.49,67.51
2026-06-04T14:54:00Z,34.07,65.94
2026-06-04T14:55:00Z,38.28,62.07
2026-06-04T14:56:00Z,35.58,67.24
2026-06-04T14:57:00Z,32.77,68.92
2026-06-04T14:58:00Z,31.58,68.86
2026-06-04T14:59:00Z,31.93,68.80
2026-06-04T15:00:00Z,32.00,69.00
2026-06-04T15:01:00Z,29.15,70.23
2026-06-04T15:02:00Z,28.83,71.31
2026-06-04T15:03:00Z,27.26,73.24
2026-06-04T15:04:00Z,22.55,77.18
2026-06-04T15:05:00Z,25.33,76.61
2026-06-04T15:06:00Z,31.71,70.68
2026-06-04T15:07:00Z,38.34,64.02
2026-06-04T15:08:00Z,41.86,60.96
2026-06-04T15:09:00Z,42.09,56.41
2026-06-04T15:10:00Z,43.07,56.97
2026-06-04T15:11:00Z,45.00,56.00
2026-06-04T15:12:00Z,43.12,56.76
2026-06-04T15:13:00Z,39.14,59.06
2026-06-04T15:14:00Z,38.11,62.91
2026-06-04T15:15:00Z,36.05,63.75
2026-06-04T15:16:00Z,39.19,62.83
2026-06-04T15:17:00Z,39.29,62.14
2026-06-04T15:18:00Z,41.48,58.34
2026-06-04T15:19:00Z,41.01,59.00
2026-06-04T15:20:00Z,43.99,57.82
2026-06-04T15:21:00Z,49.14,51.83
2026-06-04T15:22:00Z,54.14,46.01
2026-06-04T15:23:00Z,54.15,45.98
2026-06-04T15:24:00Z,50.96,50.85
2026-06-04T15:25:00Z,46.89,56.80
2026-06-04T15:26:00Z,38.52,62.07
2026-06-04T15:27:00Z,36.53,62.24
2026-06-04T15:28:00Z,37.83,62.93
2026-06-04T15:29:00Z,37.52,61.96
2026-06-04T15:30:00Z,40.95,58.65
2026-06-04T15:31:00Z,42.09,57.70
2026-06-04T15:32:00Z,42.17,58.63
2026-06-04T15:33:00Z,37.70,63.84
2026-06-04T15:34:00Z,36.72,64.03
2026-06-04T15:35:00Z,33.99,65.88
2026-06-04T15:36:00Z,24.45,74.16
2026-06-04T15:37:00Z,16.76,83.31
2026-06-04T15:38:00Z,23.26,76.93
2026-06-04T15:39:00Z,27.87,70.19
2026-06-04T15:40:00Z,11.31,87.59
2026-06-04T15:41:00Z,9.99,90.12
2026-06-04T15:42:00Z,9.93,93.72
2026-06-04T15:43:00Z,3.48,95.64
2026-06-04T15:44:00Z,2.20,98.00
2026-06-04T15:45:00Z,1.11,98.98
2026-06-04T15:46:00Z,1.00,99.00
2026-06-04T15:47:00Z,1.00,99.00
2026-06-04T15:48:00Z,1.00,99.00
2026-06-04T15:49:00Z,1.00,99.00
2026-06-04T15:50:00Z,1.00,99.00
2026-06-04T15:51:00Z,1.00,99.00
2026-06-04T15:52:00Z,1.00,99.00
