# event_ticker=KXATPCHALLENGERMATCH-26MAR31GOMGAK
# final_score=3-6 6-2 6-1
# match_winner=Ivan Gakhov
# fav_player=Ivan Gakhov
# dog_player=Norbert Gombos
# kalshi_date=2026-03-31
timestamp,Ivan Gakhov,Norbert Gombos
2026-04-01T14:53:00Z,99.00,1.46
2026-04-01T14:54:00Z,99.00,1.46
2026-04-01T14:55:00Z,99.00,1.46
2026-04-01T14:56:00Z,99.00,1.46
2026-04-01T14:57:00Z,99.00,1.46
2026-04-01T14:58:00Z,99.00,1.46
2026-04-01T14:59:00Z,99.00,1.46
2026-04-01T15:00:00Z,99.00,1.46
2026-04-01T15:01:00Z,99.00,1.46
2026-04-01T15:02:00Z,99.00,1.46
2026-04-01T15:03:00Z,99.00,1.46
