# event_ticker=KXATPCHALLENGERMATCH-26MAY10CASRON
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Franco Roncadelli
# fav_player=Hernan Casanova
# dog_player=Franco Roncadelli
# kalshi_date=2026-05-10
timestamp,Hernan Casanova,Franco Roncadelli
2026-05-10T14:47:00Z,23.53,76.34
2026-05-10T14:48:00Z,21.92,78.89
2026-05-10T14:49:00Z,23.77,77.49
2026-05-10T14:50:00Z,20.78,79.93
2026-05-10T14:51:00Z,22.22,78.27
2026-05-10T14:52:00Z,19.36,81.80
2026-05-10T14:53:00Z,18.00,82.39
2026-05-10T14:54:00Z,18.00,82.00
2026-05-10T14:55:00Z,18.00,83.00
2026-05-10T14:56:00Z,17.40,82.83
2026-05-10T14:57:00Z,16.02,84.88
2026-05-10T14:58:00Z,14.21,86.62
2026-05-10T14:59:00Z,12.06,90.00
2026-05-10T15:00:00Z,12.06,90.09
2026-05-10T15:01:00Z,9.83,90.17
2026-05-10T15:02:00Z,12.53,88.51
2026-05-10T15:03:00Z,13.55,88.33
2026-05-10T15:04:00Z,10.68,91.52
2026-05-10T15:05:00Z,11.00,90.02
2026-05-10T15:06:00Z,8.64,92.88
2026-05-10T15:07:00Z,7.81,93.88
2026-05-10T15:08:00Z,4.20,96.30
2026-05-10T15:09:00Z,3.65,96.97
2026-05-10T15:10:00Z,3.55,96.15
2026-05-10T15:11:00Z,2.33,97.00
2026-05-10T15:12:00Z,3.00,96.85
2026-05-10T15:13:00Z,3.00,96.66
2026-05-10T15:14:00Z,4.00,96.86
2026-05-10T15:15:00Z,5.64,94.95
2026-05-10T15:16:00Z,7.40,95.59
2026-05-10T15:17:00Z,6.08,94.00
2026-05-10T15:18:00Z,6.00,95.75
2026-05-10T15:19:00Z,5.04,96.00
2026-05-10T15:20:00Z,2.02,96.93
2026-05-10T15:22:00Z,1.62,98.00
2026-05-10T15:23:00Z,1.00,98.00
2026-05-10T15:24:00Z,2.00,99.00
2026-05-10T15:25:00Z,1.19,99.00
2026-05-10T15:26:00Z,2.24,98.93
2026-05-10T15:27:00Z,1.00,99.00
2026-05-10T15:28:00Z,1.00,99.00
2026-05-10T15:29:00Z,1.00,99.00
2026-05-10T15:30:00Z,1.00,99.00
2026-05-10T15:31:00Z,1.00,99.00
2026-05-10T15:32:00Z,1.00,98.15
2026-05-10T15:33:00Z,1.00,99.00
2026-05-10T15:34:00Z,1.00,99.00
2026-05-10T15:36:00Z,1.00,99.00
