# event_ticker=KXATPCHALLENGERMATCH-26FEB19BLOBOU
# final_score=6-1 7-6(3)
# score_resolution=6-1 7-6
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Arthur Bouquier
# kalshi_date=2026-02-19
timestamp,Alexander Blockx,Arthur Bouquier
2026-02-19T10:30:00Z,81.00,21.00
2026-02-19T10:39:00Z,81.00,21.00
2026-02-19T10:40:00Z,81.00,21.00
2026-02-19T10:47:00Z,82.00,21.00
2026-02-19T10:48:00Z,82.00,20.00
2026-02-19T10:50:00Z,82.00,20.00
2026-02-19T10:51:00Z,82.00,20.00
2026-02-19T10:52:00Z,82.00,20.00
2026-02-19T10:53:00Z,82.00,20.00
2026-02-19T10:54:00Z,82.00,20.00
2026-02-19T11:00:00Z,82.00,20.00
2026-02-19T11:02:00Z,82.00,20.00
2026-02-19T11:03:00Z,82.00,19.98
2026-02-19T11:05:00Z,81.00,20.00
2026-02-19T11:07:00Z,81.00,19.77
2026-02-19T11:08:00Z,81.00,20.00
2026-02-19T11:09:00Z,81.00,20.00
2026-02-19T11:10:00Z,84.00,17.00
2026-02-19T11:11:00Z,85.00,16.34
2026-02-19T11:12:00Z,85.00,16.00
2026-02-19T11:13:00Z,85.00,15.00
2026-02-19T11:14:00Z,86.00,16.83
2026-02-19T11:15:00Z,85.15,12.00
2026-02-19T11:16:00Z,84.40,14.75
2026-02-19T11:17:00Z,88.00,17.33
2026-02-19T11:18:00Z,87.00,14.01
2026-02-19T11:19:00Z,87.00,14.03
2026-02-19T11:20:00Z,85.04,14.99
2026-02-19T11:21:00Z,84.59,19.00
2026-02-19T11:22:00Z,89.00,11.39
2026-02-19T11:23:00Z,89.00,13.48
2026-02-19T11:24:00Z,89.98,9.13
2026-02-19T11:25:00Z,95.00,6.61
2026-02-19T11:26:00Z,95.00,4.92
2026-02-19T11:27:00Z,95.00,4.89
2026-02-19T11:28:00Z,96.01,4.00
2026-02-19T11:29:00Z,97.00,4.18
2026-02-19T11:30:00Z,97.00,4.05
2026-02-19T11:31:00Z,96.02,3.98
2026-02-19T11:32:00Z,97.00,3.85
2026-02-19T11:33:00Z,97.00,4.00
2026-02-19T11:34:00Z,96.03,3.15
2026-02-19T11:35:00Z,95.00,6.90
2026-02-19T11:36:00Z,95.96,4.71
2026-02-19T11:37:00Z,97.00,5.00
2026-02-19T11:38:00Z,97.00,4.00
2026-02-19T11:39:00Z,97.00,4.48
2026-02-19T11:40:00Z,94.00,4.72
2026-02-19T11:41:00Z,94.00,5.00
2026-02-19T11:42:00Z,97.00,5.00
2026-02-19T11:43:00Z,97.00,3.07
2026-02-19T11:44:00Z,97.00,3.36
2026-02-19T11:45:00Z,96.00,6.00
2026-02-19T11:46:00Z,96.00,6.00
2026-02-19T11:47:00Z,96.00,5.47
2026-02-19T11:48:00Z,96.00,5.89
2026-02-19T11:49:00Z,96.00,5.10
2026-02-19T11:50:00Z,96.62,4.01
2026-02-19T11:51:00Z,96.62,4.00
2026-02-19T11:52:00Z,96.62,4.27
2026-02-19T11:53:00Z,96.62,4.00
2026-02-19T11:54:00Z,96.00,5.98
2026-02-19T11:55:00Z,96.00,6.11
2026-02-19T11:56:00Z,93.91,6.60
2026-02-19T11:57:00Z,93.91,6.19
2026-02-19T11:58:00Z,93.91,7.72
2026-02-19T11:59:00Z,95.00,6.96
2026-02-19T12:00:00Z,96.94,6.08
2026-02-19T12:01:00Z,98.00,3.12
2026-02-19T12:02:00Z,96.35,4.13
2026-02-19T12:03:00Z,96.35,6.40
2026-02-19T12:04:00Z,96.35,8.35
2026-02-19T12:05:00Z,94.00,8.28
2026-02-19T12:06:00Z,89.89,10.33
2026-02-19T12:07:00Z,91.20,8.95
2026-02-19T12:08:00Z,95.55,6.90
2026-02-19T12:09:00Z,94.04,6.92
2026-02-19T12:10:00Z,92.27,7.85
2026-02-19T12:11:00Z,92.91,8.12
2026-02-19T12:12:00Z,91.48,8.00
2026-02-19T12:13:00Z,93.51,8.46
2026-02-19T12:14:00Z,93.00,6.54
2026-02-19T12:15:00Z,93.16,8.48
2026-02-19T12:16:00Z,94.14,7.38
2026-02-19T12:17:00Z,97.00,3.28
2026-02-19T12:18:00Z,98.00,2.66
2026-02-19T12:19:00Z,98.81,1.64
2026-02-19T12:20:00Z,98.81,1.11
2026-02-19T12:21:00Z,99.00,1.11
