# event_ticker=KXATPCHALLENGERMATCH-26MAY16RONLA
# final_score=7-5 2-6 6-3
# score_resolution=5-7 6-2 3-6
# match_winner=Juan Manuel La Serna
# fav_player=Franco Roncadelli
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-05-16
timestamp,Franco Roncadelli,Juan Manuel La Serna
2026-05-16T14:31:00Z,31.03,70.69
2026-05-16T14:32:00Z,31.03,68.51
2026-05-16T14:33:00Z,33.00,68.51
2026-05-16T14:34:00Z,33.00,68.00
2026-05-16T14:35:00Z,33.00,68.00
2026-05-16T14:36:00Z,34.06,66.02
2026-05-16T14:37:00Z,36.25,66.02
2026-05-16T14:38:00Z,38.05,65.00
2026-05-16T14:39:00Z,42.21,65.00
2026-05-16T14:40:00Z,45.30,57.06
2026-05-16T14:41:00Z,45.06,55.26
2026-05-16T14:42:00Z,45.52,55.07
2026-05-16T14:43:00Z,45.82,55.00
2026-05-16T14:44:00Z,42.38,58.05
2026-05-16T14:45:00Z,45.39,55.67
2026-05-16T14:46:00Z,49.33,51.01
2026-05-16T14:47:00Z,49.48,50.15
2026-05-16T14:48:00Z,51.17,51.81
2026-05-16T14:49:00Z,56.11,44.41
2026-05-16T14:50:00Z,51.41,49.04
2026-05-16T14:51:00Z,47.46,53.62
2026-05-16T14:52:00Z,50.12,51.33
2026-05-16T14:53:00Z,44.82,55.99
2026-05-16T14:54:00Z,40.00,60.00
2026-05-16T14:55:00Z,42.08,56.64
2026-05-16T14:56:00Z,46.49,56.90
2026-05-16T14:57:00Z,49.00,53.00
2026-05-16T14:58:00Z,48.25,53.10
2026-05-16T14:59:00Z,42.83,57.45
2026-05-16T15:00:00Z,40.71,57.45
2026-05-16T15:01:00Z,46.88,54.34
2026-05-16T15:02:00Z,48.04,54.96
2026-05-16T15:03:00Z,47.60,52.63
2026-05-16T15:04:00Z,55.54,43.37
2026-05-16T15:05:00Z,63.65,36.70
2026-05-16T15:06:00Z,65.91,33.02
2026-05-16T15:07:00Z,62.16,38.91
2026-05-16T15:08:00Z,61.22,43.31
2026-05-16T15:09:00Z,55.58,47.87
2026-05-16T15:10:00Z,54.53,53.78
2026-05-16T15:11:00Z,52.14,50.45
2026-05-16T15:12:00Z,57.34,43.81
2026-05-16T15:13:00Z,49.33,51.65
2026-05-16T15:14:00Z,42.17,56.65
2026-05-16T15:15:00Z,37.64,60.56
2026-05-16T15:16:00Z,38.10,62.20
2026-05-16T15:17:00Z,40.20,61.64
2026-05-16T15:18:00Z,40.57,61.99
2026-05-16T15:19:00Z,41.02,60.82
2026-05-16T15:20:00Z,41.12,61.24
2026-05-16T15:21:00Z,40.75,61.75
2026-05-16T15:22:00Z,40.88,63.20
2026-05-16T15:23:00Z,39.02,63.54
2026-05-16T15:24:00Z,41.79,59.35
2026-05-16T15:25:00Z,46.82,56.64
2026-05-16T15:26:00Z,47.00,54.86
2026-05-16T15:27:00Z,47.00,56.70
2026-05-16T15:28:00Z,40.85,61.93
2026-05-16T15:29:00Z,39.13,64.55
2026-05-16T15:30:00Z,29.22,71.76
2026-05-16T15:31:00Z,31.51,70.19
2026-05-16T15:32:00Z,33.38,69.69
2026-05-16T15:33:00Z,19.45,79.32
2026-05-16T15:34:00Z,20.67,80.06
2026-05-16T15:35:00Z,20.69,80.16
2026-05-16T15:36:00Z,22.15,80.66
2026-05-16T15:37:00Z,28.20,75.43
2026-05-16T15:38:00Z,35.00,65.18
2026-05-16T15:39:00Z,42.58,58.04
2026-05-16T15:40:00Z,45.68,55.44
2026-05-16T15:41:00Z,45.57,54.09
2026-05-16T15:42:00Z,43.72,57.60
2026-05-16T15:43:00Z,44.81,57.88
2026-05-16T15:44:00Z,48.81,51.77
2026-05-16T15:45:00Z,51.65,50.18
2026-05-16T15:46:00Z,53.13,47.93
2026-05-16T15:47:00Z,53.99,49.52
2026-05-16T15:48:00Z,58.88,41.52
2026-05-16T15:49:00Z,62.04,39.08
2026-05-16T15:50:00Z,58.90,45.92
2026-05-16T15:51:00Z,62.09,41.41
2026-05-16T15:52:00Z,66.53,34.98
2026-05-16T15:53:00Z,67.75,34.00
2026-05-16T15:54:00Z,68.77,31.96
2026-05-16T15:55:00Z,69.31,31.69
2026-05-16T15:56:00Z,69.84,30.83
2026-05-16T15:57:00Z,68.70,31.44
2026-05-16T15:58:00Z,70.76,29.01
2026-05-16T15:59:00Z,71.11,28.70
2026-05-16T16:00:00Z,71.90,28.74
2026-05-16T16:01:00Z,71.32,29.92
2026-05-16T16:02:00Z,70.50,29.52
2026-05-16T16:03:00Z,71.63,29.94
2026-05-16T16:04:00Z,63.55,36.26
2026-05-16T16:05:00Z,54.37,50.77
2026-05-16T16:06:00Z,46.48,54.73
2026-05-16T16:07:00Z,47.29,54.20
2026-05-16T16:08:00Z,46.19,55.03
2026-05-16T16:09:00Z,48.84,52.59
2026-05-16T16:10:00Z,58.75,46.40
2026-05-16T16:11:00Z,50.33,52.83
2026-05-16T16:12:00Z,56.96,46.59
2026-05-16T16:13:00Z,57.24,42.11
2026-05-16T16:14:00Z,55.54,44.70
2026-05-16T16:15:00Z,55.86,46.40
2026-05-16T16:16:00Z,61.25,45.57
2026-05-16T16:17:00Z,69.93,26.38
2026-05-16T16:18:00Z,69.29,31.31
2026-05-16T16:19:00Z,73.68,28.81
2026-05-16T16:20:00Z,76.82,24.19
2026-05-16T16:21:00Z,79.03,23.37
2026-05-16T16:22:00Z,76.47,25.50
2026-05-16T16:23:00Z,75.35,25.54
2026-05-16T16:24:00Z,73.24,28.18
2026-05-16T16:25:00Z,68.79,31.42
2026-05-16T16:26:00Z,69.64,32.34
2026-05-16T16:27:00Z,64.04,36.30
2026-05-16T16:28:00Z,48.53,48.82
2026-05-16T16:29:00Z,53.22,48.48
2026-05-16T16:30:00Z,34.77,64.51
2026-05-16T16:31:00Z,37.08,66.18
2026-05-16T16:32:00Z,27.39,74.48
2026-05-16T16:33:00Z,23.58,77.43
2026-05-16T16:34:00Z,23.16,76.97
2026-05-16T16:35:00Z,26.83,74.46
2026-05-16T16:36:00Z,31.85,69.23
2026-05-16T16:37:00Z,32.45,69.35
2026-05-16T16:38:00Z,31.77,70.37
2026-05-16T16:39:00Z,21.61,77.33
2026-05-16T16:40:00Z,28.18,72.78
2026-05-16T16:41:00Z,28.98,71.80
2026-05-16T16:42:00Z,37.71,65.99
2026-05-16T16:43:00Z,27.19,74.33
2026-05-16T16:44:00Z,18.82,83.14
2026-05-16T16:45:00Z,20.22,82.20
2026-05-16T16:46:00Z,11.51,89.32
2026-05-16T16:47:00Z,3.15,98.32
2026-05-16T16:48:00Z,1.00,99.00
2026-05-16T16:49:00Z,1.00,99.00
2026-05-16T16:50:00Z,1.00,99.00
2026-05-16T16:51:00Z,1.00,99.00
2026-05-16T16:52:00Z,1.00,99.00
