# event_ticker=KXATPCHALLENGERMATCH-26MAY18DHAKRU
# final_score=3-6 6-4 7-6(8)
# score_resolution=3-6 6-4 7-6
# match_winner=Manas Dhamne
# fav_player=Manas Dhamne
# dog_player=Mitchell Krueger
# kalshi_date=2026-05-18
timestamp,Manas Dhamne,Mitchell Krueger
2026-05-18T16:34:00Z,25.00,75.99
2026-05-18T16:35:00Z,22.24,75.99
2026-05-18T16:36:00Z,22.24,79.00
2026-05-18T16:37:00Z,22.00,79.00
2026-05-18T16:38:00Z,22.00,79.10
2026-05-18T16:39:00Z,21.00,81.00
2026-05-18T16:40:00Z,19.32,81.00
2026-05-18T16:41:00Z,20.00,82.00
2026-05-18T16:42:00Z,21.00,79.00
2026-05-18T16:43:00Z,22.00,79.00
2026-05-18T16:44:00Z,22.00,78.00
2026-05-18T16:45:00Z,22.00,78.00
2026-05-18T16:46:00Z,22.00,79.92
2026-05-18T16:47:00Z,21.00,79.92
2026-05-18T16:48:00Z,23.18,77.00
2026-05-18T16:49:00Z,23.55,76.08
2026-05-18T16:50:00Z,21.00,76.29
2026-05-18T16:51:00Z,21.00,79.00
2026-05-18T16:52:00Z,21.00,78.60
2026-05-18T16:53:00Z,21.00,79.00
2026-05-18T16:54:00Z,21.00,79.29
2026-05-18T16:55:00Z,19.00,80.85
2026-05-18T16:56:00Z,19.00,81.47
2026-05-18T16:57:00Z,21.00,81.47
2026-05-18T16:58:00Z,21.00,79.08
2026-05-18T16:59:00Z,13.69,87.82
2026-05-18T17:00:00Z,9.00,89.07
2026-05-18T17:01:00Z,9.51,91.61
2026-05-18T17:02:00Z,12.07,88.70
2026-05-18T17:03:00Z,13.11,86.70
2026-05-18T17:04:00Z,13.10,87.62
2026-05-18T17:05:00Z,7.12,92.20
2026-05-18T17:06:00Z,6.83,93.00
2026-05-18T17:07:00Z,7.13,91.73
2026-05-18T17:08:00Z,8.17,90.34
2026-05-18T17:09:00Z,8.00,92.00
2026-05-18T17:10:00Z,9.00,93.00
2026-05-18T17:11:00Z,9.54,91.01
2026-05-18T17:13:00Z,9.00,91.00
2026-05-18T17:14:00Z,7.00,93.00
2026-05-18T17:15:00Z,7.62,92.00
2026-05-18T17:16:00Z,8.00,92.65
2026-05-18T17:17:00Z,7.00,92.00
2026-05-18T17:18:00Z,9.00,91.07
2026-05-18T17:19:00Z,9.41,91.00
2026-05-18T17:20:00Z,10.00,90.76
2026-05-18T17:21:00Z,8.00,93.22
2026-05-18T17:22:00Z,6.02,92.98
2026-05-18T17:23:00Z,9.01,89.30
2026-05-18T17:24:00Z,14.27,85.44
2026-05-18T17:25:00Z,13.07,85.67
2026-05-18T17:26:00Z,25.73,76.91
2026-05-18T17:27:00Z,26.72,72.38
2026-05-18T17:28:00Z,22.18,76.67
2026-05-18T17:29:00Z,17.86,80.98
2026-05-18T17:30:00Z,20.00,79.17
2026-05-18T17:31:00Z,19.51,80.64
2026-05-18T17:32:00Z,20.22,80.15
2026-05-18T17:33:00Z,28.13,71.46
2026-05-18T17:34:00Z,31.00,69.70
2026-05-18T17:35:00Z,31.00,70.98
2026-05-18T17:36:00Z,31.00,75.00
2026-05-18T17:37:00Z,26.10,75.67
2026-05-18T17:38:00Z,29.95,71.89
2026-05-18T17:39:00Z,30.97,70.44
2026-05-18T17:40:00Z,30.98,70.86
2026-05-18T17:41:00Z,32.06,68.90
2026-05-18T17:42:00Z,32.87,66.17
2026-05-18T17:43:00Z,35.86,63.14
2026-05-18T17:44:00Z,36.31,63.41
2026-05-18T17:45:00Z,35.80,67.90
2026-05-18T17:46:00Z,41.61,60.18
2026-05-18T17:47:00Z,40.31,61.08
2026-05-18T17:48:00Z,44.81,61.43
2026-05-18T17:49:00Z,34.44,65.90
2026-05-18T17:50:00Z,40.20,61.31
2026-05-18T17:51:00Z,36.25,64.32
2026-05-18T17:52:00Z,49.35,44.56
2026-05-18T17:53:00Z,55.14,44.94
2026-05-18T17:54:00Z,55.12,44.40
2026-05-18T17:55:00Z,55.56,44.84
2026-05-18T17:56:00Z,56.98,45.07
2026-05-18T17:57:00Z,57.29,44.78
2026-05-18T17:58:00Z,56.17,45.26
2026-05-18T17:59:00Z,59.72,40.65
2026-05-18T18:00:00Z,59.72,39.00
2026-05-18T18:01:00Z,59.72,43.21
2026-05-18T18:02:00Z,55.93,44.76
2026-05-18T18:03:00Z,56.45,43.59
2026-05-18T18:04:00Z,58.97,44.31
2026-05-18T18:05:00Z,59.75,40.91
2026-05-18T18:06:00Z,62.00,38.09
2026-05-18T18:07:00Z,63.00,38.00
2026-05-18T18:08:00Z,65.82,37.58
2026-05-18T18:09:00Z,62.01,40.08
2026-05-18T18:10:00Z,71.55,32.16
2026-05-18T18:11:00Z,82.79,16.11
2026-05-18T18:12:00Z,78.46,23.03
2026-05-18T18:13:00Z,75.00,27.75
2026-05-18T18:14:00Z,71.98,30.79
2026-05-18T18:15:00Z,62.02,38.24
2026-05-18T18:16:00Z,61.68,38.95
2026-05-18T18:17:00Z,59.39,43.01
2026-05-18T18:18:00Z,58.93,42.74
2026-05-18T18:19:00Z,68.06,37.30
2026-05-18T18:20:00Z,53.11,47.51
2026-05-18T18:21:00Z,60.17,41.73
2026-05-18T18:22:00Z,61.93,38.97
2026-05-18T18:23:00Z,61.99,39.02
2026-05-18T18:24:00Z,61.65,43.79
2026-05-18T18:25:00Z,60.87,42.16
2026-05-18T18:26:00Z,55.60,46.26
2026-05-18T18:27:00Z,58.18,42.47
2026-05-18T18:28:00Z,64.42,36.02
2026-05-18T18:29:00Z,64.75,35.86
2026-05-18T18:30:00Z,66.58,39.07
2026-05-18T18:31:00Z,57.00,45.46
2026-05-18T18:32:00Z,56.45,42.33
2026-05-18T18:33:00Z,58.06,42.98
2026-05-18T18:34:00Z,61.11,41.99
2026-05-18T18:35:00Z,59.41,38.55
2026-05-18T18:36:00Z,61.72,49.40
2026-05-18T18:37:00Z,65.00,36.67
2026-05-18T18:38:00Z,55.50,44.71
2026-05-18T18:39:00Z,52.02,48.06
2026-05-18T18:40:00Z,54.88,46.57
2026-05-18T18:41:00Z,42.37,55.27
2026-05-18T18:42:00Z,36.73,63.20
2026-05-18T18:43:00Z,45.54,51.66
2026-05-18T18:44:00Z,46.37,54.44
2026-05-18T18:45:00Z,48.17,51.92
2026-05-18T18:46:00Z,23.57,73.85
2026-05-18T18:47:00Z,50.06,52.72
2026-05-18T18:48:00Z,78.16,25.54
2026-05-18T18:49:00Z,54.71,49.02
2026-05-18T18:50:00Z,66.30,35.38
2026-05-18T18:51:00Z,62.42,49.02
2026-05-18T18:52:00Z,76.30,27.86
2026-05-18T18:53:00Z,54.69,47.28
2026-05-18T18:54:00Z,83.62,26.35
2026-05-18T18:55:00Z,99.00,1.00
2026-05-18T18:56:00Z,99.00,1.00
2026-05-18T18:57:00Z,99.00,1.00
2026-05-18T18:58:00Z,99.00,1.00
2026-05-18T18:59:00Z,99.00,1.00
2026-05-18T19:00:00Z,99.00,1.00
2026-05-18T19:01:00Z,99.00,1.00
2026-05-18T19:02:00Z,99.00,1.00
