# event_ticker=KXATPCHALLENGERMATCH-26APR28FORBAR
# final_score=6-7(4) 6-1 7-6(5)
# score_resolution=7-6 1-6 6-7
# match_winner=Jonas Forejtek
# fav_player=Hynek Barton
# dog_player=Jonas Forejtek
# kalshi_date=2026-04-28
timestamp,Jonas Forejtek,Hynek Barton
2026-04-28T17:27:00Z,53.73,48.19
2026-04-28T17:28:00Z,45.17,55.23
2026-04-28T17:29:00Z,33.79,64.35
2026-04-28T17:30:00Z,25.22,69.58
2026-04-28T17:31:00Z,10.91,88.94
2026-04-28T17:32:00Z,12.90,87.81
2026-04-28T17:33:00Z,32.44,70.38
2026-04-28T17:34:00Z,38.55,62.27
2026-04-28T17:35:00Z,48.17,53.23
2026-04-28T17:36:00Z,48.30,53.28
2026-04-28T17:37:00Z,58.41,45.00
2026-04-28T17:38:00Z,59.93,40.41
2026-04-28T17:39:00Z,63.71,37.39
2026-04-28T17:40:00Z,76.48,26.40
2026-04-28T17:41:00Z,54.51,43.27
2026-04-28T17:42:00Z,52.37,45.98
2026-04-28T17:43:00Z,45.75,54.33
2026-04-28T17:44:00Z,55.43,45.67
2026-04-28T17:45:00Z,50.54,50.75
2026-04-28T17:46:00Z,31.01,72.01
2026-04-28T17:47:00Z,22.32,78.33
2026-04-28T17:48:00Z,71.48,28.48
2026-04-28T17:49:00Z,91.57,15.43
2026-04-28T17:50:00Z,99.00,1.00
2026-04-28T17:51:00Z,99.00,1.00
2026-04-28T17:52:00Z,99.00,1.00
2026-04-28T17:53:00Z,99.00,1.00
