# event_ticker=KXATPCHALLENGERMATCH-26APR09FATAGA
# final_score=6-3 4-6 7-6(1)
# score_resolution=3-6 6-4 6-7
# match_winner=Nerman Fatic
# fav_player=Franco Agamenone
# dog_player=Nerman Fatic
# kalshi_date=2026-04-09
timestamp,Franco Agamenone,Nerman Fatic
2026-04-09T13:28:00Z,48.16,51.18
2026-04-09T13:29:00Z,48.94,52.78
2026-04-09T13:30:00Z,46.97,55.72
2026-04-09T13:31:00Z,48.01,51.78
2026-04-09T13:32:00Z,43.09,56.66
2026-04-09T13:33:00Z,44.41,57.69
2026-04-09T13:34:00Z,46.40,56.75
2026-04-09T13:35:00Z,36.69,63.27
2026-04-09T13:36:00Z,37.61,63.49
2026-04-09T13:37:00Z,40.94,60.19
2026-04-09T13:38:00Z,41.18,62.72
2026-04-09T13:39:00Z,41.03,60.14
2026-04-09T13:40:00Z,48.20,50.61
2026-04-09T13:41:00Z,45.95,54.02
2026-04-09T13:42:00Z,42.55,61.08
2026-04-09T13:43:00Z,29.78,66.27
2026-04-09T13:44:00Z,15.65,83.18
2026-04-09T13:45:00Z,4.26,95.19
2026-04-09T13:46:00Z,3.52,98.79
2026-04-09T13:47:00Z,1.00,99.00
2026-04-09T13:48:00Z,1.00,99.00
2026-04-09T13:49:00Z,1.00,99.00
2026-04-09T13:50:00Z,1.00,99.00
2026-04-09T13:51:00Z,1.00,99.00
2026-04-09T13:52:00Z,1.00,99.00
