# event_ticker=KXATPMATCH-25AUG08UGONIS
# final_score=7-5 6-3
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Kei Nishikori
# kalshi_date=2025-08-08
timestamp,Camilo Ugo Carabelli,Kei Nishikori
2025-08-08T12:23:00Z,38.00,65.00
2025-08-08T12:25:00Z,38.00,63.00
2025-08-08T12:37:00Z,38.00,62.00
2025-08-08T12:41:00Z,38.00,63.00
2025-08-08T13:00:00Z,38.00,63.00
2025-08-08T13:06:00Z,38.00,63.00
2025-08-08T13:11:00Z,38.00,63.00
2025-08-08T13:16:00Z,39.00,63.00
2025-08-08T13:23:00Z,39.00,63.00
2025-08-08T13:37:00Z,39.99,63.00
2025-08-08T13:39:00Z,40.00,63.00
2025-08-08T13:40:00Z,40.00,63.00
2025-08-08T13:44:00Z,40.00,63.00
2025-08-08T13:48:00Z,40.00,62.00
2025-08-08T13:52:00Z,40.00,62.00
2025-08-08T13:57:00Z,40.00,62.00
2025-08-08T13:58:00Z,40.00,62.00
2025-08-08T14:01:00Z,40.00,63.00
2025-08-08T14:06:00Z,39.00,63.00
2025-08-08T14:09:00Z,39.00,63.00
2025-08-08T14:10:00Z,39.00,63.00
2025-08-08T14:11:00Z,39.00,63.00
2025-08-08T14:15:00Z,39.00,63.00
2025-08-08T14:19:00Z,39.00,63.00
2025-08-08T14:23:00Z,38.00,63.00
2025-08-08T14:31:00Z,38.00,63.00
2025-08-08T14:32:00Z,39.00,63.00
2025-08-08T14:33:00Z,40.23,63.00
2025-08-08T14:34:00Z,40.23,61.99
2025-08-08T14:36:00Z,40.00,61.99
2025-08-08T14:37:00Z,40.00,61.99
2025-08-08T14:41:00Z,40.00,61.99
2025-08-08T14:45:00Z,40.00,61.99
2025-08-08T14:48:00Z,38.00,62.00
2025-08-08T14:52:00Z,38.00,61.00
2025-08-08T14:54:00Z,38.00,62.00
2025-08-08T14:57:00Z,40.00,61.00
2025-08-08T15:00:00Z,40.00,61.24
2025-08-08T15:02:00Z,42.00,63.86
2025-08-08T15:07:00Z,42.00,64.00
2025-08-08T15:08:00Z,40.00,64.00
2025-08-08T15:09:00Z,40.00,64.00
2025-08-08T15:11:00Z,40.06,64.00
2025-08-08T15:12:00Z,40.00,62.28
2025-08-08T15:13:00Z,45.48,58.00
2025-08-08T15:14:00Z,45.00,58.00
2025-08-08T15:15:00Z,42.09,57.00
2025-08-08T15:16:00Z,45.12,53.01
2025-08-08T15:17:00Z,60.38,47.99
2025-08-08T15:18:00Z,63.31,36.60
2025-08-08T15:19:00Z,66.80,29.36
2025-08-08T15:20:00Z,64.52,35.47
2025-08-08T15:21:00Z,65.41,35.95
2025-08-08T15:22:00Z,66.00,38.00
2025-08-08T15:23:00Z,67.11,38.00
2025-08-08T15:24:00Z,66.20,38.52
2025-08-08T15:25:00Z,63.59,38.52
2025-08-08T15:26:00Z,58.87,39.00
2025-08-08T15:27:00Z,48.69,47.08
2025-08-08T15:28:00Z,48.18,55.78
2025-08-08T15:29:00Z,44.00,55.00
2025-08-08T15:30:00Z,44.00,53.00
2025-08-08T15:31:00Z,53.00,55.36
2025-08-08T15:32:00Z,54.23,52.73
2025-08-08T15:33:00Z,45.62,59.67
2025-08-08T15:34:00Z,44.00,60.00
2025-08-08T15:35:00Z,47.04,56.00
2025-08-08T15:36:00Z,46.00,61.76
2025-08-08T15:37:00Z,36.00,61.23
2025-08-08T15:38:00Z,43.98,61.00
2025-08-08T15:39:00Z,54.62,74.31
2025-08-08T15:41:00Z,39.62,64.21
2025-08-08T15:42:00Z,43.10,57.00
2025-08-08T15:43:00Z,40.00,55.23
2025-08-08T15:44:00Z,48.60,53.62
2025-08-08T15:45:00Z,55.36,45.00
2025-08-08T15:46:00Z,49.83,52.28
2025-08-08T15:47:00Z,51.00,50.61
2025-08-08T15:48:00Z,45.66,56.00
2025-08-08T15:49:00Z,40.11,64.00
2025-08-08T15:50:00Z,43.07,65.44
2025-08-08T15:51:00Z,49.10,65.44
2025-08-08T15:52:00Z,48.62,53.00
2025-08-08T15:53:00Z,46.93,57.54
2025-08-08T15:54:00Z,41.00,61.82
2025-08-08T15:55:00Z,40.02,51.00
2025-08-08T15:56:00Z,46.63,51.00
2025-08-08T15:57:00Z,50.85,48.50
2025-08-08T15:58:00Z,50.85,50.39
2025-08-08T15:59:00Z,50.00,50.39
2025-08-08T16:00:00Z,50.00,48.99
2025-08-08T16:01:00Z,54.53,40.82
2025-08-08T16:02:00Z,63.00,38.11
2025-08-08T16:03:00Z,69.25,33.02
2025-08-08T16:04:00Z,64.32,30.31
2025-08-08T16:05:00Z,70.62,30.00
2025-08-08T16:06:00Z,76.59,28.27
2025-08-08T16:07:00Z,76.69,32.00
2025-08-08T16:08:00Z,76.69,25.45
2025-08-08T16:09:00Z,76.34,28.39
2025-08-08T16:10:00Z,76.12,26.79
2025-08-08T16:11:00Z,75.00,27.75
2025-08-08T16:12:00Z,72.00,31.11
2025-08-08T16:13:00Z,72.00,35.00
2025-08-08T16:14:00Z,70.79,32.00
2025-08-08T16:15:00Z,78.00,32.00
2025-08-08T16:16:00Z,78.00,28.00
2025-08-08T16:17:00Z,77.00,28.06
2025-08-08T16:18:00Z,77.00,30.00
2025-08-08T16:19:00Z,76.00,30.00
2025-08-08T16:20:00Z,76.00,24.00
2025-08-08T16:21:00Z,76.31,26.86
2025-08-08T16:22:00Z,76.65,27.12
2025-08-08T16:23:00Z,72.97,30.75
2025-08-08T16:24:00Z,72.44,27.00
2025-08-08T16:25:00Z,71.83,33.00
2025-08-08T16:26:00Z,70.28,31.73
2025-08-08T16:27:00Z,76.67,31.73
2025-08-08T16:28:00Z,77.33,24.29
2025-08-08T16:29:00Z,77.87,24.29
2025-08-08T16:30:00Z,77.87,22.14
2025-08-08T16:31:00Z,82.29,19.89
2025-08-08T16:32:00Z,77.35,26.00
2025-08-08T16:33:00Z,80.74,22.72
2025-08-08T16:34:00Z,77.95,21.95
2025-08-08T16:35:00Z,82.58,19.64
2025-08-08T16:36:00Z,79.00,19.00
2025-08-08T16:37:00Z,80.00,21.37
2025-08-08T16:38:00Z,74.36,24.00
2025-08-08T16:39:00Z,81.00,24.00
2025-08-08T16:40:00Z,82.00,19.97
2025-08-08T16:41:00Z,82.00,20.00
2025-08-08T16:42:00Z,82.01,21.65
2025-08-08T16:43:00Z,87.71,18.00
2025-08-08T16:44:00Z,88.76,8.41
2025-08-08T16:45:00Z,95.35,4.15
2025-08-08T16:46:00Z,97.85,2.00
2025-08-08T16:47:00Z,98.87,1.30
2025-08-08T16:48:00Z,98.99,1.00
2025-08-08T16:49:00Z,99.00,2.00
2025-08-08T16:50:00Z,99.00,2.00
2025-08-08T16:51:00Z,99.00,2.00
