# event_ticker=KXATPCHALLENGERMATCH-26APR03MENSCH
# final_score=2-6 6-2 7-6(2)
# score_resolution=2-6 6-2 7-6
# match_winner=Tristan Schoolkate
# fav_player=Tristan Schoolkate
# dog_player=Facundo Mena
# kalshi_date=2026-04-03
timestamp,Tristan Schoolkate,Facundo Mena
2026-04-03T21:49:00Z,21.11,81.18
2026-04-03T21:50:00Z,15.36,86.92
2026-04-03T21:51:00Z,16.33,85.19
2026-04-03T21:52:00Z,20.74,81.14
2026-04-03T21:53:00Z,20.62,79.31
2026-04-03T21:54:00Z,23.22,78.00
2026-04-03T21:55:00Z,23.40,77.68
2026-04-03T21:56:00Z,30.61,72.41
2026-04-03T21:57:00Z,37.04,65.22
2026-04-03T21:58:00Z,39.08,61.07
2026-04-03T21:59:00Z,42.84,58.05
2026-04-03T22:00:00Z,47.12,54.76
2026-04-03T22:01:00Z,49.54,51.39
2026-04-03T22:02:00Z,48.52,51.08
2026-04-03T22:03:00Z,46.34,54.60
2026-04-03T22:04:00Z,46.51,52.97
2026-04-03T22:05:00Z,42.38,53.90
2026-04-03T22:06:00Z,28.50,71.64
2026-04-03T22:07:00Z,33.75,65.77
2026-04-03T22:08:00Z,31.58,67.19
2026-04-03T22:09:00Z,34.84,63.71
2026-04-03T22:10:00Z,39.24,61.75
2026-04-03T22:11:00Z,41.64,57.26
2026-04-03T22:12:00Z,35.23,62.12
2026-04-03T22:13:00Z,38.99,65.24
2026-04-03T22:14:00Z,37.70,61.65
2026-04-03T22:15:00Z,44.04,56.96
2026-04-03T22:16:00Z,40.64,59.24
2026-04-03T22:17:00Z,44.56,56.19
2026-04-03T22:18:00Z,44.76,54.53
2026-04-03T22:19:00Z,51.66,50.71
2026-04-03T22:20:00Z,51.71,47.08
2026-04-03T22:21:00Z,50.40,49.71
2026-04-03T22:22:00Z,50.04,49.97
2026-04-03T22:23:00Z,50.32,50.00
2026-04-03T22:24:00Z,51.10,49.94
2026-04-03T22:25:00Z,56.29,46.13
2026-04-03T22:26:00Z,58.49,41.31
2026-04-03T22:27:00Z,57.01,44.45
2026-04-03T22:28:00Z,57.16,41.87
2026-04-03T22:29:00Z,58.34,43.17
2026-04-03T22:30:00Z,61.43,36.09
2026-04-03T22:31:00Z,68.98,32.83
2026-04-03T22:32:00Z,63.04,34.25
2026-04-03T22:33:00Z,65.96,35.78
2026-04-03T22:34:00Z,55.15,45.44
2026-04-03T22:35:00Z,54.92,44.49
2026-04-03T22:36:00Z,60.15,43.22
2026-04-03T22:37:00Z,60.62,40.14
2026-04-03T22:38:00Z,61.92,38.53
2026-04-03T22:39:00Z,60.87,40.22
2026-04-03T22:40:00Z,60.37,39.74
2026-04-03T22:41:00Z,63.91,38.79
2026-04-03T22:42:00Z,78.53,21.67
2026-04-03T22:43:00Z,87.48,12.95
2026-04-03T22:44:00Z,91.33,8.79
2026-04-03T22:45:00Z,92.53,8.23
2026-04-03T22:46:00Z,92.70,7.30
2026-04-03T22:47:00Z,91.52,8.19
2026-04-03T22:48:00Z,91.65,8.93
2026-04-03T22:49:00Z,92.76,8.36
2026-04-03T22:50:00Z,87.38,14.05
2026-04-03T22:51:00Z,72.85,26.91
2026-04-03T22:52:00Z,64.86,35.38
2026-04-03T22:53:00Z,67.84,29.66
2026-04-03T22:54:00Z,79.05,21.26
2026-04-03T22:55:00Z,90.85,8.71
2026-04-03T22:56:00Z,91.08,9.08
2026-04-03T22:57:00Z,94.56,5.00
2026-04-03T22:58:00Z,92.03,12.57
2026-04-03T22:59:00Z,71.61,27.71
2026-04-03T23:00:00Z,71.84,28.13
2026-04-03T23:01:00Z,61.94,36.92
2026-04-03T23:02:00Z,72.40,29.60
2026-04-03T23:03:00Z,66.76,32.90
2026-04-03T23:04:00Z,81.27,16.78
2026-04-03T23:05:00Z,80.91,22.57
2026-04-03T23:06:00Z,53.17,36.46
2026-04-03T23:07:00Z,67.72,32.41
2026-04-03T23:08:00Z,59.27,40.32
2026-04-03T23:09:00Z,51.29,46.29
2026-04-03T23:10:00Z,57.45,42.13
2026-04-03T23:11:00Z,67.62,32.18
2026-04-03T23:12:00Z,69.02,30.84
2026-04-03T23:13:00Z,81.81,20.04
2026-04-03T23:14:00Z,82.95,18.84
2026-04-03T23:15:00Z,91.13,9.54
2026-04-03T23:16:00Z,80.28,24.58
2026-04-03T23:17:00Z,75.08,21.01
2026-04-03T23:18:00Z,63.71,32.60
2026-04-03T23:19:00Z,79.89,23.56
2026-04-03T23:20:00Z,70.89,31.38
2026-04-03T23:21:00Z,58.37,41.66
2026-04-03T23:22:00Z,63.05,40.69
2026-04-03T23:23:00Z,59.57,40.62
2026-04-03T23:24:00Z,74.49,25.68
2026-04-03T23:25:00Z,88.67,12.00
2026-04-03T23:26:00Z,95.65,4.44
2026-04-03T23:27:00Z,93.50,6.37
2026-04-03T23:28:00Z,98.81,1.50
2026-04-03T23:29:00Z,99.00,1.00
2026-04-03T23:30:00Z,99.00,1.00
2026-04-03T23:31:00Z,99.00,1.00
2026-04-03T23:32:00Z,99.00,1.00
