# event_ticker=KXATPCHALLENGERMATCH-26APR07CECKOP
# final_score=4-6 6-1 7-6(4)
# score_resolution=6-4 1-6 6-7
# match_winner=Marco Cecchinato
# fav_player=Sandro Kopp
# dog_player=Marco Cecchinato
# kalshi_date=2026-04-07
timestamp,Sandro Kopp,Marco Cecchinato
2026-04-07T09:59:00Z,35.27,67.35
2026-04-07T10:00:00Z,49.14,56.04
2026-04-07T10:01:00Z,51.17,48.99
2026-04-07T10:02:00Z,56.32,44.42
2026-04-07T10:03:00Z,51.09,53.92
2026-04-07T10:04:00Z,52.80,48.19
2026-04-07T10:05:00Z,43.04,57.79
2026-04-07T10:06:00Z,27.52,78.71
2026-04-07T10:07:00Z,28.15,74.63
2026-04-07T10:08:00Z,45.12,52.51
2026-04-07T10:09:00Z,70.09,27.73
2026-04-07T10:10:00Z,68.82,30.71
2026-04-07T10:11:00Z,60.27,46.65
2026-04-07T10:12:00Z,20.05,80.12
2026-04-07T10:13:00Z,5.01,98.01
2026-04-07T10:14:00Z,5.01,99.00
2026-04-07T10:15:00Z,5.01,99.00
2026-04-07T10:16:00Z,5.01,99.00
2026-04-07T10:17:00Z,5.01,99.00
2026-04-07T10:18:00Z,5.01,99.00
2026-04-07T10:19:00Z,5.01,99.00
2026-04-07T10:20:00Z,5.01,99.00
2026-04-07T10:21:00Z,5.01,99.00
2026-04-07T10:23:00Z,5.01,99.00
