# event_ticker=KXATPCHALLENGERMATCH-26MAR17MMORUB
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Michael Mmoh
# fav_player=Alan Fernando Rubio Fierros
# dog_player=Michael Mmoh
# kalshi_date=2026-03-17
timestamp,Alan Fernando Rubio Fierros,Michael Mmoh
2026-03-17T20:19:00Z,22.84,81.00
2026-03-17T20:20:00Z,20.64,81.00
2026-03-17T20:21:00Z,25.95,77.25
2026-03-17T20:22:00Z,22.82,75.87
2026-03-17T20:23:00Z,16.89,83.00
2026-03-17T20:24:00Z,15.81,84.00
2026-03-17T20:25:00Z,14.24,86.00
2026-03-17T20:26:00Z,10.71,88.91
2026-03-17T20:27:00Z,16.45,87.69
2026-03-17T20:28:00Z,18.54,84.62
2026-03-17T20:29:00Z,9.81,90.97
2026-03-17T20:30:00Z,6.03,93.94
2026-03-17T20:31:00Z,6.99,93.99
2026-03-17T20:32:00Z,8.19,93.99
2026-03-17T20:33:00Z,10.02,93.64
2026-03-17T20:34:00Z,19.09,93.64
2026-03-17T20:35:00Z,10.50,88.49
2026-03-17T20:36:00Z,10.82,89.50
2026-03-17T20:37:00Z,10.00,88.74
2026-03-17T20:38:00Z,13.14,88.86
2026-03-17T20:39:00Z,10.98,91.00
2026-03-17T20:40:00Z,9.73,89.17
2026-03-17T20:41:00Z,12.73,86.24
2026-03-17T20:42:00Z,13.00,87.00
2026-03-17T20:43:00Z,11.93,87.00
2026-03-17T20:44:00Z,11.93,87.55
2026-03-17T20:45:00Z,10.13,90.72
2026-03-17T20:46:00Z,10.01,90.01
2026-03-17T20:47:00Z,10.25,90.98
2026-03-17T20:48:00Z,8.23,93.46
2026-03-17T20:49:00Z,5.51,93.46
2026-03-17T20:50:00Z,3.24,96.44
2026-03-17T20:51:00Z,4.00,97.72
2026-03-17T20:52:00Z,2.20,98.37
2026-03-17T20:53:00Z,3.00,97.97
2026-03-17T20:54:00Z,2.01,98.07
2026-03-17T20:55:00Z,1.96,98.83
2026-03-17T20:56:00Z,3.55,99.00
2026-03-17T20:57:00Z,2.87,99.00
2026-03-17T20:58:00Z,2.21,99.00
2026-03-17T20:59:00Z,1.59,99.00
2026-03-17T21:00:00Z,1.29,98.04
2026-03-17T21:01:00Z,1.00,99.00
2026-03-17T21:02:00Z,1.00,99.00
2026-03-17T21:03:00Z,1.00,99.00
2026-03-17T21:07:00Z,1.00,99.00
