# event_ticker=KXATPCHALLENGERMATCH-26MAY18SINVIT
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Leo Vithoontien
# fav_player=Digvijay Pratap Singh
# dog_player=Leo Vithoontien
# kalshi_date=2026-05-18
timestamp,Digvijay Pratap Singh,Leo Vithoontien
2026-05-19T04:22:00Z,61.00,41.00
2026-05-19T04:23:00Z,61.00,41.22
2026-05-19T04:25:00Z,61.00,42.00
2026-05-19T04:27:00Z,61.00,42.00
2026-05-19T04:28:00Z,61.00,42.00
2026-05-19T04:29:00Z,61.00,42.00
2026-05-19T04:30:00Z,61.00,42.00
2026-05-19T04:33:00Z,59.01,42.00
2026-05-19T04:34:00Z,59.01,42.00
2026-05-19T04:35:00Z,59.00,42.00
2026-05-19T04:36:00Z,59.93,42.00
2026-05-19T04:37:00Z,59.00,42.00
2026-05-19T04:39:00Z,60.00,43.49
2026-05-19T04:40:00Z,59.00,41.55
2026-05-19T04:41:00Z,63.18,38.23
2026-05-19T04:42:00Z,61.03,42.22
2026-05-19T04:43:00Z,61.91,40.13
2026-05-19T04:44:00Z,56.77,44.00
2026-05-19T04:45:00Z,55.73,44.94
2026-05-19T04:46:00Z,55.77,47.13
2026-05-19T04:47:00Z,52.72,48.54
2026-05-19T04:48:00Z,46.78,56.14
2026-05-19T04:49:00Z,41.00,61.97
2026-05-19T04:50:00Z,37.61,66.18
2026-05-19T04:51:00Z,34.95,64.77
2026-05-19T04:52:00Z,34.97,66.53
2026-05-19T04:53:00Z,34.81,67.56
2026-05-19T04:54:00Z,34.50,67.19
2026-05-19T04:55:00Z,34.41,65.94
2026-05-19T04:56:00Z,36.54,64.55
2026-05-19T04:57:00Z,36.65,64.66
2026-05-19T04:58:00Z,38.62,64.01
2026-05-19T04:59:00Z,44.00,57.54
2026-05-19T05:00:00Z,41.95,59.83
2026-05-19T05:01:00Z,36.74,65.04
2026-05-19T05:02:00Z,34.07,66.05
2026-05-19T05:03:00Z,33.77,67.80
2026-05-19T05:04:00Z,34.03,68.34
2026-05-19T05:05:00Z,33.76,67.13
2026-05-19T05:06:00Z,35.22,65.03
2026-05-19T05:07:00Z,33.72,67.18
2026-05-19T05:08:00Z,30.75,69.37
2026-05-19T05:09:00Z,30.00,70.80
2026-05-19T05:10:00Z,30.00,71.01
2026-05-19T05:11:00Z,29.00,71.40
2026-05-19T05:12:00Z,28.00,72.97
2026-05-19T05:13:00Z,28.04,71.09
2026-05-19T05:14:00Z,29.63,72.01
2026-05-19T05:15:00Z,29.93,71.88
2026-05-19T05:16:00Z,31.00,70.13
2026-05-19T05:17:00Z,26.01,73.93
2026-05-19T05:18:00Z,25.58,75.00
2026-05-19T05:19:00Z,26.00,74.97
2026-05-19T05:20:00Z,26.01,75.76
2026-05-19T05:21:00Z,25.22,75.54
2026-05-19T05:22:00Z,24.53,75.06
2026-05-19T05:23:00Z,24.93,76.91
2026-05-19T05:24:00Z,25.66,76.99
2026-05-19T05:25:00Z,23.94,77.72
2026-05-19T05:26:00Z,17.11,81.27
2026-05-19T05:27:00Z,12.48,88.69
2026-05-19T05:28:00Z,11.01,88.71
2026-05-19T05:29:00Z,9.98,90.99
2026-05-19T05:30:00Z,13.01,91.64
2026-05-19T05:31:00Z,14.95,85.08
2026-05-19T05:32:00Z,12.08,87.68
2026-05-19T05:33:00Z,9.43,91.72
2026-05-19T05:34:00Z,8.65,91.44
2026-05-19T05:35:00Z,7.09,93.58
2026-05-19T05:36:00Z,8.94,92.64
2026-05-19T05:37:00Z,8.55,92.17
2026-05-19T05:38:00Z,5.63,96.52
2026-05-19T05:39:00Z,2.00,97.97
2026-05-19T05:40:00Z,2.08,98.88
2026-05-19T05:41:00Z,1.41,98.56
2026-05-19T05:42:00Z,2.01,98.08
2026-05-19T05:43:00Z,1.76,97.95
2026-05-19T05:44:00Z,2.99,98.93
2026-05-19T05:45:00Z,1.87,99.00
2026-05-19T05:46:00Z,1.87,99.00
2026-05-19T05:47:00Z,1.77,98.59
2026-05-19T05:48:00Z,1.78,98.16
2026-05-19T05:49:00Z,2.00,99.00
2026-05-19T05:50:00Z,2.05,98.64
2026-05-19T05:51:00Z,1.55,99.00
2026-05-19T05:52:00Z,3.36,96.65
2026-05-19T05:53:00Z,4.98,95.20
2026-05-19T05:54:00Z,6.65,93.20
2026-05-19T05:55:00Z,7.15,93.94
2026-05-19T05:56:00Z,6.93,93.88
2026-05-19T05:57:00Z,7.98,92.21
2026-05-19T05:58:00Z,14.75,85.65
2026-05-19T05:59:00Z,13.42,83.01
2026-05-19T06:00:00Z,12.64,90.45
2026-05-19T06:01:00Z,5.61,94.53
2026-05-19T06:02:00Z,5.09,95.23
2026-05-19T06:03:00Z,3.86,96.55
2026-05-19T06:04:00Z,1.55,98.47
2026-05-19T06:05:00Z,2.25,98.07
2026-05-19T06:06:00Z,3.55,98.01
2026-05-19T06:07:00Z,3.87,96.81
2026-05-19T06:08:00Z,4.87,95.83
2026-05-19T06:09:00Z,13.74,93.08
2026-05-19T06:10:00Z,19.40,80.03
2026-05-19T06:11:00Z,20.69,80.60
2026-05-19T06:12:00Z,9.21,87.62
2026-05-19T06:13:00Z,3.58,97.69
2026-05-19T06:14:00Z,1.00,99.00
2026-05-19T06:15:00Z,1.00,99.00
2026-05-19T06:16:00Z,1.00,99.00
