# event_ticker=KXATPMATCH-25JUL29SCHARN
# final_score=6-3 3-6 6-3
# match_winner=Matteo Arnaldi
# fav_player=Matteo Arnaldi
# dog_player=Tristan Schoolkate
# kalshi_date=2025-07-29
timestamp,Matteo Arnaldi,Tristan Schoolkate
2025-07-29T23:07:00Z,61.00,41.00
2025-07-29T23:20:00Z,61.00,41.00
2025-07-29T23:26:00Z,62.00,41.00
2025-07-29T23:34:00Z,62.00,42.52
2025-07-29T23:35:00Z,57.00,42.52
2025-07-29T23:37:00Z,60.00,42.52
2025-07-29T23:40:00Z,60.00,42.52
2025-07-29T23:44:00Z,60.00,42.52
2025-07-29T23:48:00Z,60.00,43.00
2025-07-29T23:56:00Z,59.00,43.00
2025-07-30T00:06:00Z,59.00,43.00
2025-07-30T00:13:00Z,59.00,42.00
2025-07-30T00:22:00Z,58.00,42.00
2025-07-30T00:27:00Z,58.00,42.00
2025-07-30T00:32:00Z,58.00,44.00
2025-07-30T00:34:00Z,58.00,44.00
2025-07-30T00:37:00Z,59.25,44.00
2025-07-30T00:38:00Z,59.25,42.00
2025-07-30T00:42:00Z,59.25,42.00
2025-07-30T00:43:00Z,59.25,43.00
2025-07-30T00:45:00Z,59.25,38.00
2025-07-30T00:47:00Z,62.00,37.00
2025-07-30T00:49:00Z,62.00,37.00
2025-07-30T00:50:00Z,62.00,43.00
2025-07-30T00:51:00Z,60.00,43.00
2025-07-30T00:52:00Z,62.00,43.00
2025-07-30T00:55:00Z,62.00,41.00
2025-07-30T00:59:00Z,62.00,41.91
2025-07-30T01:01:00Z,62.00,39.00
2025-07-30T01:02:00Z,62.00,39.00
2025-07-30T01:04:00Z,62.00,42.00
2025-07-30T01:05:00Z,62.00,44.00
2025-07-30T01:06:00Z,55.00,49.00
2025-07-30T01:07:00Z,55.00,54.86
2025-07-30T01:08:00Z,55.00,46.59
2025-07-30T01:09:00Z,48.71,51.61
2025-07-30T01:11:00Z,59.00,41.00
2025-07-30T01:12:00Z,61.00,41.00
2025-07-30T01:13:00Z,64.00,37.94
2025-07-30T01:15:00Z,70.81,29.91
2025-07-30T01:16:00Z,68.81,33.34
2025-07-30T01:17:00Z,78.11,33.34
2025-07-30T01:18:00Z,78.11,21.00
2025-07-30T01:20:00Z,78.11,19.00
2025-07-30T01:21:00Z,81.00,18.00
2025-07-30T01:22:00Z,81.00,21.00
2025-07-30T01:23:00Z,81.00,20.00
2025-07-30T01:25:00Z,81.00,19.00
2025-07-30T01:27:00Z,79.00,21.00
2025-07-30T01:30:00Z,73.00,26.50
2025-07-30T01:31:00Z,73.00,22.00
2025-07-30T01:32:00Z,72.00,28.00
2025-07-30T01:33:00Z,75.00,25.00
2025-07-30T01:35:00Z,75.00,20.00
2025-07-30T01:36:00Z,75.00,20.61
2025-07-30T01:37:00Z,79.00,20.61
2025-07-30T01:38:00Z,79.00,20.00
2025-07-30T01:41:00Z,75.29,20.00
2025-07-30T01:42:00Z,75.29,24.75
2025-07-30T01:43:00Z,72.00,24.75
2025-07-30T01:44:00Z,74.00,24.75
2025-07-30T01:45:00Z,66.00,28.37
2025-07-30T01:46:00Z,63.00,41.95
2025-07-30T01:47:00Z,63.00,43.11
2025-07-30T01:49:00Z,67.00,43.11
2025-07-30T01:50:00Z,67.66,32.00
2025-07-30T01:52:00Z,59.00,32.00
2025-07-30T01:56:00Z,59.00,42.00
2025-07-30T02:03:00Z,53.00,47.00
2025-07-30T02:06:00Z,54.00,47.00
2025-07-30T02:07:00Z,49.19,50.79
2025-07-30T02:08:00Z,51.55,50.79
2025-07-30T02:09:00Z,49.89,56.82
2025-07-30T02:10:00Z,51.76,49.37
2025-07-30T02:11:00Z,56.16,49.93
2025-07-30T02:12:00Z,51.43,49.87
2025-07-30T02:13:00Z,46.55,51.89
2025-07-30T02:14:00Z,48.01,55.00
2025-07-30T02:15:00Z,47.06,54.00
2025-07-30T02:16:00Z,46.50,54.00
2025-07-30T02:17:00Z,47.75,53.09
2025-07-30T02:18:00Z,53.45,49.48
2025-07-30T02:19:00Z,53.96,48.00
2025-07-30T02:20:00Z,55.18,47.32
2025-07-30T02:21:00Z,53.73,47.32
2025-07-30T02:22:00Z,64.82,35.35
2025-07-30T02:23:00Z,72.71,30.75
2025-07-30T02:24:00Z,76.48,29.00
2025-07-30T02:25:00Z,82.67,15.77
2025-07-30T02:26:00Z,85.23,16.51
2025-07-30T02:27:00Z,86.22,16.00
2025-07-30T02:28:00Z,88.58,13.00
2025-07-30T02:29:00Z,88.85,13.64
2025-07-30T02:30:00Z,87.53,13.64
2025-07-30T02:31:00Z,96.36,12.00
2025-07-30T02:32:00Z,88.29,13.00
2025-07-30T02:33:00Z,90.92,12.03
2025-07-30T02:34:00Z,90.49,11.40
2025-07-30T02:35:00Z,91.25,9.17
2025-07-30T02:36:00Z,94.69,8.00
2025-07-30T02:37:00Z,94.00,6.27
2025-07-30T02:38:00Z,95.93,5.01
2025-07-30T02:39:00Z,94.90,6.00
2025-07-30T02:40:00Z,96.59,4.00
2025-07-30T02:41:00Z,94.37,7.89
2025-07-30T02:42:00Z,93.00,5.91
2025-07-30T02:43:00Z,96.88,5.91
2025-07-30T02:44:00Z,98.90,1.75
2025-07-30T02:45:00Z,98.10,2.00
2025-07-30T02:46:00Z,97.00,2.00
2025-07-30T02:48:00Z,97.00,4.63
2025-07-30T02:51:00Z,95.01,5.91
2025-07-30T02:52:00Z,98.00,3.42
2025-07-30T02:53:00Z,99.00,1.07
2025-07-30T02:54:00Z,99.00,1.07
2025-07-30T02:55:00Z,99.00,1.07
